課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資
Google サイバーセキュリティ,4.7 out of 5 stars,240 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-cybersecurity-jp,,"SQL, Interviewing Skills, Incident Response, Intrusion Detection and Prevention, Computer Security Incident Management, Debugging, Linux, Bash (Scripting Language), Cybersecurity, Network Protocols, Hardening, Cyber Attacks","Foundations of Cybersecurity | Play It Safe: Manage Security Risks | Connect and Protect: Networks and Network Security | Tools of the Trade: Linux and SQL | Assets, Threats, and Vulnerabilities | Sound the Alarm: Detection and Response | Automate Cybersecurity Tasks with Python | Put It to Work: Prepare for Cybersecurity Jobs | Accelerate Your Job Search with AI",
Generative AI: Elevate Your Data Science Career,4.6 out of 5 stars,198 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-elevate-your-data-science-career,3 modules,"Data Science, Data Analysis, Exploratory Data Analysis, Data Manipulation, Generative AI, Predictive Modeling, Data Cleansing, Predictive Analytics, Data Modeling, Data Presentation, Data Synthesis, Natural Language Processing, Feature Engineering, Data Ethics, Data Visualization Software, Data Storytelling",Data Science and Generative AI | Use of Generative AI for Data Science | Final Project and Exam,"Rav Ahuja, Abhishek Gagneja, Dr. Pooja"
Generative AI and LLMs: Architecture and Data Preparation,4.7 out of 5 stars,230 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-llm-architecture-data-preparation,2 modules,"Large Language Modeling, Generative AI, Deep Learning, Natural Language Processing, Data Pipelines, Artificial Intelligence, PyTorch (Machine Learning Library), Text Mining, Artificial Neural Networks",Generative AI Architecture | Data Preparation for LLMs,"Joseph Santarcangelo, Roodra Pratap Kanwar"
CAD/BIM技術與應用,4.7 out of 5 stars,355 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cad-bim-jianmo,,"Building Information Modeling, Autodesk Revit, Construction Management, Construction Estimating, 3D Modeling, AutoCAD, Architectural Engineering, Engineering Management, Estimation, Building Design, Architectural Drawing, Structural Engineering",å·¥ç¨åå­¸ 2D CAD | å·¥ç¨åå­¸ 2D CAD å°é¡ | å·¥ç¨åå­¸ 3D CAD | å·¥ç¨åå­¸ 3D CAD å°é¡ | å·¥ç¨è³è¨ç®¡ç BIM åºç¤ | å·¥ç¨è³è¨ç®¡ç BIM å¡æ¨¡ | å·¥ç¨è³è¨ç®¡ç BIM æç¨ | CAD/BIMæè¡èæç¨å°é èª²ç¨ï¼CAD/BIM Specialization),"National Taiwan University, åï¼æè¨å¾æäºèª²ç¨çå§å®¹æ¯èçèª²ç¨çä¸é¨åãçºä»éº¼è¦å°åèª²ç¨åå²çºå¤åæ°èª²ç¨ï¼, åï¼éæ°åå èçèª²ç¨çåæå¸æéº¼è¾¦ï¼æè½å¨æ¬èª²ç¨ä¸­ä½¿ç¨ä¸¦ç²å¾èªè­è­æ¸åï¼"
Differential Calculus through Data and Modeling,4.8 out of 5 stars,349 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/differential-calculus-data-modeling,,"Trigonometry, Numerical Analysis, Linear Algebra, Derivatives, Applied Mathematics, Calculus, Mathematical Software, Operations Research, Graphing, Algebra, Cost Estimation, Estimation",Calculus through Data & Modeling: Precalculus Review | Calculus through Data & Modeling: Limits & Derivatives | Calculus through Data & Modeling: Differentiation Rules | Calculus through Data & Modeling: Applying Differentiation,"Joseph W. Cutrone, PhD, Johns Hopkins University"
Strategy and Game Theory for Management,4.8 out of 5 stars,107 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/strategy-and-game-theory-for-management,5 modules,"Behavioral Economics, Negotiation, Advertising, Strategic Thinking, Strategic Decision-Making, Market Opportunities, Critical Thinking, Risk Management, Decision Making, Game Theory, Digital Media Strategy, Business Strategy, Mergers & Acquisitions, Organizational Change, Complex Problem Solving, Business Leadership, Problem Solving, Innovation, Market Dynamics, Economics",Week 1: Why People Don't Cooperate? | Week 2: Nash Equilibrium | Week 3: Sequential Games | Week 4: Games when there is Uncertainty in Information | Peer Review Assignment,"Prof. Viswanath Pingali, IIMA - IIM Ahmedabad"
Wharton Business Foundations Capstone,4.6 out of 5 stars,385 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/wharton-capstone,5 modules,"Marketing Strategies, Entrepreneurship, Finance, Business Analysis, New Business Development, Product Development, Strategic Thinking, Analysis, Marketing Planning, Feasibility Studies, Business, Financial Accounting, Accounting, Peer Review, Marketing, Business Planning","Start Here | Choosing your Project and Videos for Review | Marketing Plan for Review | Preparing the Rough Draft, and Accounting and Finance Videos for Review | Submitting your Capstone","Christian Terwiesch, University of Pennsylvania"
"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",4.8 out of 5 stars,386 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/computers-waves-simulations,9 modules,"Vibrations, Linear Algebra, Mathematical Modeling, Applied Mathematics, Engineering Analysis, Mechanics, Python Programming, Numerical Analysis, Finite Element Methods, Jupyter, Differential Equations, Simulations, Distributed Computing, NumPy","Week 01 - Discrete World, Wave Physics, Computers | Week 02 The Finite-Difference Method - Taylor Operators | Week 03 The Finite-Difference Method - 1D Wave Equation - von Neumann Analysis | Week 04 The Finite-Difference Method in 2D - Numerical Anisotropy, Heterogeneous Media | Week 05 The Pseudospectral Method, Function Interpolation | Week 06 The Linear Finite-Element Method - Static Elasticity | Week 07 The Linear Finite-Element Method - Dynamic Elasticity | Week 08 The Spectral-Element Method - Lagrange Interpolation, Numerical Integration | Week 09 The Spectral Element Method - 1D Elastic Wave Equation, Convergence Test","Heiner Igel, Ludwig-Maximilians-UniversitÃ¤t MÃ¼nchen (LMU)"
Generative AI Primer,4.8 out of 5 stars,303 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai,1 module,"Large Language Modeling, Human Machine Interfaces, Prompt Engineering, Natural Language Processing, Collaboration, Innovation, Generative AI, Artificial Intelligence, Creativity, ChatGPT, Creative Problem-Solving",Generative AI Primer,"Dr. Jules White, Vanderbilt University"
Mechanics of Materials III: Beam Bending,4.8 out of 5 stars,951 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/beam-bending,6 modules,"Engineering Analysis, Mathematical Modeling, Engineering Design Process, Mechanics, Engineering Calculations, Schematic Diagrams, Structural Engineering, Mechanical Engineering, Structural Analysis",Welcome | Shear Force and Bending Moment Diagrams | Elastic Beam Bending | Inelastic beam bending | Shear Stresses in Beams subjected to Non-Uniform Loading | Design of Beams,"Dr. Wayne Whiteman, PE, Georgia Institute of Technology"
Global Financing Solutions  (by EDHEC and Société Générale),4.7 out of 5 stars,195 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/global-financing-solutions,7 modules,"Mergers & Acquisitions, Asset Management, Corporate Finance, Capital Markets, Derivatives, Environmental Social And Corporate Governance (ESG), Loans, Project Finance, Banking, Securities (Finance), Finance",Introduction | Asset Finance | Project finance | Acquisition and buy-outs | Capital Markets | Hedging strategies | Positive Impact Finance & FINAL EXAM,"Laurent DEVILLE, Thor Thomsen, Domitille Barthel, Elsa Rougier, Elodie Tarby, Terence Shanahan, Emile Boustani, Alexandre Dogos Docovitch, Luis Vaz Pinto, Patrick Perreault, Marina Mulcair, Procha Goriatchkine, AurÃ©lie Coulin, Fadi Dib Garrido, Marie Agnes Delacour, Olivier Musset, Andrew Menzies, Eglantine de Muizon, Federico Ossola, Sandrine Enguehard, Hamid Boustanifar, Vincent Nobilet, Jean-Pierre Cherbit, Joanna Bantegnie, Sonia Koniuta, Stefania Toka, Diane Sorasio, JosÃ© Antonio Olano, Bas Thijwisssen, AgnÃ¨s Decourcelle, Stefano Corbetta, Olivier Lafuma, Antoine Pietri, Alice Bracq, Romain Gilloux, EDHEC Business School, SociÃ©tÃ© GÃ©nÃ©rale"
Engineering Practices for Building Quality Software,4.5 out of 5 stars,441 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/engineering-practices-secure-software-quality,5 modules,"Code Review, Software Design, Software Technical Review, Software Design Patterns, CI/CD, Version Control, Software Documentation, Threat Modeling, Software Engineering, Software Architecture, Continuous Integration, Object Oriented Design, Development Testing, Maintainability, Software Quality (SQA/SQC), Software Testing, Application Security, Software Quality Assurance",Introduction to Quality Software | Quality in Design | Quality in Architecture | Quality in Implementation | Quality in Testing and Deployment,"Kevin Wendt, University of Minnesota"
Global Financing Solutions  (by EDHEC and Société Générale),4.7 out of 5 stars,195 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/global-financing-solutions,7 modules,"Asset Management, Securities (Finance), Banking, Loans, Finance, Environmental Social And Corporate Governance (ESG), Mergers & Acquisitions, Project Finance, Derivatives, Capital Markets, Corporate Finance",Introduction | Asset Finance | Project finance | Acquisition and buy-outs | Capital Markets | Hedging strategies | Positive Impact Finance & FINAL EXAM,"Laurent DEVILLE, Thor Thomsen, Domitille Barthel, Elsa Rougier, Elodie Tarby, Terence Shanahan, Emile Boustani, Alexandre Dogos Docovitch, Luis Vaz Pinto, Patrick Perreault, Marina Mulcair, Procha Goriatchkine, AurÃ©lie Coulin, Fadi Dib Garrido, Marie Agnes Delacour, Olivier Musset, Andrew Menzies, Eglantine de Muizon, Federico Ossola, Sandrine Enguehard, Hamid Boustanifar, Vincent Nobilet, Jean-Pierre Cherbit, Joanna Bantegnie, Sonia Koniuta, Stefania Toka, Diane Sorasio, JosÃ© Antonio Olano, Bas Thijwisssen, AgnÃ¨s Decourcelle, Stefano Corbetta, Olivier Lafuma, Antoine Pietri, Alice Bracq, Romain Gilloux, EDHEC Business School, SociÃ©tÃ© GÃ©nÃ©rale"
Kinematics: Describing the Motions of Spacecraft,4.9 out of 5 stars,335 reviews,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/spacecraft-dynamics-kinematics,4 modules,"Numerical Analysis, Physics, Engineering Calculations, Mechanics, Linear Algebra, Advanced Mathematics, Differential Equations, Engineering Analysis, Trigonometry, Systems Of Measurement, Algorithms, Applied Mathematics, Mathematical Modeling",Introduction to Kinematics | Rigid Body Kinematics I | Rigid Body Kinematics II | Static Attitude Determination,"Hanspeter Schaub, University of Colorado Boulder"
FinTech and the Transformation in Financial Services,4.3 out of 5 stars,1.2K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/fintech-transformation-financial-services,5 modules,"Payment Systems, Digital Transformation, Banking, Emerging Technologies, International Finance, Mobile Banking, Financial Regulations, Regulatory Compliance, Fundraising and Crowdsourcing, Financial Market, FinTech, Financial Services",FinTech and the Transformation in Financial Services | FinTech essentials | Money and payments | Payment systems | Lending and crowdfunding,"Jonas Hedman, Stefan Henningsson, Copenhagen Business School"
Generative AI Primer,4.8 out of 5 stars,303 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai,1 module,"Large Language Modeling, Human Machine Interfaces, Prompt Engineering, Natural Language Processing, Collaboration, Innovation, Generative AI, Artificial Intelligence, Creativity, ChatGPT, Creative Problem-Solving",Generative AI Primer,"Dr. Jules White, Vanderbilt University"
Modeling and Control of Power Electronics,4.7 out of 5 stars,151 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/modeling-and-control-of-power-electronics,,"Systems Design, Matlab, Electronics, Electrical Power, Engineering Analysis, Technical Design, Simulation and Simulation Software, Systems Analysis, Electronic Systems, Electric Power Systems, Power Electronics, Control Systems",Averaged-Switch Modeling and Simulation | Techniques of Design-Oriented Analysis | Input Filter Design | Current-Mode Control | Modeling and Control of Single-Phase Rectifiers and Inverters,"Dr. Dragan Maksimovic, University of Colorado Boulder"
Machine Learning Introduction for Everyone,4.5 out of 5 stars,284 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning-introduction-for-everyone,3 modules,"Predictive Modeling, Applied Machine Learning, Deep Learning, Unsupervised Learning, Classification And Regression Tree (CART), Artificial Intelligence and Machine Learning (AI/ML), Software Development Life Cycle, Supervised Learning, Reinforcement Learning, Machine Learning, IBM Cloud",Machine Learning for Everyone | Machine Learning Topics | Final Project,"Aije Egwaikhide, Yasmine Hemmati"
Systèmes d’Information Géographique - Partie 1,4.5 out of 5 stars,284 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/sig-1,6 modules,"SQL, Land Management, Global Positioning Systems, Data Modeling, Relational Databases, Geographic Information Systems, Spatial Data Analysis, GIS Software, Query Languages, Data Storage, Environmental Science, Data Capture",NumÃ©risation - ModÃ©lisation du territoire: les Ã©lÃ©ments spatiaux et leurs caractÃ©ristiques | NumÃ©risation - Saisie et documentation des gÃ©odonnÃ©es | NumÃ©risation - Automatisation de la saisie et utilisation de gÃ©odonnÃ©es existantes | Stockage - Organisation et structuration des gÃ©odonnÃ©es | Stockage - Gestion de donnÃ©es avec le langage SQL | Stockage - SQL spatial et bases de donnÃ©es NoSQL,"StÃ©phane Joost, Marc Soutter, Fernand Koffi KouamÃ©, Amadou Sall, Ãcole Polytechnique FÃ©dÃ©rale de Lausanne"
Criação de Startups: Como desenvolver negócios inovadores,4.8 out of 5 stars,614 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/criacao-startups,5 modules,"Presentations, Business Strategy, Business Strategies, New Product Development, Growth Strategies, Digital Marketing, Process Validation, Market Analysis, User Experience, Business Modeling, Business Development, Entrepreneurship, Business Operations, Innovation, User Research, Marketing, Market Opportunities, Product Development, User Feedback, Investments","Comportamento empreendedor, imersÃ£o no mercado e modelo de negÃ³cios | ObsessÃ£o pelo UsuÃ¡rio, ValidaÃ§Ã£o e Produto MÃ­nimo ViÃ¡vel (MVP) | Pitch e Marketing Digital | Escalando o seu Produto, Cultura e OperaÃ§Ãµes | Ecossistemas, Financiamento e Adquirindo ExperiÃªncia","AndrÃ© Leme Fleury, Artur Vilas Boas, Universidade de SÃ£o Paulo"
Materials Data Sciences and Informatics,4.5 out of 5 stars,347 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/material-informatics,6 modules,"Process Engineering, Innovation, Information Management, Structural Analysis, Statistics, Data Science, Big Data, Data Mining, Engineering Analysis, Data Integration, Collaborative Software, Chemical Engineering, Data-Driven Decision-Making, Predictive Modeling",Welcome | Accelerating Materials Development and Deployment | Materials Knowledge and Materials Data Science | Materials Knowledge Improvement Cycles | Case Study in Homogenization: Plastic Properties of Two-Phase Composites | Materials Innovation Cyberinfrastructure and Integrated Workflows,"Dr. Surya Kalidindi, Georgia Institute of Technology"
The AI Awakening: Implications for the Economy and Society,4.7 out of 5 stars,93 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-awakening,3 modules,"Socioeconomics, Emerging Technologies, OpenAI, Economics, Digital Transformation, Business Solutions, Generative AI, Workforce Development, Innovation, Employee Training, Natural Language Processing, Artificial Intelligence, Large Language Modeling",The Technology behind Generative AI | The Implications of Generative AI for Business and the Economy | The Risks of Generative AI,"Erik Brynjolfsson, Stanford University"
Linear Algebra from Elementary to Advanced,4.7 out of 5 stars,187 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/linear-algebra-elementary-to-advanced,,"Numerical Analysis, Mathematical Modeling, Applied Machine Learning, Engineering Analysis, Geometry, Algebra, Mathematical Theory & Analysis, Graph Theory, Applied Mathematics, Markov Model, Advanced Mathematics, Artificial Intelligence and Machine Learning (AI/ML)","Linear Algebra: Linear Systems and Matrix Equations | Linear Algebra: Matrix Algebra, Determinants, & Eigenvectors | Linear Algebra: Orthogonality and Diagonalization","Joseph W. Cutrone, PhD, Johns Hopkins University"
AI and Public Health,4.8 out of 5 stars,229 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-and-public-health,3 modules,"Artificial Intelligence, Predictive Modeling, Environmental Monitoring, Data Analysis, Supervised Learning, Information Privacy, Data Ethics, Exploratory Data Analysis, Applied Machine Learning, Public Health, Machine Learning, Jupyter, Deep Learning",Introduction to AI for Good | AI for Good Project Framework | Air Quality in BogotÃ¡ Colombia,Robert Monarch
Statistics Foundations,4.7 out of 5 stars,343 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/statistics-for-marketing,5 modules,"Analytics, Statistical Modeling, Data Analysis, Quantitative Research, Descriptive Analytics, Descriptive Statistics, Marketing Analytics, Statistics, Data Modeling, Probability & Statistics, Statistical Analysis, Bayesian Statistics, Tableau Software, Data Analysis Software, Statistical Inference, Sampling (Statistics), Statistical Methods, Spreadsheet Software, Time Series Analysis and Forecasting, Statistical Hypothesis Testing",Descriptive Statistics | Inferential Statistics | Designing Experiments and Testing Hypotheses | Data Modeling | Using Statistics in Real-World Settings,Brandi Robinson
Trading Algorithms,4.5 out of 5 stars,1.1K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/trading-algorithm,4 modules,"Financial Analysis, Financial Trading, Market Trend, Market Dynamics, Statistical Hypothesis Testing, Decision Making, Analysis, Market Research, Technical Analysis, Financial Statement Analysis",Module 1 - Introduction to Trading Strategies and Benchmarks | How to read an academic paper | Module 3 - Trading Strategy 1 - F Score | Module 4 - Trading Strategy 2 - PEAD,"Prasanna Tantri, Indian School of Business"
Generative AI Essentials: Overview and Impact,4.6 out of 5 stars,231 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-essentials,1 module,"Natural Language Processing, Technical Communication, ChatGPT, Intellectual Property, Large Language Modeling, Generative AI, Artificial Intelligence, Economics, Social Sciences, Law, Regulation, and Compliance, Data Ethics",Generative AI Essentials: Overview and Impact,"Center for Academic Innovation Experts, University of Michigan"
Artificial Intelligence on Microsoft Azure,4.6 out of 5 stars,822 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/artificial-intelligence-microsoft-azure,1 module,"Data Ethics, Natural Language Processing, Microsoft Azure, Anomaly Detection, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Computer Vision, Machine Learning",Artificial Intelligence workloads and considerations,
Princípios de Desenvolvimento Ágil de Software,4.6 out of 5 stars,220 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/principios-de-desenvolvimento-agil-de-software,4 modules,"Software Development, Unified Modeling Language, Agile Software Development, User Story, Agile Methodology, Scrum (Software Development), Backlogs, Software Development Methodologies, Sprint Retrospectives, Test Driven Development (TDD), Requirements Analysis, Software Engineering, Sprint Planning",Semana 1 | Semana 2 | Semana 3 | Semana 4,"Eduardo Guerra, Clovis Fernandes, Instituto TecnolÃ³gico de AeronÃ¡utica"
Advanced Prompt Engineering for Everyone,4.8 out of 5 stars,322 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/advanced-prompt-engineering-for-everyone,5 modules,"Prompt Engineering, Artificial Intelligence, Large Language Modeling, Generative AI, ChatGPT, AI Personalization, Verification And Validation","Writing & In-context Learning | Think More, Not Less, Prompting for Options | Prompt Engineering: Machine Learning for Everyone | Controlling Output Formatting In-depth | Retrieval Augmented Generation (RAG)","Dr. Jules White, Vanderbilt University"
Planificación y gestión estratégica para Pymes,4.9 out of 5 stars,973 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/planificacion-gestion-pymes,5 modules,"Accounting, Business Modeling, Value Propositions, Strategic Decision-Making, Entrepreneurship, Financial Statements, Customer Relationship Management, Competitive Analysis, Business Strategy, Business Planning, Financial Analysis, Sales Management",IntroducciÃ³n: PlanificaciÃ³n y GestiÃ³n EstratÃ©gica para Pymes | MÃ³dulo 1: PlanificaciÃ³n estratÃ©gica | MÃ³dulo 2: DefiniciÃ³n del modelo de negocios: MetodologÃ­a Canvas | MÃ³dulo 3: Manejo de los nÃºmeros del negocio para una gestiÃ³n exitosa | MÃ³dulo 4: GestiÃ³n de clientes,"Carlos DÃ­az V., Paula Broitman, Marisol Arriagada, Rodrigo Guesalaga, Pontificia Universidad CatÃ³lica de Chile"
Entrepreneurship I: Laying the Foundation,4.8 out of 5 stars,1.3K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/entrepreneurship-1,5 modules,"Value Propositions, Resource Management, Business Strategy, Leadership, Market Analysis, Ideation, Business Modeling, Market Opportunities, Strategic Planning, Team Building, Entrepreneurship, Customer Analysis",Course Orientation | Module 1: Introduction to Entrepreneurship | Module 2: Understanding the Market | Module 3: Building the Team | Module 4: Finding Customers,"Thomas E. Parkinson, University of Illinois Urbana-Champaign"
Basic Modeling for Discrete Optimization,4.8 out of 5 stars,452 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/basic-modeling,4 modules,"Network Model, Problem Solving, Computational Thinking, Graph Theory, Data Modeling, Decision Support Systems, Mathematical Modeling, Data Structures",MiniZinc introduction | Modeling with Sets | Modeling with Functions | Multiple Modeling,"Prof. Jimmy Ho Man Lee, The University of Melbourne, The Chinese University of Hong Kong"
Cybersecurity Awareness and Innovation,4.6 out of 5 stars,751 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity,6 modules,"Data Security, Security Awareness, Identity and Access Management, Entrepreneurship, Threat Management, Cybersecurity, Computer Security Awareness Training, Threat Detection, User Accounts, Email Security, Cyber Attacks",Identity and Authentication | Identity and social attacks | Protection basics for information and IT devices | The modern world: mobility and clouds | Cybersecurity Today and Challenges | Innovation & Entrepreneurship,"IvÃ¡n MartÃ­nez, IvÃ¡n Pau, RomÃ¡n RamÃ­rez, EIT Digital"
Large Language Model Operations (LLMOps),4.4 out of 5 stars,184 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/large-language-model-operations,,"AWS SageMaker, Large Language Modeling, Databricks, Microsoft Azure, Database Management Systems, Performance Tuning, Prompt Engineering, Performance Analysis, Generative AI, ChatGPT, Natural Language Processing, Workflow Management",Introduction to Generative AI | Operationalizing LLMs on Azure | Advanced Data Engineering | GenAI and LLMs on AWS | Databricks to Local LLMs | Open Source LLMOps Solutions,"Derek Wales, Noah Gift, Alfredo Deza, Duke University"
"Data Warehouse Concepts, Design, and Data Integration",4.4 out of 5 stars,1K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/dwdesign,5 modules,"Extract, Transform, Load, Star Schema, Data Integration, Data Architecture, Pivot Tables And Charts, Database Design, Data Warehousing, Data Mart, Data Transformation, SQL, Data Quality, Relational Databases, Business Intelligence, Data Modeling, PostgreSQL, Snowflake Schema","Data Warehouse Concepts and Architectures | Multidimensional Data Representation and Manipulation | Data Warehouse Design Practices and Methodologies | Data Integration Concepts, Processes, and Techniques | Architectures, Features, and Details of Data Integration Tools","Michael Mannino, University of Colorado System"
Microsoft Data Visualization,4.7 out of 5 stars,80 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-data-visualization,,"Database Design, Correlation Analysis, Data Governance, Data Storytelling, Data Presentation, Business Intelligence, Dashboard, Data Visualization Software, Data Architecture, Data Modeling, Data Transformation, Interactive Data Visualization",Data Visualization Fundamentals | Data Preparation and Management | Data Modeling and Architecture | Visualization for Data Analysis with Power BI | Building Powerful Reports and Dashboards in Power BI,
Games without Chance: Combinatorial Game Theory,4.3 out of 5 stars,210 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/combinatorial-game-theory,8 modules,"Mathematical Modeling, Mathematical Theory & Analysis, Combinatorics, Game Theory, Computational Logic",Week 1: What is a Combinatorial Game? | Week 2: Playing Multiple Games | Week 3: Comparing Games | Week 4: Numbers and Games | Week 5: Simplifying Games | Week 6: Impartial Games | Week 7: What You Can Do From Here | Resources,"Dr. Tom  Morley, Georgia Institute of Technology"
Scaling Operations: Linking Strategy and Execution,4.6 out of 5 stars,261 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/operations-strategy,5 modules,"Supplier Relationship Management, Planning, Operations Management, Strategic Decision-Making, Business Strategy, Capacity Planning, Operational Analysis, Asset Management, Financial Analysis, Data-Driven Decision-Making, Competitive Analysis, Value Engineering, Supply Chain",The VCAP Framework | Value Creation and Operations: The Investor View | Capabilities and Competition: Defensibility and Trade-offs | Process Strategy: Strategic Sourcing | Asset Strategy: Capacity Sizing,"Gad Allon, Jan A. Van Mieghem, Northwestern University"
Fitting Statistical Models to Data with Python,4.4 out of 5 stars,703 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/fitting-statistical-models-data-python,4 modules,"Statistical Analysis, Jupyter, Probability Distribution, Regression Analysis, Exploratory Data Analysis, Statistical Programming, Statistical Inference, Python Programming, Statistical Hypothesis Testing, Correlation Analysis, Statistical Modeling, Predictive Modeling, Statistical Methods, Bayesian Statistics",WEEK 1 - OVERVIEW & CONSIDERATIONS FOR STATISTICAL MODELING | WEEK 2 - FITTING MODELS TO INDEPENDENT DATA | WEEK 3 - FITTING MODELS TO DEPENDENT DATA | WEEK 4: Special Topics,"Brenda Gunderson, Brady T. West, Kerby Shedden, University of Michigan"
Microsoft Azure Security Engineer Associate (AZ-500),4.6 out of 5 stars,117 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-azure-security-engineer-associate,,"Infrastructure Security, Kubernetes, Data Security, Cyber Governance, Application Security, Active Directory, System Monitoring, Database Architecture and Administration, Microsoft Azure, Role-Based Access Control (RBAC), Web Applications, Security Strategy",Secure Access with Azure Active Directory | Identity Protection and Governanceâ¯ | Implement Platform Protection | Secure Your Applications | Secure Your Data at Rest | Manage Security Operations | Capstone and Practice Exam (AZ-500),
Snowflake Generative AI,4.8 out of 5 stars,119 reviews,Beginner · Professional Certificate · 1 - 3 Months,https://www.coursera.org/professional-certificates/snowflake-generative-ai,,"ChatGPT, Unstructured Data, Artificial Intelligence, Large Language Modeling, Generative AI, Data Pipelines, Prompt Engineering, OpenAI, Cloud Applications, SQL, Application Deployment, Natural Language Processing","Intro to Snowflake for Devs, Data Scientists, Data Engineers | Introduction to Generative AI with Snowflake | Building Generative AI Apps to Talk to Your Data",
Building Your Freelancing Career,4.7 out of 5 stars,421 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/freelancing,,"Business Planning, Business Strategy, Sales Process, Contract Management, Leadership and Management, Process Improvement, Client Services, Tax Preparation, Financial Analysis, Entrepreneurship, Financial Forecasting, Customer experience improvement",Plan a Successful Freelancing Business | Making Money as a Freelancer | Launching Your Freelancing Business | Protect and Grow Your Freelancing Business | Building Your Freelancing Career Capstone,"Tatiana Mulry, California Institute of the Arts"
"Everyday Excel, Part 2",4.7 out of 5 stars,561 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/everyday-excel-part-2,5 modules,"Data Analysis, Statistical Modeling, Problem Solving, Predictive Modeling, Financial Analysis, Complex Problem Solving, Data Management, Cash Flows, Depreciation, Microsoft Excel, Regression Analysis, Financial Modeling, Business Mathematics, Process Optimization, Financial Forecasting, Excel Formulas","Advanced Data Management | Excel for Financial Applications, Part 1 | Excel for Financial Applications, Part 2 | Case Studies and ""What-If"" Analyses | Model Building in Excel","Charlie Nuttelman, University of Colorado Boulder"
Excel Regression Models for Business Forecasting,4.9 out of 5 stars,109 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/excel-business-forecasting-regression,5 modules,"Statistical Analysis, Trend Analysis, Microsoft Excel, Forecasting, Time Series Analysis and Forecasting, Data Visualization Software, Regression Analysis, Business Mathematics, Statistical Modeling",Welcome and Critical Information | Regression Models | Multiple Variable Regression | Dummy Variable Regression | Seasonal Dummy Regression,"Assoc Prof Prashan S. M. Karunaratne, Macquarie University"
