課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資
Battery Pack Balancing and Power Estimation,4.9 out of 5 stars,103 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/battery-pack-balancing-power-estimation,6 modules,"Algorithms, Electronic Systems, Electrical Engineering, Simulations, Mathematical Modeling, Estimation, Power Electronics, Matlab, Electrical Power",Passive balancing methods for battery packs | Active balancing methods for battery packs | How to find available battery power using a simplified cell model | How to find available battery power using a comprehensive cell model | Future Battery-Management-System Algorithms | Capstone project,"Gregory Plett, University of Colorado Boulder, University of Colorado System"
Business Analytics Executive Overview,4.6 out of 5 stars,279 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/business-analytics-executive-overview,4 modules,"Advanced Analytics, Data Science, Data Presentation, Business Analytics, Data Analysis, Data Strategy, Business Intelligence, Predictive Analytics, Data-Driven Decision-Making, Data Warehousing, Real Time Data, Analytics",Course Overview & Module 1 Analytics Beyond the Spreadsheet | Module 2 Industry and Business Function Analytics | Module 3 Staffing and Organizing for Analytics | Module 4 Analytics Success Today and Tomorrow,"Douglas B. Laney, University of Illinois Urbana-Champaign"
Business Analytics Executive Overview,4.6 out of 5 stars,279 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/business-analytics-executive-overview,4 modules,"Advanced Analytics, Data Science, Data Presentation, Business Analytics, Data Analysis, Data Strategy, Business Intelligence, Predictive Analytics, Data-Driven Decision-Making, Data Warehousing, Real Time Data, Analytics",Course Overview & Module 1 Analytics Beyond the Spreadsheet | Module 2 Industry and Business Function Analytics | Module 3 Staffing and Organizing for Analytics | Module 4 Analytics Success Today and Tomorrow,"Douglas B. Laney, University of Illinois Urbana-Champaign"
"莊子─姿勢、意識與感情 (Zhuangzi─Posture, Awareness, and Sentiment)",4.9 out of 5 stars,213 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/zhuangzi,8 modules,"Adaptability, Personal Development, Emotional Intelligence, Cultural Sensitivity, World History, Self-Awareness, Mindfulness, Resilience, Stress Management, Ancient History, Literacy, Critical Thinking",ãéééããä¸ã | ãéééããäºã | ãé½ç©è«ããä¸ã | ãé½ç©è«ããäºã | ãé½ç©è«ããä¸ã | ãé½ç©è«ããåã | ãé¤çä¸»ããä¸ã | ãé¤çä¸»ããäºãããå»¶ä¼¸é±è®ã,National Taiwan University
La gestión de los riesgos y la administración de los cambios en el proyecto,4.8 out of 5 stars,1.2K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/presupuestos-proyecto,4 modules,"Risk Management, Risk Mitigation, Change Control, Project Controls, Project Management, Simulation and Simulation Software, Probability & Statistics, Risk Analysis, Project Risk Management, Change Management, Microsoft Project",Â¿Por quÃ© es importante administrar los riesgos en el proyecto? | La gestiÃ³n de los riesgos en el proyecto | Manejando los riesgos del proyecto | Manejo de los cambios en el proyecto,"Dr. Filiberto GonzÃ¡lez HernÃ¡ndez, TecnolÃ³gico de Monterrey, University of California, Irvine"
Build A Data Warehouse in Azure,4.9 out of 5 stars,50 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/build-a-data-warehouse-in-azure,12 modules,"Database Management, Data Security, Data Visualization Software, Data Integration, Microsoft Azure, Azure Synapse Analytics, Performance Tuning, Data Pipelines, Scalability, Power BI, Data Governance, Query Languages, Apache Spark, Data Architecture, Data Warehousing",Introduction to Data Warehousing | Introduction to Azure Services for Data Warehousing | Designing Data Warehouse Architecture | Data Extraction and Loading | Implementing Azure Synapse Analytics for Data Warehousing | Creating and Managing Data Warehouse in Azure Synapse Analytics | Data Integration and Orchestration in Azure Synapse Analytics | Advanced Analytics in Azure Synapse Analytics | Performance Optimization in Azure Synapse Analytics | Data Partitioning and Distribution Strategies | Advanced Security and Compliance in Azure Synapse Analytics | Scaling and Managing Azure Synapse Analytics,
Back-End Development with .NET,4.4 out of 5 stars,21 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/back-end-development-with-dotnet,5 modules,"Back-End Web Development, Debugging, Routing Protocols, Application Frameworks, Microsoft Copilot, C# (Programming Language), JSON, Middleware, Restful API, Server Side, .NET Framework, ASP.NET, Application Programming Interface (API)",Introduction to .NET and Its Architecture | Building Web APIs with ASP.NET Core | Serialization & Deserialization | Middleware and OpenAPI | Using Microsoft Copilot for Developing APIs,
Global Politics,4.4 out of 5 stars,49 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/global-politics,4 modules,"Security Strategy, Environment and Resource Management, Economics, Social Sciences, Cultural Diversity, Political Sciences, World History, Research Methodologies, International Relations, Governance","Introduction to Global Politics | Society of States, of the Peoples, and Military Hegemony | New global challenges, organizations, governance | Towards a brave new world","Yves Schemeil, UniversitÃ  di Napoli Federico II"
Electrical Power Generation - An Industrial Outlook,4.6 out of 5 stars,105 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/electrical-power-generation-an-industrial-outlook,4 modules,"Control Systems, Electrical Safety, Electrical Equipment, Electrical Systems, Automation Engineering, Electrical Engineering, Process Control, Three-Phase, Electrical Power, Energy and Utilities, Electric Power Systems, Thermal Management, Basic Electrical Systems, Power Electronics, Plant Operations and Management, Electrical Substation","An Introduction to Power Sector Scenario - Generation, Transmission & Distribution of Power | Overview of Electrical Generator and its Auxiliary Systems | Overview of Electrical System for Power plant | Power Plant Control System","Subject Matter Expert, L&T EduTech"
Real-World Engineering Management,4.6 out of 5 stars,82 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/real-world-engineering-management,,"System Design and Implementation, Microservices, Goal Setting, Software Architecture, Systems Architecture, Software Engineering, Recruitment, Employee Retention, Technical Management, Leadership and Management, Employee Coaching, Talent Management",Leadership Principles for Software Engineers | Inspiring Peak Performance on Technical Teams | Building Products at Global Scale,"Nancy Wang, Gordon Yu, Advancing Women in Tech"
The Business of Product Management II,4.7 out of 5 stars,226 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/real-world-product-management-skills,3 modules,"Customer Retention, Continuous Improvement Process, Product Roadmaps, Agile Methodology, Revenue Management, Customer experience strategy (CX), Product Lifecycle Management, Key Performance Indicators (KPIs), Data-Driven Decision-Making, Product Development, Financial Analysis, Financial Statement Analysis, Product Management, Innovation",Invent and Simplify | Learn and Be Curious | Deliver Results,"Nancy Wang, Advancing Women in Tech"
Foundations of Marketing Analytics,4.3 out of 5 stars,518 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/marketing-analytics,,"Statistics, Customer Analysis, Marketing Analytics, Social Media, Pivot Tables And Charts, Target Market, Customer Demand Planning, Forecasting, Exploratory Data Analysis, Time Series Analysis and Forecasting, Predictive Modeling, Revenue Forecasting",Meaningful Marketing Insights | Managing Uncertainty in Marketing Analytics | Forecasting Models for Marketing Decisions | Survey analysis to Gain Marketing Insights | Introduction to Social Media Analytics | Marketing Analytics Capstone Project,"David Schweidel, Emory University"
Evolution Today,4.6 out of 5 stars,167 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/evolution-today,6 modules,"Molecular Biology, Biology, Culture, Environmental Science, Infectious Diseases, Taxonomy, Life Sciences, Microbiology, Anthropology","Welcome to the course Evolution Today | Do we change? | How do we change? | Who is this ""we"" anyway? | How have we (and haven't we) changed? | How will we change?","Menno Schilthuizen, Maurijn van der Zee, Rutger Vos, Universiteit Leiden, Naturalis Biodiversity Center"
Social Media and Social Content Strategy,4.4 out of 5 stars,90 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/social-media-social-content-strategy,3 modules,"Instagram, Content Creation, Social Media, Content Strategy, Digital Marketing, Content Performance Analysis, Social Media Marketing, Facebook, Customer Engagement, Target Audience, Social Media Campaigns, Social Media Strategy, Paid media, Social Media Management",Social Media and Business Strategy | Social Media Platforms for Business | Social Content Strategy and Promotion,"Digital Marketing Institute, Cathal Melinn"
PMP Formulas,4.8 out of 5 stars,35 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/pmp-formulas,4 modules,"Microsoft Excel, Spreadsheet Software, Project Estimation, Return On Investment, Scheduling, Project Management Institute (PMI) Methodology, Cost Management, Earned Value Management, Procurement, Project Performance, Excel Formulas, Variance Analysis, Forecasting, Investment Management, Project Schedules, Financial Analysis",Introduction to PMP Formulas | Scheduling & Estimating | Investment Analysis & Procurement | Final Project and Assessment: PMP Formulas,
21st Century Energy Transition: how do we make it work?,4.8 out of 5 stars,99 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/21st-century-energy-transition,6 modules,"Environmental Issue, Environment, Emerging Technologies, Environmental Policy, Energy and Utilities, Innovation, Trend Analysis, Supply And Demand, Market Dynamics, Electric Power Systems",Introduction to the 21st Century Energy Transition | Energy Sources and Production â Benefits and Challenges | Energy Storage | FAQs for the Energy Transition | How Do We Enable the Energy Transition? | Policy and Pathways to Support Energy Transition,"Brad Hayes, University of Alberta"
Optimizing Diversity on Teams,4.4 out of 5 stars,176 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/diverse-teams,4 modules,"Conflict Management, Team Management, Diversity Awareness, Employee Engagement, Team Building, Team Performance Management, Diversity and Inclusion, Cultural Diversity, Culture, Diversity Equity and Inclusion Initiatives, Cultural Sensitivity",Promoting Diversity in the Workplace | Team Diversity Basics | Managing Conflict | Diversity Case Study,"Dr. Aviva Legatt, Derek Newberry, Ph.D., University of Pennsylvania"
Healthcare Analytics Essentials,4.6 out of 5 stars,33 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/healthcare-analytics-essentials,4 modules,"Descriptive Analytics, Health Informatics, Statistical Analysis, Health Care, Business Analytics, Performance Metric, Business Intelligence, Strategic Thinking, Quantitative Research, Data-Driven Decision-Making, Peer Review, Data Analysis, Data Management, Data Collection, Healthcare Industry Knowledge, Performance Measurement, Patient Safety, Analytics, Health Administration, Systems Thinking",Overview of Statistics and Business Analytics | Medical Outcomes Measurements | Physician Performance Metrics | People and Organizations,"Martin Kohn, Northeastern University"
GenAI for Execs & Business Leaders: Integration Strategy,4.9 out of 5 stars,64 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-for-executives-and-business-leaders-integration-strategy,1 module,"Scalability, Human Resources, Data Governance, Business Strategy, Data-Driven Decision-Making, Artificial Intelligence, Return On Investment, Data Strategy, Business Leadership, Generative AI, Finance, Information Technology Operations, Business Ethics, Compliance Management",Generative AI for Business Leaders,IBM AI Academy
Inequality and Democracy,4.8 out of 5 stars,36 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/inequality-and-democracy,6 modules,"Political Sciences, Policy Analysis, International Finance, Social Sciences, Commercial Laws, Governance, Socioeconomics, Lobbying, Economics, Social Justice, Tax Laws",Economic inequality | Property and corporations | Democracy | Lobbying and campaign finance | Capital flight and tax avoidance | Alternative economic institutions,"Yara Salman, Rutger Claassen, Michael Bennett, Utrecht University"
Power BI Capstone Project,4.5 out of 5 stars,8 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/power-bi-capstone-project,2 modules,"Inventory Management System, Data Transformation, Snowflake Schema, Project Design, Data Warehousing, Data Visualization Software, Data Management, SQL, Management Reporting, Data Modeling, Analytical Skills, Data Manipulation, Data Integration, Power BI, Dashboard, Data Analysis",Data insights in Power BI Project | Course Wrap-Up and Assessment,
.NET Core Mastery: Advanced Techniques for Exp Developers,4.8 out of 5 stars,187 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/dotnet-adv-techniques-for-exp-developer,,"User Accounts, Microservices, Software Architecture, Debugging, Test Driven Development (TDD), ASP.NET, Distributed Computing, Object-Relational Mapping, Web Applications, Object Oriented Design, Redis, C# (Programming Language)",Advanced C# Programming in .NET Core | Web Application Development with ASP.NET Core | Testing and Debugging in .NET Core Applications | Building Scalable Applications with .NET Core,
Data Ecosystem,4.7 out of 5 stars,105 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-ecosystem,3 modules,"Database Management, Data Infrastructure, Data Literacy, Data Lakes, Data Integrity, Data Management, Data Quality, Data Governance, Tableau Software, Business Intelligence, Data Warehousing, Spreadsheet Software, Extract, Transform, Load, Databases, Relational Databases, Data Modeling, Data Ethics, Data Storage, Data Architecture",Data Sources | Data Warehousing | Data Management,"Tableau Learning Partner Instructor, Tableau Learning Partner"
Data Cleaning in Excel: Techniques to Clean Messy Data,4.5 out of 5 stars,41 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/data-cleaning-excel-techniques-to-clean-messy-data,,"Data Manipulation, Excel Formulas, Microsoft Excel, Data Quality, Real Time Data, Data Transformation, Data Analysis, Data Cleansing",,"Dr. Chao Mbogho, Coursera Project Network"
"Solar Energy Codes, Permitting and Zoning",4.7 out of 5 stars,129 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/solar-energy-codes-permitting-zoning,5 modules,"Land Development, Document Management, Process Analysis, Building Codes, Architectural Engineering, Construction Inspection, Submittals (Construction), Electrical Safety, Electrical Systems",Code and Inspection Requirements | Inspection Methods and the Permitting Process | Inspection Considerations | Labeling Requirements | Compliance Project: Theory to Practice,"Gay E Canough, University at Buffalo"
Introduction to .NET Core,4 out of 5 stars,67 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/intro-to-dotnet-core,3 modules,"Development Environment, .NET Framework, Web Applications, Debugging, Application Development, Microsoft Visual Studio, Application Deployment, Software Architecture, Integrated Development Environments, Application Frameworks, Middleware, ASP.NET, Web Development, Model View Controller, Cross Platform Development, Command-Line Interface, Cloud Hosting",Introduction to .Net Development | Building Web Applications using ASP.NET Core | .NET Core Advance Concepts,Board Infinity
How to Network: Leading Yourself to Lead Others,4.6 out of 5 stars,44 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/how-to-network,4 modules,"Self-Awareness, Growth Mindedness, Business, Goal Setting, General Networking, Strategic Leadership, Branding, Personal Development, Leadership, Relationship Building, Initiative and Leadership, Professional Networking","The Connection Between Leadership, Purpose and Networking | The Networking Mindset and the Networking Process | Self-Leadership | Leading Others","Klementina X. Sula, University of Michigan"
"Solar Energy Codes, Permitting and Zoning",4.7 out of 5 stars,129 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/solar-energy-codes-permitting-zoning,5 modules,"Land Development, Document Management, Process Analysis, Building Codes, Architectural Engineering, Construction Inspection, Submittals (Construction), Electrical Safety, Electrical Systems",Code and Inspection Requirements | Inspection Methods and the Permitting Process | Inspection Considerations | Labeling Requirements | Compliance Project: Theory to Practice,"Gay E Canough, University at Buffalo"
Introduction to Internet of Things,4.7 out of 5 stars,60 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-internet-of-things,4 modules,"Scikit Learn (Machine Learning Library), Systems Design, Pandas (Python Package), Internet Of Things, Emerging Technologies, Unsupervised Learning, Data Analysis, Network Protocols, Wireless Networks, General Networking, Regression Analysis",Internet of Things (IoT): An Introduction | Sensors & Interfaces | Networking of IoT Nodes | Data Analysis for IoT,"Prof. Rajbabu Velmurugan, Prof. Laxmeesha Somappa, Prof. Gaurav S. Kasbekar, IIT Bombay"
Automation & Advanced Techniques with Copilot in Excel,4.5 out of 5 stars,17 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/automation-and-advanced-techniques-with-copilot-in-excel,4 modules,"UI Components, Predictive Modeling, User Interface (UI), Programming Principles, Productivity Software, Microsoft Excel, Microsoft Copilot, Automation, Interactive Data Visualization, Data Analysis Expressions (DAX), Forecasting, Debugging, Scenario Testing, Excel Macros, Visual Basic (Programming Language), Dashboard","Excel macro recording and VBA basics | Advanced VBA programming essentials | Userforms, visualisations, and debugging | Dashboard build and design with predictive and scenario analysis",
Applied Sustainability for Technical Managers,4.7 out of 5 stars,95 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/applied-sustainability-technical-managers,,"Energy and Utilities, Initiative and Leadership, Industrial Design, Environmental Engineering, Electrical Power, Product Engineering, Business Leadership, Product Development, Environmental Resource Management, Business Ethics, Environmental Social And Corporate Governance (ESG), Waste Minimization",Sustainability and the Circular Economy | Applied Sustainability Engineering | Leading the Circular and Sustainable Business,"Michael J. Readey, Ph.D., University of Colorado Boulder"
Increasing Real Estate Management Profits: Harnessing Data Analytics,4.7 out of 5 stars,242 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/analytics-capstone,7 modules,"Peer Review, Data Visualization Software, Property Management, Financial Modeling, Financial Analysis, Presentations, Business Process, Data Analysis, SQL, Real Estate, Risk Analysis, Tableau Software, MySQL, Microsoft Excel",Introduction | Data Extraction and Visualization | Modeling | Cash Flow and Profits | Data Dashboard | Dashboard for Decision-makers | Final Project,"Daniel Egger, Jana Schaich Borg, Duke University"
Technical Communication,4.5 out of 5 stars,70 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/technical-communication,,"Grammar, Trustworthiness, Microsoft PowerPoint, Verbal Communication Skills, Proposal Writing, Technical Management, Presentations, Technical Writing, Constructive Feedback, Business Communication, Persuasive Communication, Communication",Communication as a Technical Leader | Technical Managerial Written Skills | Speaking to a Technical Group,"Daniel Moorer, Wendy Martin, University of Colorado Boulder"
Natural Language Processing in Microsoft Azure,4.7 out of 5 stars,109 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/nlp-microsoft-azure,3 modules,"Artificial Intelligence, Text Mining, Microsoft Azure, Artificial Intelligence and Machine Learning (AI/ML), Application Development, Application Programming Interface (API), Analytics, Natural Language Processing, Unstructured Data",Text and Speech Processing with Azure AI Services | Work with Language in Azure AI | Explore conversational AI,
Patrick Henry: Forgotten Founder,4.9 out of 5 stars,180 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/henry,5 modules,"Persuasive Communication, Governance, Public Affairs, European History, Public History, Advocacy, Political Sciences",Course Introduction | Patrick Henry: Failure and Success | Revolutionary Henry | Constitutional Henry | Patrick Henry Legacy,"John Ragosta, University of Virginia, UVA Lifetime Learning, Patrick Henry Memorial Foundation"
Build a mobile app with Google Sheets on Glide and no coding,4.5 out of 5 stars,669 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/build-a-mobile-app-with-google-sheets-on-glide-and-no-coding,,"Application Development, User Accounts, Web Development, Personalized Service, Application Deployment, Cloud Applications, Data Structures, Google Sheets, Marketing, User Interface (UI) Design, Mobile Development",,"Angelo Paolillo, Coursera Project Network"
Administración de las Tecnologías de la Información,4.8 out of 5 stars,383 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/administracion-tecnologias-informacion,3 modules,"Information Technology, Business Technologies, IT Management, IT Infrastructure, Business Strategy, Technical Services, Business Process Improvement, Information Systems, Business Intelligence, Business Process Management, Operations Management, Quality Management, Leadership and Management, Enterprise Resource Planning, Business Operations, Customer Relationship Management, Continuous Improvement Process","IntroducciÃ³n a las operaciones y los procesos de negocios | GestiÃ³n de Ã¡reas de IT.  Sistemas de informaciÃ³n (ERP) | Sistemas de informaciÃ³n (CRM, BI).  RR. HH. de IT e infraestructura","Roberto de Gori, Universidad de Palermo"
Science of Training Young Athletes Part 2,4.9 out of 5 stars,114 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/science-of-training-young-athletes-part-2,5 modules,"Adaptability, Planning, Anatomy, Biochemistry, Kinesiology, Stress Management, Biology, Coaching, Injury Prevention",Training Science | Sport specific strength and power | Acute fatigue during training and competition | Chronic Fatigue Due to Overtraining | Preparing the athlete for competition,"Dr. Chris Brooks, University of Florida"
Mastering Program Management: Strategy to Certification,4.7 out of 5 stars,49 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/mastering-program-management-strategy-to-certification,,"Governance, Performance Management, Project Management, Project Management Institute (PMI) Methodology, Cost Management, Organizational Strategy, Procurement, Benefits Administration, Resource Management, Team Building, Earned Value Management, Stakeholder Engagement","Program Management: Framework, Strategy, and Planning | Program Management: Execution, Stakeholders & Governance | Program Management: Prepare for PMI-PgMP Certification Exam","Daniel C. Yeomans, Skill-Up EdTech Team, SkillUp EdTech"
Introduction to Web Development,3.6 out of 5 stars,20 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-web-development,5 modules,"HTML and CSS, Git (Version Control System), Microsoft Copilot, Web Development, Responsive Web Design, Javascript, Semantic Web, Front-End Web Development, Web Content Accessibility Guidelines, GitHub, JSON","HTML for Web Development | CSS for Web Development | Introduction to JavaScript for Interactivity | Version Control with Git and GitHub | Using Microsoft Copilot for Writing HTML, CSS, and JavaScript",
Predictive Modeling and Machine Learning with MATLAB,4.8 out of 5 stars,118 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/predictive-modeling-machine-learning,4 modules,"Statistical Modeling, Applied Machine Learning, Feature Engineering, Predictive Analytics, Machine Learning, Predictive Modeling, Matlab, Sampling (Statistics), Data Processing, Regression Analysis, Supervised Learning, Classification And Regression Tree (CART)",Creating Regression Models | Creating Classification Models | Applying the Supervised Machine Learning Workflow | Advanced Topics and Next Steps,"Michael Reardon, Maria Gavilan-Alfonso, Erin Byrne, Matt Rich, Brandon Armstrong, Adam Filion, Nikola Trica, Isaac Bruss, Brian Buechel, Heather Gorr, Sam Jones"
Cybersecurity Foundations,4.7 out of 5 stars,620 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/cybersecurity-foundations,,"Linux Commands, Cyber Governance, General Networking, Security Management, Virtual Machines, Linux, Risk Management Framework, Command-Line Interface, Operating Systems, Network Monitoring, Cyber Security Assessment, Cloud Computing",Introduction to Cybersecurity Foundations | Operating System Foundations | Cybersecurity Policy Foundations,Keatron Evans
Become a JavaScript Developer,4.5 out of 5 stars,79 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/javascript,,"Javascript, Programming Principles, Data Import/Export, Vue.JS, Event-Driven Programming, React.js, Application Development, Debugging, Computational Thinking, TypeScript, Front-End Web Development, Computer Programming",JavaScript Deep Dive | JavaScript Interview Prep: Real Coding Questions & Solutions | Build Mini Projects in JavaScript | Learn Typescript,"Per Harald Borgen, Treasure Porth, Tom Chant, Bob Ziroll"
Generative AI: Unleash Your Project Management Potential,4.5 out of 5 stars,106 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-unleash-your-project-management-potential,3 modules,"Prompt Engineering, Generative AI, ChatGPT, Project Management Life Cycle, Business Ethics, Microsoft Copilot, Project Documentation, Team Building, Workflow Management, Project Planning, Project Management, Risk Management","Project Management and Generative AI | Harnessing the Power of Generative AI | Guided Project, Final Assessment and Course Wrap up","Daniel C. Yeomans, Skill-Up EdTech Team, SkillUp EdTech"
"Twitter, LinkedIn, and YouTube Marketing",4.4 out of 5 stars,84 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/twitter-linkedin-youtube-marketing,3 modules,"B2B Sales, Selling Techniques, Marketing Analytics, Social Media Strategy, Social Media Marketing, Content Creation, Advertising, LinkedIn, Target Audience, Video Production, Professional Networking, Digital Advertising, Advertising Campaigns, Social Media",Twitter Marketing | LinkedIn and Social Selling | YouTube and Social Video Marketing,"Digital Marketing Institute, Cathal Melinn"
Process Groups and Processes in Project Management,4.6 out of 5 stars,38 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/process-groups-and-processes-in-project-management,4 modules,"Project Implementation, Scheduling, Project Management, Project Risk Management, Process Management, Milestones (Project Management), Stakeholder Management, Project Performance, Stakeholder Engagement, Risk Analysis, Team Management, Stakeholder Communications, Project Management Life Cycle, Project Management Institute (PMI) Methodology, Project Coordination, Communication Planning, Project Closure, Project Planning",Process Groups | Execution Processes | Monitoring & Contolling and Closing Process Groups | Final Project and Assessment,
Excel for Beginners: Advanced Functions,4.1 out of 5 stars,48 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/excel-for-beginners-advanced-functions,,"Data Entry, Microsoft Excel, Spreadsheet Software",,"Edward Falzon, Coursera Project Network"
The Art & Science of Product Management,4.5 out of 5 stars,151 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/pms-leading-design-engineering-ai-ml,3 modules,"Product Management, Team Leadership, Deep Learning, Cross-Functional Team Leadership, User Experience Design, Technical Product Management, Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Design, Interviewing Skills",Leading and Collaborating with Designers | PMing with AI and Machine Learning | Leading and Collaborating with Engineers + Acing the PM Technical Interview Question,"Nancy Wang, Advancing Women in Tech"
Fundamentos de la gestión del talento humano,4.8 out of 5 stars,177 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/fundamentos-de-la-gestion-del-talento-humano,8 modules,"Course Development, Constructive Feedback, Recruitment Strategies, Employee Performance Management, Human Resources Management and Planning, Employee Training, Organizational Effectiveness, Human Resources, Talent Management, Organizational Structure, Recruitment, Instructional Design, Student Engagement, Educational Materials, Performance Appraisal, Training and Development",Reclutamiento para no reclutadores | Evaluar el desempeÃ±o de un equipo con el mÃ©todo 360Â° | CÃ³mo brindar y recibir un feedback efectivo | CÃ³mo medir el clima y la cultura organizacional | FormaciÃ³n virtual: diseÃ±a un curso virtual | FormaciÃ³n virtual: desarrolla recursos de alto impacto | FormaciÃ³n virtual: crea evaluaciones significativas | FormaciÃ³n virtual: implementa y evalÃºa tus cursos,"Yesid Olave, Pablo PÃ©rez-Duarte"
Introduction to Ambulatory Healthcare Management,4.9 out of 5 stars,45 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ambulatory-healthcare-management,4 modules,"Human Resources, Patient Flow, Health Care, Healthcare Industry Knowledge, Hospital Medicine, Clinic Management Systems, Medical Terminology, Health Care Administration, Urgent Care, Health Systems, Primary Care, Management Training And Development, Practice Management, Telehealth",What is Healthcare and Why Is It Important? | Overview of Healthcare Delivery: Settings and Levels of Care | Medical Terminology and Effective Management Communication | Management Career Tracks,"Michelle J. Campbell, Maura McGuire, MD, CPC, FACP, Johns Hopkins University"
"Facebook, Instagram, and Snapchat Marketing",4.2 out of 5 stars,75 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/facebook-instagram-snapchat-marketing,4 modules,"Content Creation, Social Media Strategy, Advertising Campaigns, Online Advertising, Facebook, Brand Awareness, Target Audience, Marketing, Instagram, Performance Analysis, Social Media Marketing, Social Media Campaigns, Social Media Management, Digital Advertising, Social Media",Facebook Marketing Fundamentals | Facebook Ads and Marketing | Instagram and Snapchat - Social Apps | Instagram and Snapchat Marketing,"Digital Marketing Institute, Cathal Melinn"
Introduction to Ambulatory Healthcare Management,4.9 out of 5 stars,45 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ambulatory-healthcare-management,4 modules,"Human Resources, Patient Flow, Health Care, Healthcare Industry Knowledge, Hospital Medicine, Clinic Management Systems, Medical Terminology, Health Care Administration, Urgent Care, Health Systems, Primary Care, Management Training And Development, Practice Management, Telehealth",What is Healthcare and Why Is It Important? | Overview of Healthcare Delivery: Settings and Levels of Care | Medical Terminology and Effective Management Communication | Management Career Tracks,"Michelle J. Campbell, Maura McGuire, MD, CPC, FACP, Johns Hopkins University"
