課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資
Healthcare Trends for Business Professionals,4.5 out of 5 stars,209 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/healthcare-trends-business-professionals,,"Decision Support Systems, Health Systems, Business Analytics, Scientific Methods, Quality Assessment, Health Care Administration, Health Policy, Program Evaluation, Quality Improvement, Business Intelligence, Care Management, Payment Systems",Healthcare Consumerism and Implication for Care Delivery | Future Healthcare Payment Models | Evaluating the Quality of Healthcare Delivery | Business Application of Machine Learning and Artificial Intelligence in Healthcare,"George âRussâ Moran, Craig Johnson, Rina Vertes, Gary Young, Northeastern University"
Spacecraft Dynamics Capstone: Mars Mission,4.6 out of 5 stars,49 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/capstone-mars-mission,5 modules,"Torque (Physics), Matlab, Control Systems, Simulations, Visualization (Computer Graphics), Engineering Analysis, Numerical Analysis, Mathematical Modeling, Engineering Calculations",Introduction to the Mission | Orbits | Reference Frame Orientation | Attitude Evaluation and Simulator | Complete the Mission,"Hanspeter Schaub, University of Colorado Boulder"
Mejores Decisiones con Business Analytics,4.7 out of 5 stars,63 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/mejores-decisiones-con-business-analytics,4 modules,"Trend Analysis, Business Analytics, Data Analysis, Business Intelligence, Forecasting, Business Strategy, Business Analysis, Predictive Analytics, Data Mining, Analytics, Decision Making, Descriptive Analytics, Data-Driven Decision-Making, Data Presentation",MÃ³dulo 1: Business Analytics y aplicaciones | MÃ³dulo 2: AnalÃ­tica Descriptiva | MÃ³dulo 3: AnalÃ­tica Predictiva | MÃ³dulo 4: AnalÃ­tica Prescriptiva,"Ãlvaro ChacÃ³n, TomÃ¡s Reyes, Pontificia Universidad CatÃ³lica de Chile"
Azure Cloud Services,4.7 out of 5 stars,20 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/azure-cloud-services,4 modules,"Virtualization and Virtual Machines, Cloud Security, Network Troubleshooting, Network Security, Load Balancing, Microsoft Azure, Cloud Infrastructure, Cloud Computing, Cloud Services, Security Information and Event Management (SIEM), Scalability, Hardware Troubleshooting, Identity and Access Management, Network Routing, Virtual Machines, Application Deployment, Kubernetes, Infrastructure As A Service (IaaS), Network Architecture",Azure Compute | Azure networking | Azure Security | Final Project and Assessment: Azure Cloud Services,
A Manager's Guide to Modern Hiring by AIRS®,4.3 out of 5 stars,31 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/airs-hiring-manager,,"Advocacy, Human Resources Management and Planning, New Hire Orientations, Communication, Critical Thinking, Talent Recruitment, Diversity Marketing, Brand Awareness, Cultural Diversity, Decision Making, Customer experience strategy (CX), Human Resources",Interviewing Best Practices | A Consultative Approach to Working with Recruiters | Understanding Diversity & Inclusion | Creating an Engaging Candidate Experience | Effective Onboarding,"A Global Leader in Recruitment Training, Automatic Data Processing, Inc. (ADP)"
Understanding Political Concepts,4.9 out of 5 stars,27 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/understanding-political-concepts,4 modules,"Interactive Learning, Political Sciences, Governance, Social Sciences, Critical Thinking, Policy Analysis, Systems Thinking, Research Methodologies, Sociology, Research","Bringing Concepts Back In | The Hyperpolitics Methodology | The Concepts of Party and Legislature | The Concepts of Bureaucracy, Constitution and Corporation","Mauro Calise, Werner Patzelt, UniversitÃ  di Napoli Federico II"
Getting Started with Automation 360,4.5 out of 5 stars,29 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/automation-360,10 modules,"Microsoft Excel, Automation, Scripting Languages, Process Analysis, Scalability, Office Procedures, Robotic Process Automation, Business Workflow Analysis, Business Process, Business Process Automation, Workflow Management, Scripting",Introducing Robotic Process Automation | Identifying Use Case for Creating Bots | Documenting Business Processes Using Automation 360 Discovery Bot | Hello Automation 360 Bot: Getting Started with Building Bots | Building Resilient Bots Using Automation 360 | Building Scalable Bots Using Automation 360 | Automating Tasks Using the Automation 360 Excel Advanced Actions | Writing Inline Scripts in Automation 360 | Implementing Back and Front Office Automations Using Automation Anywhere Robotic Interface | Getting Started with Automation 360 Quiz,"Automation Anywhere, Inc., Automation Anywhere"
Database Integration and Management,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/database-integration-and-management,4 modules,"Relational Databases, Data Security, Transaction Processing, Data Modeling, Object-Relational Mapping, Performance Tuning, Databases, Database Management, Microsoft Copilot, SQL, Database Design, Query Languages, Data Integrity",Introduction to EF Core and Relational Databases | Basics of SQL | Advanced Data Handling | Using Microsoft Copilot for Generating SQL Queries and Database Operations,
Human Resources Management Essentials,4.6 out of 5 stars,17 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/human-resources-management-essentials,4 modules,"Organizational Change, Health Care Administration, Human Resources, Employee Engagement, Human Resource Management, Internal Communications, Human Resource Policies, Recruitment, Employee Performance Management, Performance Review, Employee Onboarding, Goal Setting, Diversity and Inclusion, Interviewing Skills, Change Management",Human Resources Policy and Legal Issues | Interviewing and Hiring | Change Management | Creating a Culture of Employee Wellbeing,"Michelle J. Campbell, Maura McGuire, MD, CPC, FACP, Johns Hopkins University"
Product Design and UX/UI Fundamentals,4.6 out of 5 stars,7 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/microsoft-product-design-and-ux-ui-fundamentals,5 modules,"Mockups, Artificial Intelligence, Data Ethics, User Interface (UI) Design, User Story, Prototyping, Design Thinking, Figma (Design Software), Usability, Usability Testing, Wireframing, User Experience Design, User Research, Human Centered Design",Introduction to product design | UX/UI Fundamentals | Wireframes and mockup creation | User stories and product testing techniques | Designing user experiences for AI products,
"The Mathematics of Democracy, Politics and Manipulation",4.9 out of 5 stars,17 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/math-for-democracy,8 modules,"Social Justice, Public Policies, Social Sciences, Political Sciences, Logical Reasoning, Applied Mathematics, Game Theory, Demography, Policy Analysis",Introduction to Voting Theory | Other Voting Methods and Criteria | The Complexities of Voting | Weighted Voting Systems | Shapley-Shubik Power Index | The United States Electoral College | Apportionment | Gerrymandering,"Joseph W. Cutrone, PhD, Johns Hopkins University"
Connect Your Services with Microsoft Azure Service Bus,4.7 out of 5 stars,36 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/connect-your-services-with-microsoft-azure-service-bus,5 modules,"C# (Programming Language), Cloud Storage, Service Oriented Architecture, Real Time Data, Data Management, Event-Driven Programming, Distributed Computing, Microsoft Azure, Scalability, Cloud Applications, Microservices, Communication, Cloud Development",Certification and Exam Preparation | Implement message-based communication workflows with Azure Service Bus | Communicate between applications with Azure Queue storage | Enable reliable messaging for Big Data applications using Azure Event Hubs | Practice Exam,
Connect Your Services with Microsoft Azure Service Bus,4.7 out of 5 stars,36 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/connect-your-services-with-microsoft-azure-service-bus,5 modules,"C# (Programming Language), Cloud Storage, Service Oriented Architecture, Real Time Data, Data Management, Event-Driven Programming, Distributed Computing, Microsoft Azure, Scalability, Cloud Applications, Microservices, Communication, Cloud Development",Certification and Exam Preparation | Implement message-based communication workflows with Azure Service Bus | Communicate between applications with Azure Queue storage | Enable reliable messaging for Big Data applications using Azure Event Hubs | Practice Exam,
Copilot for Beginners: Create a Powerpoint Presentation,4.7 out of 5 stars,17 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/microsoft-copilot-create-a-powerpoint-presentation-using-ai,,"Content Creation, Generative AI, Sales Presentations, Artificial Intelligence, Microsoft PowerPoint, Prompt Engineering, Microsoft Copilot, Microsoft 365, Microsoft Word, Presentations",,"Angelo Paolillo, Coursera Project Network"
GenAI for Fraud Detection and Compliance,4.7 out of 5 stars,26 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/genai-for-fraud-detection-and-compliance,1 module,"Anomaly Detection, Compliance Auditing, Advanced Analytics, Large Language Modeling, Data Governance, Compliance Reporting, Compliance Management, Law, Regulation, and Compliance, Artificial Intelligence, Business Risk Management, Regulatory Requirements, Risk Management, Generative AI, Financial Regulation, Governance, Threat Detection, Governance Risk Management and Compliance",GenAI for Fraud Detection and Compliance,"Karlis Zars, Coursera Instructor Network"
Advanced Models for Decision Making,4.8 out of 5 stars,53 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advanced-models-for-decision-making,4 modules,"Workforce Planning, Supply Chain, Microsoft Excel, Investment Management, Manufacturing Operations, Operations Management, Production Planning, Business Analytics, Analytics, Resource Allocation, Mathematical Modeling, Operations Research, Decision Making, Finance",Module 1: LPs for Financial Decisions | Module 2: LP for Supply Chain Decisions | Module 3: LP for Staffing Decisions | Module 4: LP for Production Decisions,"Soumya Sen, University of Minnesota"
Generate Reports with the Help of a Flow Inside Power Apps,N/A,N/A,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/generate-reports-help-flow-power-apps,,"Microsoft Power Automate/Flow, Microsoft Power Platform, Records Management, Data Sharing, Document Management, Business Process Automation, Microsoft 365, Record Keeping, Workflow Management, Management Reporting",,"Dora Hrvoj, Coursera Project Network"
Data Center Security Management with Microsoft System Center,4.9 out of 5 stars,41 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/data-center-security-management-with-microsoft-system-center,12 modules,"Payment Card Industry (PCI) Data Security Standards, Information Systems Security, IT Automation, DevSecOps, System Monitoring, Threat Detection, Security Testing, Security Information and Event Management (SIEM), Incident Response, Data Centers, IT Infrastructure, Windows Servers, Security Management, Disaster Recovery, Virtual Machines, Microsoft Servers, Configuration Management",Introduction to Data Center Security Management | Microsoft System Center Overview | Implementing Data Center Security Policies | Security Incident Response and Remediation | Security Monitoring Fundamentals | Security Monitoring with System Center Operations Manager (SCOM) | Advanced Threat Detection and Response | Security Monitoring Best Practices and Case Studies | Compliance Frameworks and Standards | Configuring Compliance Policies with System Center Configuration Manager (SCCM) | Audit Preparation and Management | Automation and DevSecOps in Data Center Security,
Linux System Administration with IBM Power Systems,4.6 out of 5 stars,128 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/linux-system-administration-ibm-power-systems,6 modules,"Software Installation, Virtual Machines, Linux, System Configuration, System Monitoring, Virtualization, Linux Commands, Cloud Computing, Systems Administration, Red Hat Enterprise Linux, Linux Servers, Linux Administration",Virtualization with IBM Power | Installing Red Hat Enterprise Linux | System management strategies | All about Systemd | IBM service and productivity tools | Cloud computing,"Upendra Rajan, Bill Miller"
Applications of Copilot in the Workplace,4.8 out of 5 stars,18 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/applications-of-copilot-in-the-workplace,3 modules,"Automation, Self Service Technologies, Sales Strategy, Natural Language Processing, Generative AI, Business Process Automation, Marketing Automation, Sales Process, Customer experience improvement, Critical Thinking, Lead Generation, Microsoft Copilot, Marketing Analytics, Return On Investment, Customer Service, Customer Relationship Management (CRM) Software",Applications of Copilot in the workplace | Microsoft Copilot for marketing and sales | Copilot's capabilities for customer success and support initiatives,
Stakeholder Relations and Reporting,4.9 out of 5 stars,14 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/stakeholder-relations-and-reporting,4 modules,"Public Relations, Stakeholder Communications, Media Relations, Stakeholder Management, Presentations, Communication Strategies, Relationship Building, Performance Reporting, Marketing and Public Relations, Stakeholder Engagement, Marketing Effectiveness, Research Reports, Community Outreach, Data Collection, Strategic Communication, Performance Metric, Business Reporting, Communication Planning, Report Writing, Data Visualization",Introduction to Stakeholder Management | Basics of PR Reporting | Community & Government Relations in PR | Project: Stakeholder Analysis and Reporting,
Software Defined Networking,4.2 out of 5 stars,46 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/sdnetworking,5 modules,"Network Routing, Network Monitoring, Computer Networking, Data Centers, Software-Defined Networking, Microsoft Azure, Network Performance Management, Network Troubleshooting, Scalability, Network Architecture, Cloud Computing","Course Overview & Introduction | Evolution of Data Center Networks | Data Center Network Example | DC Networking: Testing, Debugging, and Traffic Evaluation | Project","Umakishore Ramchandran, Georgia Institute of Technology"
Setting a Generative AI Strategy,4.7 out of 5 stars,63 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/setting-a-generative-ai-strategy,2 modules,"Growth Strategies, Organizational Strategy, Business Strategy, Operational Efficiency, Technology Strategies, Business Modeling, Productivity Software, Value Propositions, Customer experience improvement, Artificial Intelligence, Generative AI, Strategic Thinking, Business Solutions",Harnessing the power of GenAI for your business | CEO Toolkit: Critical insights to keep your strategy agile,"Jeff Maggioncalda, Coursera CEO"
Manage Security Operations,4.6 out of 5 stars,12 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/manage-security-operations,4 modules,"Security Management, Threat Modeling, Vulnerability Management, System Monitoring, Event Monitoring, Microsoft Azure, Security Information and Event Management (SIEM), Cloud Security, Continuous Monitoring, Query Languages, Incident Response, Application Performance Management, Threat Detection",Configure and manage Azure Monitor | Enable and manage Microsoft Defender for Cloud | Configure and monitor Microsoft Sentinel | Project and graded assessment,
The Neuroscience of Leading High-Performance Teams,4.9 out of 5 stars,53 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/the-neuroscience-of-leading-high-performance-teams,5 modules,"Employee Engagement, Storytelling, Team Oriented, Team Leadership, Collaboration, Influencing, Goal Setting, Drive Engagement, Team Management, Organizational Leadership, Leadership and Management, Industrial and Organizational Psychology, Leadership, Employee Coaching, Coaching, Initiative and Leadership, Team Performance Management, Strategic Leadership, Team Building, Team Motivation",Motivation and Goal Setting | Psychological Safety | Collaboration and Influence | Storytelling and Improvisation | Transformative Power of Coaching,"Ron Duren Jr., University of Colorado Boulder"
Manage Security Operations,4.6 out of 5 stars,12 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/manage-security-operations,4 modules,"Security Management, Threat Modeling, Vulnerability Management, System Monitoring, Event Monitoring, Microsoft Azure, Security Information and Event Management (SIEM), Cloud Security, Continuous Monitoring, Query Languages, Incident Response, Application Performance Management, Threat Detection",Configure and manage Azure Monitor | Enable and manage Microsoft Defender for Cloud | Configure and monitor Microsoft Sentinel | Project and graded assessment,
Deploy a website to Azure with Azure App Service,4.7 out of 5 stars,34 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/deploy-a-website-to-azure-with-azure-app-service,5 modules,"ASP.NET, Cloud Applications, Development Environment, Platform As A Service (PaaS), CI/CD, Web Applications, Application Deployment, Microsoft Visual Studio, Scalability, Docker (Software), Continuous Deployment, Microsoft Azure, Containerization, Integrated Development Environments",Prepare a development environment and host a web application | Publish a web app to Azure with Visual Studio | Stage and scale apps | Deploy and run a containerized web app with Azure App Service | Practice exam,
Regression & Forecasting for Data Scientists using Python,4.6 out of 5 stars,41 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/regression--forecasting-for-data-scientists-using-python,4 modules,"Forecasting, Data Analysis, Statistical Analysis, Machine Learning Algorithms, Feature Engineering, Exploratory Data Analysis, Scikit Learn (Machine Learning Library), Predictive Modeling, Python Programming, Regression Analysis, Data Transformation, Time Series Analysis and Forecasting, Supervised Learning, Data Cleansing, Pandas (Python Package)",Time-Series Analysis and Forecasting | Time-Series Models | Linear Regression - Data Preprocessing | Linear Regression - Model Creation,
Advanced Modeling for Discrete Optimization,4.9 out of 5 stars,138 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/advanced-modeling,5 modules,"Mathematical Modeling, Combinatorics, Geometry, Debugging, Operations Research, Algorithms, Data Structures",Debugging and Improving Models | Predicates | Scheduling | Packing | Symmetry and Dominance,"Prof. Jimmy Ho Man Lee, Prof. Peter James Stuckey, The University of Melbourne, The Chinese University of Hong Kong"
Photovoltaic Systems,4.6 out of 5 stars,155 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/photovoltaic-systems,5 modules,"Power Electronics, Semiconductors, Environmental Engineering, Manufacturing Processes, Electronic Components, Energy and Utilities, Engineering Calculations, Electrical Engineering, Product Testing, Electric Power Systems, Physics, Mathematical Modeling, Plant Operations and Management",Introduction to Photovoltaics | The Solar Resource and Geometry | Physics of Solar Cells | Cell Interconnection and Module Design | PV Power Electronics,"Rasmus Nielsen, Sune Thorsteinsson, Technical University of Denmark (DTU)"
Mastering Excel Essentials to Enhance Business Value,4.4 out of 5 stars,24 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/illinois-tech-mastering-excel-essentials-to-enhance-business-value,4 modules,"Business Analytics, Data Validation, Data-Driven Decision-Making, Decision Making, Productivity Software, Data Management, Data Cleansing, Financial Modeling, Data Entry, Microsoft Excel, Management Reporting, Data Visualization, Data Analysis Expressions (DAX), Business Modeling, Dashboard, Spreadsheet Software, Excel Formulas, Business Intelligence Software, Analytics",Module 1: Excel Foundations | Module 2: Essential Excel Tools for Professional Success | Module 3: Presenting Information in Excel | Summative Course Assessment,"Liz Durango-Cohen, Illinois Tech"
Practical Guide to Navigating Professional Relationships,4.6 out of 5 stars,53 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/professional-communication-skills-sales,5 modules,"Verbal Communication Skills, Constructive Feedback, Professional Development, Business Writing, Communication, Writing, Relationship Building, Business Communication, Cultural Diversity, Diversity and Inclusion, Empathy, Active Listening, Proactivity, Public Speaking",Prioritize Professional and Empathetic Communication | Speak With Confidence and Clarity | Empathize and Challenge in Written Communication | Hone Your Cultural Competency Skills in the Workplace | Accelerate Learning in the First 30-60-90 Days of Work,"Noorin Fazal, Paige Caldwell, Mandy Bynum Mc Laughlin, Jordan Arogetti, Luis Cazares, Richard Yang, Jolyn Cafferata, Allie Kaiser, SV Academy"
A Beginner's Guide to Investing,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/beginners-guide-to-investing-isb,4 modules,"Financial Market, Investments, Portfolio Management, Financial Statements, Financial Statement Analysis, Financial Trading, Return On Investment, Cash Flows, Financial Accounting, Risk Management, Balance Sheet, Market Dynamics, Income Statement","Welcome | Basics of Investing | Risk, returns and building a portfolio | Financing / Funding","Prasanna Tantri, Indian School of Business"
Security and Authentication,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/security-and-authentication,4 modules,"Back-End Web Development, Authentications, Encryption, Data Storage, Role-Based Access Control (RBAC), Microsoft Copilot, Identity and Access Management, Data Security, Secure Coding, Application Security, ASP.NET, Application Programming Interface (API), .NET Framework, Authorization (Computing), JSON",Securing APIs with ASP.NET Identity | Role-Based Access Control and JWT Authentication | Data Protection | Using Microsoft Copilot for Implementing Security Features,
"Excel for Beginners: Sorting, Filtering, Data-Validation",4.4 out of 5 stars,24 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/excel-for-beginners-sorting-filtering-data-validation,,"Data Entry, Data Integrity, Microsoft Excel, Data Validation, Spreadsheet Software",,"Edward Falzon, Coursera Project Network"
Data Modelling in Power BI,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/modelling-in-powerbi,2 modules,"Business Reporting, Data Manipulation, Data Storytelling, Report Writing, Data Analysis Expressions (DAX), Data Processing, Data Integrity, Key Performance Indicators (KPIs), Data Sharing, Power BI, Data Presentation, Dashboard, Data Cleansing, Data Modeling, Data Visualization, Interactive Data Visualization, Data Visualization Software, Relationship Building, Data Transformation",Modelling in PowerBI | Loading Data and Creating Reports,Simplilearn Instructor
Data calculations in Microsoft Excel,4.7 out of 5 stars,37 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/data-calculations-microsoft-excel,,"Microsoft Excel, Microsoft 365, Spreadsheet Software, Data Analysis Expressions (DAX), Analysis, Excel Formulas",,"Daria Toropchyn, Coursera Project Network"
Foundations of 3D Modelling in Blender,4.5 out of 5 stars,22 reviews,Beginner · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-foundations-of-3d-modelling-in-blender-ugmas,19 modules,"User Interface (UI), Animation and Game Design, 3D Modeling, Content Management, Computer Graphics",Download Pack and Blender Basics | Basic Modelling Workflow | Preparing Our Meshes for Texturing | Working with Lighting in Blender | Setting Up and Customizing Materials | Setting Up Our Asset Manager | Basic 3D Modelling Workflow | Mid-Level 3D Modelling Workflows | Mid-Level Texturing Workflow | Creating the Crown Jewels | Working with Different Kinds of Texture Maps | Barrels and Crates modelling | Working with Water | Working with Decals | Advanced Modelling Techniques | Creating Treasure | Combining Props | Working with More Complex Curves | Creating More Complex Props,Packt - Course Instructors
Judgmental Business Forecasting in Excel,4.5 out of 5 stars,60 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/judgmental-business-forecasting-in-excel,5 modules,"Business Economics, Data Analysis, Time Series Analysis and Forecasting, Microsoft Excel, Probability & Statistics, Decision Making, Regression Analysis, Exploratory Data Analysis, Key Performance Indicators (KPIs), Business Metrics, Strategic Thinking, Statistical Methods, Forecasting",Welcome and Critical Information | Business Indicators | Subjective Assessment Methods | Exploratory Methods | Biases & Bringing All of Business Forecasting Together,"Assoc Prof Prashan S. M. Karunaratne, Macquarie University"
Build and Execute an Organisational AI Strategy,4.4 out of 5 stars,24 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/build-and-execute-an-organisational-ai-strategy,4 modules,"Data Ethics, Business Transformation, Generative AI, Risk Analysis, Ethical Standards And Conduct, Regulation and Legal Compliance, Strategic Leadership, Business Process Automation, Business Strategy, Technology Strategies, Artificial Intelligence, Innovation, Organizational Strategy, Governance, Digital Transformation",Build and Execute an Organisational AI Strategy | Lesson 1: Crafting a GenAI Capability for Sustainable AI Solutions | Lesson 2: Harnessing AI: Initiatives For Improving Your Business | Lesson 3: Structuring GenAI for Ethical Compliance,"Veronica Moran, Fatima Bdair, Coursera Instructor Network"
Cloud Machine Learning Engineering and MLOps,4.5 out of 5 stars,84 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cloud-machine-learning-engineering-mlops-duke,3 modules,"Continuous Delivery, Microsoft Azure, Cloud API, Artificial Intelligence and Machine Learning (AI/ML), Application Programming Interface (API), Software Engineering, Cloud Applications, Computer Vision, Applied Machine Learning, Google Cloud Platform, MLOps (Machine Learning Operations), Flask (Web Framework), Natural Language Processing",Getting Started with Machine Learning Engineering | Using AutoML | Emerging Topics in Machine Learning,"Noah Gift, Duke University"
Generative AI for Keyword Research,4.7 out of 5 stars,32 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-for-keyword-research,3 modules,"Keyword Research, Competitive Analysis, Generative AI, Business Process Automation, Marketing Automation, Web Analytics and SEO, Prompt Engineering, Search Engine Optimization",Generative AI for Keyword Research | Lesson 1: An Introduction to Keyword Research and Generative AI | Lesson 2: Strategies for Using Generative AI in Keyword Research,"AntÃ³n JÃ¡uregui, Coursera Instructor Network"
Key Concepts in Organizational DE&I,4.8 out of 5 stars,69 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/key-concepts-in-organizational-dei,5 modules,"Business Ethics, Organizational Change, Human Resource Policies, Diversity and Inclusion, Diversity Equity and Inclusion Initiatives, Intercultural Competence, Cultural Diversity, Diversity Awareness","Key Concepts in Organizational DE&I | Ists, Isms, and Discrimination | Defining Equal Opportunity and Protected Class | Exploring Bias and Cultural Competence | Power, Privilege and Systemic Discrimination","Richard Anthony Baker, J.D., M.P.A, Ph.D., Rice University"
Secure Your Data at Rest,4.7 out of 5 stars,13 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/secure-your-data-at-rest,5 modules,"Microsoft Azure, Microsoft SQL Servers, Authorization (Computing), Data Security, Azure Active Directory, Authentications, Role-Based Access Control (RBAC), Data Encryption Standard, Threat Modeling, Database Management, Firewall, Identity and Access Management, Key Management, Cloud Security, Data Storage, Data Governance",Storage security | Azure Storage and Azure Files | Database security and monitoring | Defender for Cloud and data masking and encryption | Project and graded assessment,
Introduction to Computer Programming with Visual Basic,4.6 out of 5 stars,165 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/visual-basic-computer-programming,,"Development Environment, SQL, Computer Hardware, System Software, Data Structures, Microsoft Development Tools, Computer Architecture, Databases, Computer Programming, Computer Science, Object Oriented Design, Network Security",Foundations of Computer Science | Introduction to Visual Basic Programming | Visual Basic Programming: Classes and Collections | Visual Basic Programming: Inheritance and Polymorphism,Aspen Olmsted
Game Design and Development 4: 3D Platformer,4.7 out of 5 stars,42 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/game-design-and-development-4,4 modules,"Business, Video Game Development, Animation and Game Design, Computer Programming, Peer Review, Game Design, C# (Programming Language), Social Studies, Ideation, Microsoft Visual Studio, Software Design, Unity Engine","Your Fourth Step into Game Design and Development | Fleshing Out a Game Design | Business and Society | Expanding Your Knowledge, Soul Searching and Finishing Up","Brian Winn, Michigan State University"
Mastering EV Cooling: Advanced Thermal Management,3.8 out of 5 stars,39 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/mastering-ev-cooling-advanced-thermal-management,1 module,"Safety Training, Control Systems, Electric Power Systems, Thermal Management, Engineering Analysis, Electrical Systems, Schematic Diagrams, HVAC, Hardware Troubleshooting, Mechanical Engineering",MASTERING EV COOLING - ADVANCED THERMAL MANAGEMENT,"Prasanth Kumar Palani, Coursera Instructor Network"
Database Design and Operational Business Intelligence,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/database-design-and-operational-business-intelligence,4 modules,"Data Integrity, Transact-SQL, Business Analytics, Power BI, Relational Databases, Dashboard, Data Visualization Software, Microsoft SQL Servers, Database Design, SQL, Advanced Analytics, Data Warehousing, Data Modeling, Business Intelligence",Introduction to MS SQL Server | Functions and Views | Data Connectivity with Power BI | Course Wrap up,
Robotics Engineering & Applications,4.4 out of 5 stars,25 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/robotics-engineering--applications,3 modules,"Automation, Mechanical Design, Mechanical Engineering, Robotic Process Automation, Computer Vision, Image Analysis, Manufacturing Processes, Internet Of Things, Control Systems, Engineering, Program Development, Equipment Design, Electronics, Automation Engineering",Robotic Engineering - Essentials | Robot Programming &  Vision Systems | Robot Building & Applications,"Subject Matter Expert, L&T EduTech"
Advanced Python Development Techniques,4.1 out of 5 stars,8 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/microsoft-advanced-python-development-techniques,5 modules,"Object Oriented Programming (OOP), Application Deployment, Software Documentation, Python Programming, Maintainability, Test Driven Development (TDD), Serverless Computing, Integration Testing, Generative AI, Technical Documentation, Microsoft Azure, Cloud Applications, Cloud Computing, Software Development, Data Structures, Software Development Tools, Algorithms, Code Review",Advanced Python programming | GenAI in development | Cloud computing with Python | Documentation and comments | Integration testing,
Getting Started with Microsoft OneNote,4.6 out of 5 stars,34 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/getting-started-microsoft-onenote,,"Web Content Accessibility Guidelines, Document Management, User Accounts, Data Sharing, Content Management, Organizational Skills",,"Daria Toropchyn, Coursera Project Network"
System Validation: Automata and behavioural equivalences,4.4 out of 5 stars,182 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/automata-system-validation,3 modules,"Software Architecture, System Software, Verification And Validation, Systems Design, System Testing, Embedded Software, Theoretical Computer Science",Behavioural modelling | Basic behavioural equivalences | More behavioural equivalences,"Jan Friso Groote, EIT Digital, This course is part of a double degree program called the Blended Master in 'Internet of Things through Embedded Systems'"
