課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Data Science & Machine Learning Fundamentals,4.8 out of 5 stars,9 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/data-science-and-machine-learning,9 modules,"Exploratory Data Analysis, Classification And Regression Tree (CART), Machine Learning, Business Analytics, Regression Analysis, Feature Engineering, Data Analysis, Data Cleansing, Predictive Analytics, Data-Driven Decision-Making, Data Storytelling, Statistical Analysis, Data Modeling, Data Science, Business Intelligence, Data Literacy, Supervised Learning",Getting Started | Data Science Basics | Regression | Classification | Data Science Leadership | Data Preparation | Other Types of Analysis | Course Conclusion | Qualified Assessment,"CFI (Corporate Finance Institute), Corporate Finance Institute",Starts Jul 19,Flexible schedule,Learn at your own pace
Generative AI for Project Managers,4.7 out of 5 stars,7.5K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-project-managers,,"Content Creation, ChatGPT, Generative AI, OpenAI, Prompt Engineering, Machine Learning, Workflow Management, Team Building, Image Analysis, Project Management Life Cycle, Project Documentation, Artificial Intelligence",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Unleash Your Project Management Potential,"Daniel C. Yeomans, Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, SkillUp EdTech",Starts Jul 19,1 month,at 10 hours. a week
Algoritmos de negociación basados en machine learning​,4.8 out of 5 stars,35 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/algoritmos-de-negociacion-basados-en-machine-learning,4 modules,"Technical Analysis, Financial Trading, Performance Analysis, Financial Analysis, Trend Analysis, Return On Investment, Analysis, Machine Learning, Applied Machine Learning, Securities Trading, Capital Markets, Machine Learning Algorithms, Investments, Financial Market, Market Trend",Mercados Financieros | AnÃ¡lisis tÃ©cnico | NegociaciÃ³n en el mercado financiero | Estrategias de negociaciÃ³n basada en modelos de machine learning,"Sergio Cabrales, Universidad de los Andes",Starts Jul 19,17 hours to complete,
Machine Learning Essentials for Business and Technical Decision Makers,4.8 out of 5 stars,8 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning-for-business--technical-decision-makers,1 module,"Product Roadmaps, Business Solutions, Technology Roadmaps, Solution Design, Machine Learning, System Requirements, Organizational Strategy, Data-Driven Decision-Making, Artificial Intelligence and Machine Learning (AI/ML), MLOps (Machine Learning Operations), Business Analytics, Organizational Change, Applied Machine Learning, Feasibility Studies",Machine Learning Essentials for Business and Technical Decision Makers,"AWS Instructor, Amazon Web Services",Starts Jul 19,Flexible schedule,Learn at your own pace
Employee Attrition Prediction Using Machine Learning,4.4 out of 5 stars,14 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/employee-attrition-prediction,,"Classification And Regression Tree (CART), Scikit Learn (Machine Learning Library), Regression Analysis, Predictive Analytics, Supervised Learning, Data Visualization, Data Science, Machine Learning, Human Resources, Feature Engineering, Data Cleansing, Applied Machine Learning, Employee Retention, Predictive Modeling, Decision Tree Learning",,"Ryan Ahmed, Coursera Project Network",,2 hours,Learn at your own pace
Advanced AI and Machine Learning Techniques and Capstone,4.7 out of 5 stars,18 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advanced-ai-and-machine-learning-techniques-and-capstone,4 modules,"Tensorflow, Deep Learning, Microsoft Azure, Machine Learning Methods, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, MLOps (Machine Learning Operations), Information Privacy, Data Ethics, Ethical Standards And Conduct, Distributed Computing, Scalability, Artificial Neural Networks, Generative AI, Machine Learning",Advanced ML techniques | Ethical considerations in AI/ML | Scalable AI/ML systems | AI/ML engineering and advanced techniques: The concepts in practice,,Starts Jul 19,32 hours to complete,
Art and Science of Machine Learning en Français,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/art-science-ml-fr,7 modules,"Performance Tuning, Google Cloud Platform, Tensorflow, Dimensionality Reduction, Deep Learning, Machine Learning, Regression Analysis, Supervised Learning, Artificial Neural Networks, Applied Machine Learning",PrÃ©sentation | L'art du ML | RÃ©glages des hyperparamÃ¨tres | Un soupÃ§on de science | La science des rÃ©seaux de neurones | ReprÃ©sentations vectorielles continues | RÃ©sumÃ©,"Google Cloud Training, Google Cloud, Qwiklabs Terms of Service",Starts Jul 19,Flexible schedule,Learn at your own pace
Interpretable Machine Learning Applications: Part 2,4.2 out of 5 stars,22 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/interpretable-machine-learning-applications-part-2,,"Machine Learning Methods, Applied Machine Learning, Classification And Regression Tree (CART), Data Processing, Machine Learning, Predictive Modeling, Performance Measurement, Regression Analysis, Machine Learning Algorithms, Exploratory Data Analysis, Random Forest Algorithm, Feature Engineering",,"Epaminondas Kapetanios, Coursera Project Network",,90-120 minutes,Learn at your own pace
"AI Workflow: Machine Learning, Visual Recognition and NLP",4.4 out of 5 stars,86 reviews,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-vr-nlp,2 modules,"Artificial Neural Networks, Predictive Modeling, Random Forest Algorithm, Image Analysis, Python Programming, Data Science, Classification And Regression Tree (CART), Scikit Learn (Machine Learning Library), Decision Tree Learning, Machine Learning Algorithms, Natural Language Processing, Deep Learning, Feature Engineering, Tensorflow, Supervised Learning, Artificial Intelligence and Machine Learning (AI/ML), IBM Cloud, Regression Analysis, Machine Learning, Applied Machine Learning",Model Evaluation and Performance Metrics | Building Machine Learning and Deep Learning Models,"Mark J Grover, Ray Lopez, Ph.D.",Starts Jul 19,13 hours to complete,
AI in Healthcare,4.7 out of 5 stars,2.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-healthcare,,"Health Systems, Electronic Medical Record, Unstructured Data, Artificial Intelligence and Machine Learning (AI/ML), Clinical Data Management, Machine Learning, Data Mining, Statistical Machine Learning, Applied Machine Learning, Feature Engineering, Health Technology, Artificial Intelligence",Introduction to Healthcare | Introduction to Clinical Data | Fundamentals of Machine Learning for Healthcare | Evaluations of AI Applications in Healthcare | AI in Healthcare Capstone,"Matthew Lungren, Serena Yeung, Mildred Cho, Tina Hernandez-Boussard, Laurence Baker, Steven Bagley, Nigam Shah, David Magnus, Stanford University",Starts Jul 19,1 month,at 10 hours. a week
Tools for Data Science,4.5 out of 5 stars,30K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/open-source-tools-for-data-science,7 modules,"Data Science, Open Source Technology, Other Programming Languages, Git (Version Control System), Jupyter, Python Programming, Version Control, Cloud Services, Software Development Tools, Computer Programming Tools, Query Languages, Machine Learning, Cloud Computing, GitHub, Data Analysis Software, R Programming, Big Data, Application Programming Interface (API), Development Environment, Statistical Programming","Overview of Data Science Tools | Languages of Data Science | Packages, APIs, Data Sets, and Models | Jupyter Notebooks and JupyterLab | RStudio & GitHub | Create and Share your Jupyter Notebook | [Optional] IBM Watson Studio","Aije Egwaikhide, Svetlana Levitan, Romeo Kienzler",Starts Jul 19,,
Build your first Machine Learning Pipeline using Dataiku,4.5 out of 5 stars,58 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/build-your-first-machine-learning-pipeline-using-dataiku-tool,,"Data Visualization, Data Manipulation, Data Pipelines, Time Series Analysis and Forecasting, Data Import/Export, Exploratory Data Analysis, Machine Learning, Data Analysis, Predictive Modeling, Applied Machine Learning",,"Ranjan Relan, Coursera Project Network",,2 hours,Learn at your own pace
Art and Science of Machine Learning 日本語版,4.4 out of 5 stars,10 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/art-science-ml-jp,7 modules,"Tensorflow, Artificial Neural Networks, Machine Learning, Deep Learning, Financial Analysis, Google Cloud Platform, Performance Tuning, Regression Analysis, Applied Machine Learning, Feature Engineering, Supervised Learning, Dimensionality Reduction",æ¦è¦ | æ©æ¢°å­¦ç¿ã®å®è·µ | ãã¤ãã¼ãã©ã¡ã¼ã¿ã®èª¿æ´ | æ©æ¢°å­¦ç¿ã®çè« | ãã¥ã¼ã©ã« ãããã¯ã¼ã¯ã®çè« | åãè¾¼ã¿ | ã¾ã¨ã,"Google Cloud Training, Google Cloud, Qwiklabs Terms of Service",Starts Jul 19,18 hours to complete,
Interpretable machine learning applications: Part 3,4.5 out of 5 stars,20 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/interpretable-machine-learning-applications-part-3,,"Tensorflow, Consumer Lending, Keras (Neural Network Library), Decision Making, Artificial Neural Networks, Deep Learning, Commercial Lending, Financial Forecasting, Exploratory Data Analysis, Machine Learning, Predictive Modeling, Data-Driven Decision-Making, Business Analytics, Mortgage Loans, Applied Machine Learning",,"Epaminondas Kapetanios, Coursera Project Network",,2 hours,Learn at your own pace
Machine Learning Implementation and Operations in AWS,4.3 out of 5 stars,7 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning-implementation-and-operations-in-aws,2 modules,"Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Application Deployment, Applied Machine Learning, AWS SageMaker, Amazon Web Services, Disaster Recovery, Data Security, Data Management, MLOps (Machine Learning Operations), Scalability, Cloud Computing, Cloud Security",Machine Learning Implementation  and Operations in AWS-Part 1 | Machine Learning Implementation  and Operations in AWS-Part 2,Whizlabs Instructor,Starts Jul 19,Flexible schedule,Learn at your own pace
Interpretable Machine Learning Applications: Part 4,4.7 out of 5 stars,14 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/interpretable-machine-learning-applications-part-4,,"Decision Tree Learning, Data Processing, Exploratory Data Analysis, Applied Machine Learning, Machine Learning, Predictive Modeling, Google Cloud Platform, Statistical Visualization, Jupyter, Data Analysis, Random Forest Algorithm",,"Epaminondas Kapetanios, Coursera Project Network",,1.5 hours,Learn at your own pace
Interpretable machine learning applications: Part 5,4.4 out of 5 stars,16 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/interpretable-machine-learning-applications-part-5,,"Data Visualization, Data Science, Software Engineering, Public Policies, Data Ethics, Predictive Modeling, Probability & Statistics, Exploratory Data Analysis, Anomaly Detection, Policy Analysis, Descriptive Statistics, Machine Learning, Applied Machine Learning, Statistical Methods",,"Epaminondas Kapetanios, Coursera Project Network",,1.5 hours,Learn at your own pace
Machine Learning Algorithms with R in Business Analytics,4.6 out of 5 stars,38 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning-algorithms-r-business-analytics,4 modules,"Machine Learning, Machine Learning Algorithms, Scikit Learn (Machine Learning Library), Statistical Programming, Business Analytics, Data Analysis, Regression Analysis, Unsupervised Learning, R Programming, Exploratory Data Analysis, Predictive Modeling, Supervised Learning",Course Orientation and Module 1: Regression Algorithm for Testing and Predicting Business Data | Module 2: Framework for Machine Learning and Logistic Regression | Module 3: Classification Algorithms | Module 4: Clustering Algorithms,"Ronald Guymon, Gies College of Business, University of Illinois, University of Illinois Urbana-Champaign",Starts Jul 19,Flexible schedule,Approx. 14 hours.Learn at your own pace
Google Prompting Essentials,4.8 out of 5 stars,1.2K reviews,Beginner · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/prompting-essentials-google,,"Ideation, ChatGPT, Generative AI, Prompt Engineering, Machine Learning, Generative AI Agents, AI Personalization, Report Writing, Graphing, Artificial Intelligence, Taking Meeting Minutes, Complex Problem Solving",Start Writing Prompts like a Pro | Design Prompts for Everyday Work Tasks | Speed Up Data Analysis and Presentation Building | Use AI as a Creative or Expert Partner,,Starts Jul 19,1 month,at 1 hour a week
Decision Making and Reinforcement Learning,4.3 out of 5 stars,20 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/dmrol,8 modules,"Machine Learning, Data-Driven Decision-Making, Artificial Intelligence and Machine Learning (AI/ML), Algorithms, Markov Model, Reinforcement Learning, Deep Learning, Probability & Statistics, Simulations, Decision Support Systems",Decision Making and Utility Theory | Bandit Problems | Markov Decision Processes | Dynamic Programming | Partially Observable Markov Decision Processes | Monte Carlo Methods | Temporal-Difference Learning | Reinforcement Learning - Generalization,"Tony Dear, Columbia University",Starts Jul 19,47 hours to complete,
Fraud Detection on Financial Transactions with Machine Learning on Google Cloud,4 out of 5 stars,21 reviews,Intermediate · Project · Less Than 2 Hours,https://www.coursera.org/projects/googlecloud-fraud-detection-on-financial-transactions-with-machine-learnin-3bian,,"Google Cloud Platform, Machine Learning Methods, Decision Tree Learning, Transaction Processing, Supervised Learning, Applied Machine Learning, Unsupervised Learning, Predictive Modeling, Anomaly Detection, Big Data, Predictive Analytics, Risk Modeling, Machine Learning, Feature Engineering, Advanced Analytics, Threat Detection, Data Manipulation",,"Google Cloud Training, Google Cloud",,1.5 hours,Learn at your own pace
Machine Learning with PySpark: Recommender System,N/A,N/A,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/machine-learning-with-pyspark-recommender-system,,"Machine Learning, PySpark, Predictive Modeling, Unsupervised Learning, Applied Machine Learning, Data Pipelines, Dimensionality Reduction, AI Personalization, Pandas (Python Package), OpenAI, Data Processing, Data Transformation",,"Ahmad Varasteh, Coursera Project Network",,Hands-on learning,Learn more
AI For Medical Treatment,4.7 out of 5 stars,524 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-medical-treatment,3 modules,"Natural Language Processing, Patient Treatment, Text Mining, Precision Medicine, Data Analysis, Medical Science and Research, Large Language Modeling, Machine Learning, AI Personalization, Deep Learning, Statistical Analysis, Clinical Trials, Feature Engineering, Machine Learning Methods, Medical Terminology, Treatment Planning, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Health Informatics, Predictive Modeling",Treatment Effect Estimation | Medical Question Answering | ML Interpretation,"Pranav Rajpurkar, Bora Uyumazturk, Amirhossein Kiani, Eddy Shyu",Starts Jul 19,Flexible schedule,Approx. 22 hours.Learn at your own pace
Machine Learning with PySpark: Customer Churn Analysis,4.7 out of 5 stars,19 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/machine-learning-with-pyspark-customer-churn-analysis,,"Exploratory Data Analysis, PySpark, Applied Machine Learning, Data-Driven Decision-Making, Machine Learning, Data Processing, Application Deployment, Apache Spark, Data Transformation, Feature Engineering, Predictive Analytics, Predictive Modeling, Data Cleansing, Decision Tree Learning, Data Analysis",,"Ahmad Varasteh, Coursera Project Network",,2 hours,Learn at your own pace
Getting Started with BigQuery Machine Learning,N/A,N/A,Beginner · Project · Less Than 2 Hours,https://www.coursera.org/projects/googlecloud-getting-started-with-bigquery-machine-learning-bxgfi,,"Machine Learning, Predictive Analytics, Applied Machine Learning, Google Cloud Platform, Big Data, Predictive Modeling, SQL, Analytics",,"Google Cloud Training, Google Cloud",,Hands-on learning,Learn more
Advanced Methods in Machine Learning Applications,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/advanced-methods-in-machine-learning-applications,5 modules,"Dimensionality Reduction, Unsupervised Learning, Supervised Learning, Statistical Machine Learning, Data Mining, Machine Learning Algorithms, Machine Learning, Decision Tree Learning, Predictive Modeling, Random Forest Algorithm, Reinforcement Learning, Applied Machine Learning, Advanced Analytics, Regression Analysis",Course Introduction | Ensemble Learning | Regression | Unsupervised Learning | Reinforcement Learning and Apriori Analysis,"Erhan Guven, Johns Hopkins University",Starts Jul 19,Flexible schedule,Learn at your own pace
Introduction to AI,4.9 out of 5 stars,1.9K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/google-introduction-to-ai,1 module,"Generative AI, Critical Thinking, Machine Learning, Machine Learning Software, Artificial Intelligence and Machine Learning (AI/ML), Innovation, Data Quality",Introduction to AI,,Starts Jul 19,Flexible schedule,Approx. 1 hourLearn at your own pace
Machine Learning for Kyphosis Disease Classification,4.6 out of 5 stars,13 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/machine-learning-for-kyphosis-disease-classification,,"Data Manipulation, Feature Engineering, Python Programming, Data Processing, Data Transformation, Applied Machine Learning, Machine Learning, Data Science, Predictive Modeling, Random Forest Algorithm, Predictive Analytics, Scikit Learn (Machine Learning Library), Classification And Regression Tree (CART), Decision Tree Learning, Data Cleansing, Data Visualization Software",,"Ryan Ahmed, Coursera Project Network",,2 hours,Learn at your own pace
Build a Machine Learning Image Classifier with Python,3.9 out of 5 stars,9 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/build-machine-learning-image-classifier-with-python,,"Machine Learning, Data Manipulation, Deep Learning, Python Programming, Artificial Intelligence and Machine Learning (AI/ML), Data Processing, Computer Vision, Applied Machine Learning, Keras (Neural Network Library), Image Analysis, Visualization (Computer Graphics), Jupyter",,"Ikechukwu Nigel Ogbuchi, Coursera Project Network",,Hands-on learning,Learn more
Digital Transformation Using AI/ML with Google Cloud,4.7 out of 5 stars,7.4K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud,,"Cloud-Native Computing, Containerization, Technical Management, IT Management, Machine Learning, Multi-Cloud, Cloud Computing, Applied Machine Learning, Hybrid Cloud Computing, Data Ethics, Infrastructure As A Service (IaaS), Public Cloud",Digital Transformation with Google Cloud | Modernize Infrastructure and Applications with Google Cloud | Managing Machine Learning Projects with Google Cloud,"Google Cloud Training, Google Cloud",Starts Jul 19,1 month,at 10 hours. a week
AI For Business,4.7 out of 5 stars,1.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-for-business-wharton,,"Data Security, Data Governance, Governance, Generative AI, Machine Learning, Human Resources, AI Personalization, Big Data, Personally Identifiable Information, Customer Data Management, Artificial Intelligence, Data Ethics",AI Fundamentals for Non-Data Scientists | AI Applications in Marketing and Finance | AI Applications in People Management | AI Strategy and Governance,"Michael R Roberts, Kartik Hosanagar, Peter Cappelli, Kevin Werbach, Raghu Iyengar, Matthew Bidwell, Prasanna Tambe, Lynn Wu, University of Pennsylvania",Starts Jul 19,1 month,at 10 hours. a week
機器學習技法 (Machine Learning Techniques),4.9 out of 5 stars,35 reviews,Intermediate · Course · 3 - 6 Months,https://www.coursera.org/learn/machine-learning-techniques,16 modules,"Artificial Neural Networks, Unsupervised Learning, Dimensionality Reduction, Algorithms, Applied Machine Learning, Supervised Learning, Deep Learning, Machine Learning Algorithms, Feature Engineering, Regression Analysis, Random Forest Algorithm, Decision Tree Learning, Machine Learning",ç¬¬ä¸è¬ï¼Linear Support Vector Machine | ç¬¬äºè¬ï¼Dual Support Vector Machine | ç¬¬ä¸è¬ï¼Kernel Support Vector Machine | ç¬¬åè¬ï¼Soft-Margin Support Vector Machine | ç¬¬äºè¬ï¼Kernel Logistic Regression | ç¬¬å­è¬ï¼Support Vector Regression | ç¬¬ä¸è¬ï¼Blending and Bagging | ç¬¬å«è¬ï¼Adaptive Boosting | ç¬¬ä¹è¬ï¼Decision Tree | ç¬¬åè¬ï¼Random Forest | ç¬¬åä¸è¬ï¼Gradient Boosted Decision Tree | ç¬¬åäºè¬ï¼Neural Network | ç¬¬åä¸è¬ï¼Deep Learning | ç¬¬ååè¬ï¼Radial Basis Function Network | ç¬¬åäºè¬ï¼Matrix Factorization | ç¬¬åå­è¬ï¼Finale,National Taiwan University,Starts Jul 19,18 hours to complete,
Reinforcement Learning in Finance,3.6 out of 5 stars,134 reviews,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/reinforcement-learning-in-finance,4 modules,"Markov Model, Derivatives, Machine Learning, Estimation, Financial Trading, Securities Trading, Financial Modeling, Financial Market, Reinforcement Learning, Market Dynamics, Portfolio Management, Risk Management",MDP and Reinforcement Learning | MDP model for option pricing: Dynamic Programming Approach | MDP model for option pricing - Reinforcement Learning approach | RL and INVERSE RL for Portfolio Stock Trading,"Igor Halperin, New York University",Starts Jul 19,17 hours to complete,
Machine Learning in Healthcare: Fundamentals & Applications,4.6 out of 5 stars,8 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning-in-healthcare-fundamentals-and-applications,4 modules,"Healthcare Ethics, Healthcare Industry Knowledge, Random Forest Algorithm, Data Mining, Big Data, Unsupervised Learning, Artificial Intelligence, Health Informatics, Artificial Neural Networks, Algorithms, Machine Learning Algorithms, Machine Learning, Data Cleansing, Predictive Modeling, Deep Learning, Health Care, Applied Machine Learning",Demystifying Data Mining and Artificial Intelligence | Exploring the AI/Machine Learning Toolbox | Practical Application of AI/Machine Learning | The Credibility Gap,"Sonya Makhni, Paul Cerrato, Northeastern University",Starts Jul 19,Flexible schedule,Learn at your own pace
Machine Learning for Healthcare Professionals,N/A,N/A,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning-for-healthcare-professionals,4 modules,"Applied Machine Learning, Emerging Technologies, Correlation Analysis, Acute Care, Big Data, Digital Transformation, Data Analysis, Data Quality, Health Informatics, Machine Learning, Predictive Modeling, Business Process Improvement, Artificial Intelligence, Telehealth, Analytics, Health Care, Data Mining, Health Technology",Bridging the AI Gap | Healthcare Data Analytics | Delivering AI/Machine Learning at the Bedside: Solving the Workflow Problem | The Future of Digital Health,"Paul Cerrato, Northeastern University",Starts Jul 19,,
Auto Machine Learning (AutoML) Using AutoGluon,N/A,N/A,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/automl-using-autogluon,,"MLOps (Machine Learning Operations), Predictive Modeling, Python Programming, Prototyping, Artificial Intelligence and Machine Learning (AI/ML), Classification And Regression Tree (CART), Amazon Web Services, Machine Learning, Applied Machine Learning",,"Ryan Ahmed, Coursera Project Network",,Hands-on learning,Learn more
Foundations of Data Science,4.7 out of 5 stars,3.3K reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/foundations-of-data-science,5 modules,"Communication Strategies, Data Storytelling, Business Ethics, Analytical Skills, Workflow Management, Project Management, Business Analytics, Data Literacy, Data Ethics, Analytics, Data Analysis, Data Science, Stakeholder Communications, Machine Learning, Communication, Data-Driven Decision-Making",Introduction to data science concepts | The impact of data today | Your career as a data professional | Data applications and workflow | Course 1 end-of-course project,,Starts Jul 19,Flexible schedule,Approx. 15 hours.Learn at your own pace
AI for Medicine,4.7 out of 5 stars,2.4K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/ai-for-medicine,,"Random Forest Algorithm, Decision Tree Learning, Medical Imaging, Artificial Intelligence and Machine Learning (AI/ML), Treatment Planning, Machine Learning Methods, Machine Learning, Predictive Modeling, AI Personalization, Applied Machine Learning, Deep Learning, Feature Engineering",AI for Medical Diagnosis | AI for Medical Prognosis | AI For Medical Treatment,"Amirhossein Kiani, Pranav Rajpurkar, Eddy Shyu, Bora Uyumazturk",Starts Jul 19,,
Machine Learning with TensorFlow on Google Cloud em Português Brasileiro,4.7 out of 5 stars,92 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp-br,,"PyTorch (Machine Learning Library), Artificial Neural Networks, Exploratory Data Analysis, Data Cleansing, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Supervised Learning, MLOps (Machine Learning Operations), Applied Machine Learning, Deep Learning, Feature Engineering, Data Quality",Intro to TensorFlow em PortuguÃªs Brasileiro | Feature Engineering em PortuguÃªs Brasileiro | Art and Science of Machine Learning em PortuguÃªs Brasileiro,"Google Cloud Training, Google Cloud",Starts Jul 19,2 months,at 10 hours. a week
Convolutional Neural Networks in TensorFlow,4.7 out of 5 stars,8.2K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,4 modules,"Supervised Learning, Artificial Neural Networks, Data Processing, Tensorflow, Computer Vision, Applied Machine Learning, Keras (Neural Network Library), Image Analysis, Machine Learning, Deep Learning",Exploring a Larger Dataset | Augmentation: A technique to avoid overfitting | Transfer Learning | Multiclass Classifications,Laurence Moroney,Starts Jul 19,Flexible schedule,Approx. 16 hours.Learn at your own pace
Machine Learning for Smart Beta,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning-for-smart-beta,4 modules,"Feature Engineering, Random Forest Algorithm, Data Processing, Portfolio Management, Investment Management, Machine Learning, Classification And Regression Tree (CART), R Programming, Decision Tree Learning, Supervised Learning, Applied Machine Learning, Predictive Modeling, Financial Modeling, Statistical Machine Learning",Week 1 | Week 2 | Week 3 | Week 4,"Youngju Nielsen, Haeram Joo, Sungkyunkwan University",Starts Jul 19,,
Machine Learning Rapid Prototyping with IBM Watson Studio,4.2 out of 5 stars,15 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ibm-rapid-prototyping-watson-studio-autoai,4 modules,"Data Science, Machine Learning Methods, Machine Learning, Exploratory Data Analysis, Data Transformation, Artificial Intelligence and Machine Learning (AI/ML), MLOps (Machine Learning Operations), Python Programming, Scikit Learn (Machine Learning Library), Data Processing, Data Cleansing, Feature Engineering, Applied Machine Learning, Performance Tuning, Automation, Predictive Modeling",Building a Rapid Prototype with Watson Studio AutoAI | Automated Data Preparation and Model Selection | Automated Feature Engineering and Hyperparameter Optimization | Evaluation and Deployment of AutoAI-generated Solutions,"Mark J Grover, Meredith Mante",Starts Jul 19,8 hours to complete,
Machine Learning with TensorFlow on Google Cloud en Français,4.2 out of 5 stars,30 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp-fr,,"PyTorch (Machine Learning Library), Artificial Neural Networks, Performance Tuning, Data Pipelines, Data Cleansing, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Supervised Learning, MLOps (Machine Learning Operations), Applied Machine Learning, Deep Learning, Feature Engineering","Build, Train and Deploy ML Models with Keras on Google Cloud - FranÃ§ais | Feature Engineering en FranÃ§ais | Art and Science of Machine Learning en FranÃ§ais","Google Cloud Training, Google Cloud",Starts Jul 19,2 months,at 10 hours. a week
Recommender Systems with Machine Learning,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-recommender-systems-with-machine-learning-sqoj2,6 modules,"Data Cleansing, Taxonomy, Machine Learning, Supervised Learning, Data Manipulation, AI Personalization, Unsupervised Learning, Predictive Modeling, Feature Engineering, Data Analysis, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Deep Learning, Data Processing, Machine Learning Algorithms",Introduction | Motivation for Recommender System | Basic of Recommender Systems | Machine Learning for Recommender System | Project 1: Song Recommendation System Using Content-Based Filtering | Project 2: Movie Recommendation System Using Collaborative Filtering,Packt - Course Instructors,Starts Jul 19,Flexible schedule,Learn at your own pace
Machine Learning e Data Mining in R,4.9 out of 5 stars,9 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning-data-mining-con-r,4 modules,"Predictive Modeling, Data Mining, Dimensionality Reduction, Tidyverse (R Package), Regression Analysis, Unsupervised Learning, Artificial Neural Networks, Data Analysis, Supervised Learning, Data Manipulation, Statistical Analysis, Exploratory Data Analysis, Deep Learning, Ggplot2, Machine Learning, R Programming, Data Visualization Software",Elementi di R | Apprendimento automatico non supervisionato | Apprendimento automatico supervisionato | Reti  Neurali e Deep Learning,"Antonio Lepore, Biagio Palumbo, Carlo Sansone, UniversitÃ  di Napoli Federico II",Starts Jul 19,Flexible schedule,Learn at your own pace
