課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Excel aplicado a los negocios (Nivel Avanzado),4.8 out of 5 stars,3K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/excel-aplicado-negocios-avanzado,9 modules,"Process Optimization, Business Modeling, Excel Formulas, Data Validation, Business Analysis, Data Import/Export, Visual Basic (Programming Language), Microsoft Excel, Data Integration, Excel Macros, Data Analysis Software, Business Analytics, Microsoft Access, Automation",Formas de trabajo. Trabajo individual o con otras personas | MÃ³dulo 2: Funciones avanzadas para manipular datos | MÃ³dulo 3: Tablas dinÃ¡micas | MÃ³dulo 4: VinculaciÃ³n con otras aplicaciones | MÃ³dulo 5: AnÃ¡lisis de hipÃ³tesis | MÃ³dulo 6: ExportaciÃ³n de datos a archivos de texto | MÃ³dulo 7: AnÃ¡lisis de optimizaciÃ³n | MÃ³dulo 8: IntroducciÃ³n al uso de macros | Consigna Final,"Jorge Lardizabal, Paola Serafini, Universidad Austral",Starts Jul 17,Flexible schedule,Approx. 24 hours.Learn at your own pace
Econometrics: Methods and Applications,4.6 out of 5 stars,1.2K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/erasmus-econometrics,9 modules,"Quantitative Research, Time Series Analysis and Forecasting, Regression Analysis, Probability, Data Analysis, Statistical Modeling, Statistical Analysis, Statistics, Predictive Analytics, Peer Review, Linear Algebra, Econometrics",Welcome Module | Simple Regression | Multiple Regression | Model Specification | Endogeneity | Binary Choice | Time Series | Case Project | OPTIONAL: Building Blocks,"Francine Gresnigt, Dennis Fok, Michel van der Wel, Erik Kole, Markus Mueller, Christiaan Heij, Wendun Wang, Richard Paap, Dick van Dijk, Philip Hans Franses, Myrthe van Dieijen, Erasmus University Rotterdam",Starts Jul 17,Flexible schedule,Learn at your own pace
BIM Fundamentals for Engineers,4.7 out of 5 stars,1.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/bim-fundamentals,5 modules,"Mechanical Engineering, Data Modeling, Construction, Civil Engineering, Information Management, Computer-Aided Design, Engineering Documentation, 3D Modeling, Construction Management, Building Information Modeling",Initiation: Prepare for the Class | Fundamental BIM Knowledge | View & Retrieve Information from BIM Models | Modeling a BIM model | Closure,National Taiwan University,Starts Jul 17,Flexible schedule,Approx. 16 hours.Learn at your own pace
Introduction to Software Product Management,4.6 out of 5 stars,7.7K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-software-product-management,2 modules,"Agile Methodology, Agile Software Development, Project Management, Software Engineering, Project Planning, Requirements Analysis, Product Management, Process Development, Requirements Management, Software Development",Module 1: Software Product Management - The Discipline | Module 2: Foundations of Software Product Management,"Kenny Wong, University of Alberta",Starts Jul 17,Flexible schedule,Learn at your own pace
Introduction to Large Language Models,4.4 out of 5 stars,1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-large-language-models,1 module,"Generative AI, Large Language Modeling, Google Cloud Platform, Artificial Intelligence and Machine Learning (AI/ML), Prompt Engineering",Introduction to Large Language Models,"Google Cloud Training, Google Cloud",Starts Jul 17,Flexible schedule,Approx. 1 hourLearn at your own pace
AI Product Management,4.7 out of 5 stars,805 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-product-management-duke,,"Human Centered Design, Machine Learning, Applied Machine Learning, Data Management, Human Computer Interaction, Unsupervised Learning, Technical Management, Artificial Intelligence and Machine Learning (AI/ML), Data Science, MLOps (Machine Learning Operations), Product Design, Data Quality",Machine Learning Foundations for Product Managers | Managing Machine Learning Projects | Human Factors in AI,"Jon Reifschneider, Duke University",Starts Jul 17,4 months,at 5 hours. a week
Regression Modeling in Practice,4.4 out of 5 stars,274 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/regression-modeling-practice,4 modules,"Statistical Modeling, Python Programming, Plot (Graphics), Predictive Modeling, Scatter Plots, Data Analysis, Statistical Analysis, Statistical Hypothesis Testing, SAS (Software), Regression Analysis, Correlation Analysis, Statistical Programming",Introduction to Regression | Basics of Linear Regression | Multiple Regression | Logistic Regression,"Jen Rose, Lisa Dierker, Wesleyan University",Starts Jul 17,Flexible schedule,Learn at your own pace
"Hotel Management: Distribution, Revenue and Demand Management",4.6 out of 5 stars,2.1K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/hotel-management,,"Demand Planning, Market Share, Marketing, Budgeting, Hotel Operations, Demand Generation, Financial Analysis, Target Market, Revenue Management, Hospitality, Asset Management, Hospitality Management",The fundamentals of hotel distribution | The Fundamentals of Revenue Management: The Cornerstone of Revenue Strategy | Demand management: Breaking down todayâs commercial silos | HÃ´tel âDe l'Ã©toileâ - a hotel in crisis?,"Peter O'Connor, Nicolas Graf, ESSEC Business School",Starts Jul 17,1 month,at 10 hours. a week
Functional Programming Principles in Scala,4.8 out of 5 stars,8.3K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/scala-functional-programming,6 modules,"Programming Principles, Object Oriented Programming (OOP), Javascript, Integrated Development Environments, Computer Programming, Functional Design, Scala Programming, Algorithms, Data Structures",Getting Started + Functions & Evaluation | Higher Order Functions | Data and Abstraction | Types and Pattern Matching | Lists | Collections,"Martin Odersky, Ãcole Polytechnique FÃ©dÃ©rale de Lausanne",Starts Jul 17,Flexible schedule,Approx. 56 hours.Learn at your own pace
Instructional Design Foundations and Applications,4 out of 5 stars,789 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/instructional-design-foundations-applications,5 modules,"Diversity and Inclusion, Analysis, Instructional Design, Job Analysis, Needs Assessment, Education and Training, Learning Theory, Systems Analysis, Instructional and Curriculum Design",Course Orientation | MODULE 1: Introduction to ISD | MODULE 2: Foundations and Tools of ISD | MODULE 3: Analysis Part 1 | Module 4: Analysis Part 2,"Eunjung Grace Oh, University of Illinois Urbana-Champaign",Starts Jul 17,Flexible schedule,Learn at your own pace
Probabilistic Graphical Models,4.6 out of 5 stars,1.5K reviews,Advanced · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/probabilistic-graphical-models,,"Machine Learning, Statistical Methods, Probability Distribution, Unstructured Data, Sampling (Statistics), Graph Theory, Applied Machine Learning, Network Analysis, Decision Support Systems, Markov Model, Bayesian Network, Bayesian Statistics",Probabilistic Graphical Models 1: Representation | Probabilistic Graphical Models 2: Inference | Probabilistic Graphical Models 3: Learning,"Daphne Koller, Stanford University",Starts Jul 17,4 months,at 10 hours. a week
Functional Programming Principles in Scala,4.8 out of 5 stars,8.3K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/scala-functional-programming,6 modules,"Programming Principles, Object Oriented Programming (OOP), Javascript, Integrated Development Environments, Computer Programming, Functional Design, Scala Programming, Algorithms, Data Structures",Getting Started + Functions & Evaluation | Higher Order Functions | Data and Abstraction | Types and Pattern Matching | Lists | Collections,"Martin Odersky, Ãcole Polytechnique FÃ©dÃ©rale de Lausanne",Starts Jul 17,Flexible schedule,Approx. 56 hours.Learn at your own pace
Probabilistic Graphical Models,4.6 out of 5 stars,1.5K reviews,Advanced · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/probabilistic-graphical-models,,"Unstructured Data, Probability Distribution, Sampling (Statistics), Machine Learning, Applied Machine Learning, Graph Theory, Network Analysis, Decision Support Systems, Statistical Methods, Natural Language Processing, Algorithms, Statistical Modeling",Probabilistic Graphical Models 1: Representation | Probabilistic Graphical Models 2: Inference | Probabilistic Graphical Models 3: Learning,"Daphne Koller, Stanford University",Starts Jul 17,4 months,at 10 hours. a week
"Hotel Management: Distribution, Revenue and Demand Management",4.6 out of 5 stars,2.1K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/hotel-management,,"Demand Planning, Market Share, Marketing, Budgeting, Hotel Operations, Demand Generation, Financial Analysis, Target Market, Revenue Management, Hospitality, Asset Management, Hospitality Management",The fundamentals of hotel distribution | The Fundamentals of Revenue Management: The Cornerstone of Revenue Strategy | Demand management: Breaking down todayâs commercial silos | HÃ´tel âDe l'Ã©toileâ - a hotel in crisis?,"Peter O'Connor, Nicolas Graf, ESSEC Business School",Starts Jul 17,1 month,at 10 hours. a week
The Global Financial Crisis,4.8 out of 5 stars,2.3K reviews,Mixed · Course · 3 - 6 Months,https://www.coursera.org/learn/global-financial-crisis,13 modules,"Consumer Lending, Financial Market, Economics, Risk Management Framework, Public Policies, Credit Risk, Financial Analysis, Mortgage Loans, Financial Regulation, International Finance, Banking, Financial Policy, Crisis Management","Introduction to The Global Financial Crisis | The Common Causes of Financial Crises | Housing and Mortgages | Safe Assets and the Global Savings Glut | The Housing Crisis | Anxiety, Part I | Anxiety, Part II | Panic | Our Responses to the Crisis | Responding to Future Crises | Europe in the Global Financial Crisis | The Eurozone Crisis | Course Summary","Andrew Metrick, Timothy Geithner, Yale University",Starts Jul 17,,
Generative AI for Software Development,4.6 out of 5 stars,579 reviews,Beginner · Professional Certificate · 1 - 3 Months,https://www.coursera.org/professional-certificates/generative-ai-for-software-development,,"Artificial Intelligence, Machine Learning, Database Design, System Design and Implementation, Software Design Patterns, ChatGPT, Software Testing, Generative AI, Software Architecture, Software Engineering, API Design, Collaborative Software",Introduction to Generative AI for Software Development | Team Software Engineering with AI | AI-Powered Software and System Design,Laurence Moroney,Starts Jul 17,1 month,at 5 hours. a week
"FinTech: Foundations, Payments, and Regulations",4.6 out of 5 stars,2.5K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/wharton-fintech-overview-payments-regulations,4 modules,"Wealth Management, Credit/Debit Card Processing, Financial Services, Investment Management, Entrepreneurial Finance, Entrepreneurship, Environmental Social And Corporate Governance (ESG), Financial Regulations, Innovation, FinTech, Asset Management, Technology Strategies, Payment Processing, Consumer Behaviour",Module 1: Overview of FinTech & Market Size | Module 2: Key Considerations in FinTech | Module 3: Payments | Module 4: Regulation,"Christopher Geczy, Natasha Sarin, University of Pennsylvania",Starts Jul 17,Flexible schedule,Approx. 6 hours.Learn at your own pace
Corporate Finance Essentials,4.8 out of 5 stars,2.5K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/corporate-finance-essentials,8 modules,"Financial Modeling, Business Valuation, Financial Market, Portfolio Management, Investments, Risk Management, Return On Investment, Corporate Finance, Capital Budgeting, Financial Analysis, Cost Accounting",Course Overview | Risk and Return | Correlation and Diversification | The CAPM and the Cost of Capital | Estimating the Cost of Capital - An Application | Project Evaluation | Corporate Value Creation | Final Quiz,"Javier Estrada, IESE Business School",Starts Jul 17,Flexible schedule,Approx. 13 hours.Learn at your own pace
International Law in Action: the Arbitration of International Disputes,4.8 out of 5 stars,1.3K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/arbitration-international-disputes,5 modules,"Arbitration, Legal Strategy, Conflict Management, Legal Hearings, Diplomacy, Case Law, International Relations",Welcome to the course | The History and General Principles of International Arbitration | Arbitration and the Law of the Sea | Investment Arbitration | State Immunity and the Enforcement & Validity of International Arbitral Decision,"Eric De Brabandere, Giulia Pinzauti, Universiteit Leiden",Starts Jul 17,Flexible schedule,Learn at your own pace
Foundational Finance for Strategic Decision Making,4.7 out of 5 stars,1.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/foundational-finance,,"Financial Market, Investment Management, Financial Modeling, Market Data, Business Valuation, Cash Flows, Financial Analysis, Microsoft Excel, Investments, Loans, Mortgage Loans, General Finance",Introduction to Time Value of Money (TVM) | Advanced Concepts in Time Value of Money (TVM) | Stocks and Bonds | Advanced Understanding of Stocks and Bonds,"Gautam Kaul, University of Michigan",Starts Jul 17,1 month,at 10 hours. a week
"Everyday Excel, Part 1",4.7 out of 5 stars,3.6K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/everyday-excel-part-1,5 modules,"Data Validation, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Excel Formulas, Problem Solving, Excel Macros, Data Import/Export, Data Visualization, Data Management","Navigating Excel | Expression Entry and Common Excel Functions | More Excel functions | Managing Data | Plotting, Importing Data, and Converting to Other File Types","Charlie Nuttelman, University of Colorado Boulder",Starts Jul 17,Flexible schedule,Approx. 23 hours.Learn at your own pace
Data Visualization with Advanced Excel,4.8 out of 5 stars,3K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advanced-excel,4 modules,"Excel Formulas, Dashboard, Microsoft Excel, Data Visualization, Databases, Data Modeling, Data Storytelling, Graphing, Data Visualization Software, Pivot Tables And Charts, Simulation and Simulation Software, Data Presentation, Data Analysis, Spreadsheet Software",Preparing a Professional Excel | Advanced Scenario Analysis | Data Visualization | Dashboarding,Alex Mannella,Starts Jul 17,Flexible schedule,Approx. 15 hours.Learn at your own pace
Renewable Energy and Green Building Entrepreneurship,4.7 out of 5 stars,2.8K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/renewable-energy-entrepreneurship,5 modules,"Business Modeling, Stakeholder Engagement, Entrepreneurial Finance, Environment and Resource Management, Innovation, Corporate Sustainability, Team Building, Action Oriented, New Business Development, Business Development, Business Strategy, Business Planning, Entrepreneurship, Environmental Issue, Market Analysis",Welcome to the course | Get Inspired â The Power of 3: Entrepreneurship + Green Building + Renewable Energy | Dive into Business â Real Opportunity. Real Challenges. | Blast Off â Moving from Ideas to Business Implementation | Closing,"Chris Wedding, Duke University",Starts Jul 17,Flexible schedule,Approx. 17 hours.Learn at your own pace
International Business Essentials,4.6 out of 5 stars,2K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/mba,,"Sampling (Statistics), Verbal Communication Skills, Linear Algebra, Change Management, Professionalism, Business Strategies, Organizational Structure, Business Strategy, Financial Statements, Professional Networking, Statistics, Data Presentation",Professional Skills for International Business | Management Skills for International Business | Quantitative Foundations for International Business | Statistics for International Business | International Business Environment | International Business Capstone,"David James, Barry McCarthy, George Kapetanios, Dr Alan Parkinson, University of London",Starts Jul 17,3 months,at 10 hours. a week
Renewable Energy and Green Building Entrepreneurship,4.7 out of 5 stars,2.8K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/renewable-energy-entrepreneurship,5 modules,"Business Modeling, Stakeholder Engagement, Entrepreneurial Finance, Environment and Resource Management, Innovation, Corporate Sustainability, Team Building, Action Oriented, New Business Development, Business Development, Business Strategy, Business Planning, Entrepreneurship, Environmental Issue, Market Analysis",Welcome to the course | Get Inspired â The Power of 3: Entrepreneurship + Green Building + Renewable Energy | Dive into Business â Real Opportunity. Real Challenges. | Blast Off â Moving from Ideas to Business Implementation | Closing,"Chris Wedding, Duke University",Starts Jul 17,Flexible schedule,Approx. 17 hours.Learn at your own pace
Creating Business Value with Data and Looker,4.7 out of 5 stars,1.3K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/creating-business-value-with-data-and-looker,,"Database Design, Data Management, Real Time Data, Data Sharing, Business Intelligence, Data Governance, Performance Tuning, Dashboard, Big Data, Looker (Software), Data Presentation, Cloud Storage",Exploring Data Transformation with Google Cloud | Analyzing and Visualizing Data in Looker | Developing Data Models with LookML,"Google Cloud Training, Google Cloud",Starts Jul 17,1 month,at 10 hours. a week
Computational Neuroscience,4.6 out of 5 stars,1.1K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/computational-neuroscience,8 modules,"Machine Learning Algorithms, Probability & Statistics, Matlab, Computational Thinking, Linear Algebra, Mathematical Modeling, Reinforcement Learning, Artificial Neural Networks, Biology, Network Model, Computer Science, Supervised Learning, Neurology",Introduction & Basic Neurobiology (Rajesh Rao) | What do Neurons Encode? Neural Encoding Models (Adrienne Fairhall) | Extracting Information from Neurons: Neural Decoding (Adrienne Fairhall) | Information Theory & Neural Coding (Adrienne Fairhall) | Computing in Carbon (Adrienne Fairhall) | Computing with Networks (Rajesh Rao) | Networks that Learn: Plasticity in the Brain & Learning (Rajesh Rao) | Learning from Supervision and Rewards (Rajesh Rao),"Rajesh P. N. Rao, Adrienne Fairhall, University of Washington",Starts Jul 17,Flexible schedule,Approx. 26 hours.Learn at your own pace
"English for Science, Technology, Engineering, and Mathematics",4.8 out of 5 stars,2.8K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/stem,5 modules,"Energy and Utilities, Vocabulary, Literacy, Language Learning, Environment, Scientific Methods, Emerging Technologies, Research, Chemistry, Environmental Science, Grammar, Innovation, General Science and Research, English Language",Unit 1: Is the Earth Getting Warmer? | Unit 2: The Greenhouse Effect | The Impacts of Climate Change on our World | Discovering Cleaner Energy Sources to Power the World | What Might the Future Hold?,"Jack Sullivan, Alyssa Swanson, University of Pennsylvania",Starts Jul 17,Flexible schedule,Approx. 34 hours.Learn at your own pace
Bayesian Statistics: From Concept to Data Analysis,4.6 out of 5 stars,3.2K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/bayesian-statistics,4 modules,"Probability, Microsoft Excel, Regression Analysis, Statistical Analysis, Data Analysis, Statistical Modeling, Statistics, Probability Distribution, R Programming, Statistical Inference, Bayesian Statistics",Probability and Bayes' Theorem | Statistical Inference | Priors and Models for Discrete Data | Models for Continuous Data,"Herbert Lee, University of California, Santa Cruz",Starts Jul 17,Flexible schedule,Approx. 11 hours.Learn at your own pace
Model Thinking,4.8 out of 5 stars,2.2K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/model-thinking,12 modules,"Decision Making, Probability, Analysis, Mathematical Modeling, Critical Thinking, Trend Analysis, Economics, Strategic Decision-Making, Complex Problem Solving, Strategic Thinking, Systems Thinking, Market Dynamics, Innovation",Why Model & Segregation/Peer Effects | Aggregation & Decision Models | Thinking Electrons: Modeling People & Categorical and Linear Models | Tipping Points & Economic Growth | Diversity and Innovation & Markov Processes | Midterm Exam | Lyapunov Functions & Coordination and Culture | Path Dependence & Networks | Randomness and Random Walks & Colonel Blotto | Prisoners' Dilemma and Collective Action & Mechanism Design | Learning Models: Replicator Dynamics & Prediction and the Many Model Thinker | Final Exam,"Scott E. Page, University of Michigan",Starts Jul 17,Flexible schedule,Approx. 27 hours.Learn at your own pace
Introduction to Cyber Security,4.7 out of 5 stars,3.7K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/intro-cyber-security,,"Infrastructure Security, Network Security, Mobile Security, Cybersecurity, Cyber Security Policies, Computer Security, Cyber Attacks, Network Architecture, Security Controls, Authentications, Cyber Risk, Security Engineering",Introduction to Cyber Attacks | Cyber Attack Countermeasures | Real-Time Cyber Threat Detection and Mitigation | Enterprise and Infrastructure Security,"Dr. Edward G. Amoroso, New York University",Starts Jul 17,2 months,at 10 hours. a week
Applied Data Science with R,4.5 out of 5 stars,1.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/applied-data-science-r,,"Shiny (R Package), R Programming, Database Design, Ggplot2, Data Visualization, Data Wrangling, Exploratory Data Analysis, Dashboard, Leaflet (Software), Data Presentation, Data Transformation, SQL",Introduction to R Programming for Data Science | SQL for Data Science with R | Data Analysis with R | Data Visualization with R | Data Science with R - Capstone Project,"Rav Ahuja, Saishruthi Swaminathan, Yan Luo, Yiwen Li, Gabriela de Queiroz, Jeff Grossman, Tiffany Zhu",Starts Jul 17,2 months,at 10 hours. a week
Introduction to Finance: The Role of Financial Markets,4.5 out of 5 stars,77 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-finance-the-role-of-financial-markets,5 modules,"Risk Analysis, Resource Allocation, Risk Management, Financial Management, Financial Market, Return On Investment, Cash Flows, Financial Analysis, Finance, Capital Budgeting, Capital Markets, Investments, Equities, Securities (Finance)",Course Orientation | Module 1: Bond Valuation | Module 2: Stock Valuation | Module 3: Capital Budgeting | Module 4: Risk and Return,"Xi Yang, University of Illinois Urbana-Champaign",Starts Jul 17,Flexible schedule,Approx. 18 hours.Learn at your own pace
Introduction to Finance: The Basics,4.7 out of 5 stars,488 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-finance-the-basics,5 modules,"Leadership and Management, Financial Forecasting, Business, Financial Management, Business Management, Balance Sheet, Financial Statement Analysis, Finance, Corporate Finance, Cash Flows, Financial Analysis, Investment Management, Return On Investment, Income Statement, Financial Statements, Organizational Structure",Course Orientation | Module 1: Introduction to Finance | Module 2: Financial Statements and Cash Flow | Module 3: Financial Statements Analysis | Module 4: Time Value of Money,"Xi Yang, University of Illinois Urbana-Champaign",Starts Jul 17,Flexible schedule,Approx. 18 hours.Learn at your own pace
Addiction Treatment: Clinical Skills for Healthcare Providers,4.8 out of 5 stars,1.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/addiction-treatment,6 modules,"Care Management, Patient Treatment, Chronic Diseases, Psychiatry, Treatment Planning, Patient Evaluation, Motivational Interviewing, Pharmacology, Psychotherapy, Patient Education And Counseling, Medication Therapy Management, Health Policy, Risk Analysis, Mental and Behavioral Health, Health Disparities","âHow can I show compassion toward patients with substance use disorders?â | âHow do I know if my patient has a substance use disorder?â | ""How do I recommend treatment options?â | âWhat medications help patients manage their substance use disorders?â | âWhat psychosocial or behavioral therapies are available for patients with substance use disorders?â | ""What societal factors impact successful recovery?â","Jeanette M. Tetrault, Robert Krause, Elizabeth Roessler, Robert Heimer, Mary Lindsay Powell, Shannon Drew, Ellen Edens, Yale University",Starts Jul 17,Flexible schedule,Approx. 14 hours.Learn at your own pace
Introduction to Finance: The Basics,4.7 out of 5 stars,488 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-finance-the-basics,5 modules,"Leadership and Management, Financial Forecasting, Business, Financial Management, Business Management, Balance Sheet, Financial Statement Analysis, Finance, Corporate Finance, Cash Flows, Financial Analysis, Investment Management, Return On Investment, Income Statement, Financial Statements, Organizational Structure",Course Orientation | Module 1: Introduction to Finance | Module 2: Financial Statements and Cash Flow | Module 3: Financial Statements Analysis | Module 4: Time Value of Money,"Xi Yang, University of Illinois Urbana-Champaign",Starts Jul 17,Flexible schedule,Approx. 18 hours.Learn at your own pace
Generative AI Engineering with LLMs,4.5 out of 5 stars,497 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/generative-ai-engineering-with-llms,,"Artificial Intelligence, Applied Machine Learning, Semantic Web, Reinforcement Learning, Data Pipelines, ChatGPT, Generative AI Agents, Generative AI, Artificial Neural Networks, PyTorch (Machine Learning Library), Performance Tuning, Artificial Intelligence and Machine Learning (AI/ML)",Generative AI and LLMs: Architecture and Data Preparation | Gen AI Foundational Models for NLP & Language Understanding | Generative AI Language Modeling with Transformers | Generative AI Engineering and Fine-Tuning Transformers | Generative AI Advance Fine-Tuning for LLMs | Fundamentals of AI Agents Using RAG and LangChain | Project: Generative AI Applications with RAG and LangChain,"Sina Nazeri, Fateme Akbari, Wojciech 'Victor' Fulmyk, Kang Wang, Ashutosh Sagar, Joseph Santarcangelo, Roodra Pratap Kanwar",Starts Jul 17,3 months,at 4 hours. a week
"Modern Robotics:  Mechanics, Planning, and Control",4.7 out of 5 stars,1.2K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/modernrobotics,,"Artificial Intelligence, Automation, Engineering Analysis, Simulation and Simulation Software, Mechanical Engineering, Applied Mathematics, Robotic Process Automation, Automation Engineering, Engineering Calculations, Computational Logic, Mechanics, Control Systems","Modern Robotics, Course 1:  Foundations of Robot Motion | Modern Robotics, Course 2:  Robot Kinematics | Modern Robotics, Course 3:  Robot Dynamics | Modern Robotics, Course 4:  Robot Motion Planning and Control | Modern Robotics, Course 5:  Robot Manipulation and Wheeled Mobile Robots | Modern Robotics, Course 6:  Capstone Project, Mobile Manipulation","Kevin Lynch, Northwestern University",Starts Jul 17,4 months,at 10 hours. a week
Decentralized Finance (DeFi): The Future of Finance,4.8 out of 5 stars,1.9K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/decentralized-finance-duke,,"Regulatory Compliance, Lending and Underwriting, Entrepreneurship, Operational Risk, Payment Systems, Financial Regulations, Entrepreneurial Finance, FinTech, Security Testing, Interoperability, Cyber Risk, Loans",Decentralized Finance (DeFi) Infrastructure | Decentralized Finance (DeFi) Primitives | Decentralized Finance (DeFi) Deep Dive | Decentralized Finance (DeFi) Opportunities and Risks,"Cam Harvey, Duke University",Starts Jul 17,4 months,at 2 hours. a week
Innovation: From Creativity to Entrepreneurship,4.8 out of 5 stars,3.7K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/innovation-creativity-entrepreneurship,,"Ideation, Go To Market Strategy, Presentations, Entrepreneurship, New Business Development, Technology Strategies, Strategic Decision-Making, Creative Problem-Solving, Open Mindset, Value Propositions, New Product Development, Creativity",Strategic Innovation: Building and Sustaining Innovative Organizations | Strategic Innovation: Managing Innovation Initiatives | Creativity Toolkit I: Changing Perspectives | Creativity Toolkit II: Creative Collaboration | Entrepreneurship I: Laying the Foundation | Entrepreneurship II: Preparing for Launch,"Raj Echambadi, Jeffrey Loewenstein, Jack Goncalo, Thomas E. Parkinson, E. Geoffrey Love, Ravi Mehta, University of Illinois Urbana-Champaign",Starts Jul 17,,
"Social Norms, Social Change I",4.6 out of 5 stars,2.1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/norms,4 modules,"Behavioral Economics, Cultural Diversity, Sociology, Public Policies, Research, Qualitative Research, Surveys, Economics, Policy, and Social Studies, Social Sciences",Interdependent & Independent Actions + Empirical Expectations | Normative Expectations + Personal Normative Beliefs | Conditional Preferences + Social Norms | Pluralistic Ignorance + Measuring Norms,"Cristina Bicchieri, University of Pennsylvania",Starts Jul 17,Flexible schedule,Approx. 10 hours.Learn at your own pace
DeepLearning.AI Data Engineering,4.8 out of 5 stars,469 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/data-engineering,,"Apache Hadoop, Data Management, Data Pipelines, Apache Spark, Data Storage, Query Languages, Data Architecture, Data Lakes, Data Transformation, Requirements Analysis, Database Systems, Data Integration","Introduction to Data Engineering | Source Systems, Data Ingestion, and Pipelines | Data Storage and Queries | Data Modeling, Transformation, and Serving","Joe Reis, Amazon Web Services",Starts Jul 17,3 months,at 10 hours. a week
Information​ ​Systems,4.8 out of 5 stars,2.1K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/information-systems,,"Business Systems, Cloud Computing, Cybersecurity, Technology Strategies, Enterprise Architecture, Business Systems Analysis, Change Management, Systems Analysis, Critical Thinking, System Implementation, Enterprise Resource Planning, IT Management",IS/IT Governance | Analysis for Business Systems | Enterprise Systems | IT Infrastructure and Emerging Trends,"Soumya Sen, Jason Chan, Gautam Ray, Ken Reily, University of Minnesota",Starts Jul 17,,
Inglés Empresarial,4.8 out of 5 stars,2.1K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ingles-empresarial,,"Communication, English Language, Presentations, Purchasing, Verbal Communication Skills, Product Planning, Marketing Materials, Graphic Design, Marketing, Business Writing, Financial Analysis, Brainstorming",InglÃ©s Empresarial: GestiÃ³n y Liderazgo | InglÃ©s Empresarial: Finanzas y EconomÃ­a | InglÃ©s Empresarial: el mÃ¡rketing y ventas | InglÃ©s Empresarial: Proyecto Final,"Andrea MÃ¼rau Haraway, Wanda Huber, Jenny Young, Beatriz Fuentes-Anderson, Arizona State University",Starts Jul 17,3 months,at 10 hours. a week
