課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Introduction to Complexity Science,4.6 out of 5 stars,30 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/complexity,5 modules,"Social Sciences, Mathematical Modeling, Applied Mathematics, Forecasting, Simulations, Network Analysis, Jupyter, Trend Analysis, Critical Thinking, Policy Analysis, Systems Thinking","Course Overview and Week 1: Introduction to Complex Systems | Week 2: Robustness, Resilience, and Sustainability | Week 3: Regime Shifts and Tipping Points | Week 4: Introduction to Agent-Based Modeling | Week 5: Introduction to Static Complex Network","Cheong Siew Ann, Nanyang Technological University, Singapore",Starts Jul 17,16 hours to complete,
Calculus through Data & Modelling: Series and Integration,5 out of 5 stars,50 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/calculus-through-data-and-modelling-series-and-integrals,5 modules,"Numerical Analysis, Mathematical Theory & Analysis, Advanced Mathematics, Applied Mathematics, Calculus, Mathematical Modeling, Integral Calculus",Module 1: Sequences and Series | Module 2: The Definite Integral | Module 3: The Fundamental Theorem of Calculus | Module 4: The Indefinite Integral | Integration with Calculators and Tables,"Joseph W. Cutrone, PhD, Johns Hopkins University",Starts Jul 17,8 hours to complete,
Economics and Policies of Climate Change,4.6 out of 5 stars,70 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/economics-and-policies-of-climate-change,5 modules,"Cost Benefit Analysis, Behavioral Economics, Environmental Regulations, Mathematical Modeling, Financial Trading, Environmental Issue, Policy Analysis, Tax, Environmental Policy, Economics, Market Analysis",The Economics of Climate Change | The Social Discount Factor | The DICE Model | Climate change economic policies | How do Carbon Markets work?,"LIONEL MARTELLINI -EDHEC BUSINESS SCHOOL, RICCARDO REBONATO - EDHEC BUSINESS SCHOOL, EDHEC Business School",Starts Jul 17,10 hours to complete,
Key Success Factors in Supply Chain Finance,4.7 out of 5 stars,74 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/key-success-factors-supply-chain-finance,5 modules,"Working Capital, Technology Solutions, Target Market, Stakeholder Management, Customer Analysis, Supplier Management, Supply Chain Management, Sales Prospecting, Cash Flows, Financial Analysis",Module 01 | Module 02 | Module 03 | Module 04 | Module 05,"Oliver Belin, Jack Farmer, New York Institute of Finance",Starts Jul 17,18 hours to complete,
Governmental Accounting and Reporting I,4.8 out of 5 stars,9 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/governmental-accounting-and-reporting-1,8 modules,"Financial Statements, Depreciation, Accrual Accounting, Fund Accounting, Non-Profit Accounting, Budgeting, General Ledger, Accountability, Reconciliation, Governmental Accounting, Accounting, Cash Flows, Generally Accepted Accounting Principles (GAAP), Financial Reporting, Revenue Recognition","Course Introduction and Module 1: Introduction and Principles of Governmental and Nonprofit Accounting | Module 2: Accounting and Financial Reporting for Governmental Entities | Module 3: Government-Wide Statement of Activities and Introduction to Governmental Fund Financial Statements | Module 4: Accounting for Governmental Operating Activities in the General Fund | Module 5: General Fund Financial Statements, Accounting for Special Revenue Fund and Permanent Fund, Accounting for Internal and External Transactions | Module 6: General Capital Assets and Capital Projects Fund Accounting for General Long-Term Liabilities and Debt Service | Module 7: Accounting for the Business-Type Activities of State and Local Governments | Module 8: Statement of Cash Flow for Proprietary Funds and Component Unit Reporting Requirements","Jenny Ulla, University of Illinois Urbana-Champaign",Starts Jul 17,Flexible schedule,Learn at your own pace
Arte 3D y animación en videojuegos,4.5 out of 5 stars,224 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/videojuegos-animation,4 modules,"Music, User Interface (UI) Design, User Interface and User Experience (UI/UX) Design, Creativity, Computer Graphics, Game Design, Aesthetics, Animation and Game Design, Video Game Development, Visualization (Computer Graphics), Unity Engine, 3D Modeling, Data Import/Export","IntroducciÃ³n al arte en videojuegos | Modelado y texturizado | ExportaciÃ³n al motor y animaciÃ³n | IluminaciÃ³n, interfaz y efectos","Enric MartÃ­ GÃ²dia, Pere Nolla RodrÃ­guez, Universitat AutÃ²noma de Barcelona",Starts Jul 17,Flexible schedule,Learn at your own pace
Advanced Requirements Management & Solution Evaluation,4.7 out of 5 stars,59 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advanced-requirements-management-solution-evaluation,3 modules,"Business Analysis, Root Cause Analysis, Data Mining, Change Management, Requirements Analysis, Project Performance, Business Requirements, Stakeholder Management, Performance Measurement, User Requirements Documents, Requirements Management, Solution Architecture, Jira (Software), Process Improvement, Analysis, Data-Driven Decision-Making, Backlogs, Prioritization",Requirements Lifecycle Management | Solution Evaluation | Final Assessment,Igor Arkhipov,Starts Jul 17,4 hours to complete,
Agribusiness and Sustainable Food Production Economics,4.7 out of 5 stars,58 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/agribusiness-and-sustainable-food-production-economics,,"Consumer Behaviour, Risk Mitigation, Environmental Social And Corporate Governance (ESG), Food and Beverage, Supply Chain, Balance Sheet, Financial Analysis, Supply Chain Systems, Commercial Real Estate, Investments, Transportation, Supply Chain, and Logistics, Legal Risk",Supply Chain of Agriculture | Issues in Supply Chain Management | Risks to Crop Production in Agriculture | Strategies and Tools to Mitigate Agricultural Risk | Agriculture as an Asset Class | Modern Issues in Food & Agriculture,"Gary Schnitkey, Ph.D., Bruce Sherrick, Ph.D., Joana Colussi, Ph.D., Paul B. Stoddard, Nicholas Paulson, Ph.D., University of Illinois Urbana-Champaign",Starts Jul 17,6 months,at 2 hours. a week
普通物理學-電磁學、光學及近代物理 (General Physics (1)),4.8 out of 5 stars,23 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/wuli,7 modules,"Calculus, Electronics, Physical Science, Mathematical Modeling, Electrical Systems, Physics, Basic Electrical Systems, Experimentation, Scientific Methods, Mechanics, Electrical Engineering",Week 1 éé»å­¸ï¼é»è·èé»å ´æ¦å¿µç°¡ä» | Week 2 æåçé»è·ï¼é»æµ | Week 3 ç¥ç§çç£å ´ | Week 4 é»èç£çå®ç¾çµå | Week 5 åå­¸ | Week 6 ç¸å°è« | Week 7 éå­çæ¦å¿µ,National Taiwan University,Starts Jul 17,Flexible schedule,Learn at your own pace
"Enterprise Data Integration, Governance and Architecture",4.6 out of 5 stars,39 reviews,Advanced · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/data-architect-advanced,,"Threat Detection, Data Migration, Data Management, Enterprise Architecture, Data Storage, Data Architecture, Data Governance, Data Security, Security Controls, Data Quality, Cloud Storage, Incident Response","Data Integration, Data Storage, & Data Migration | Data Privacy, Security, Governance, Risk and Compliance | Enterprise Data Architecture and Operations","Skill-Up EdTech Team, Ramesh Sannareddy, SkillUp EdTech",Starts Jul 17,Flexible schedule,Learn at your own pace
Agribusiness and Sustainable Food Production Economics,4.7 out of 5 stars,58 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/agribusiness-and-sustainable-food-production-economics,,"Food and Beverage, Environmental Social And Corporate Governance (ESG), Balance Sheet, Supply Chain Systems, Financial Analysis, Transportation, Supply Chain, and Logistics, Legal Risk, Asset Management, Consumer Behaviour, Risk Mitigation, Investments, Land Management",Supply Chain of Agriculture | Issues in Supply Chain Management | Risks to Crop Production in Agriculture | Strategies and Tools to Mitigate Agricultural Risk | Agriculture as an Asset Class | Modern Issues in Food & Agriculture,"Gary Schnitkey, Ph.D., Bruce Sherrick, Ph.D., Joana Colussi, Ph.D., Paul B. Stoddard, Nicholas Paulson, Ph.D., University of Illinois Urbana-Champaign",Starts Jul 17,6 months,at 2 hours. a week
普通物理學-電磁學、光學及近代物理 (General Physics (1)),4.8 out of 5 stars,23 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/wuli,7 modules,"Experimentation, Electronics, Physics, Mechanics, Calculus, Mathematical Modeling, Physical Science, Electrical Engineering, Scientific Methods, Basic Electrical Systems",Week 1 éé»å­¸ï¼é»è·èé»å ´æ¦å¿µç°¡ä» | Week 2 æåçé»è·ï¼é»æµ | Week 3 ç¥ç§çç£å ´ | Week 4 é»èç£çå®ç¾çµå | Week 5 åå­¸ | Week 6 ç¸å°è« | Week 7 éå­çæ¦å¿µ,National Taiwan University,Starts Jul 17,Flexible schedule,Learn at your own pace
"Enterprise Data Integration, Governance and Architecture",4.6 out of 5 stars,39 reviews,Advanced · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/data-architect-advanced,,"Threat Detection, Data Migration, Data Management, Enterprise Architecture, Data Storage, Data Architecture, Data Governance, Data Security, Security Controls, Data Quality, Cloud Storage, Incident Response","Data Integration, Data Storage, & Data Migration | Data Privacy, Security, Governance, Risk and Compliance | Enterprise Data Architecture and Operations","Skill-Up EdTech Team, Ramesh Sannareddy, SkillUp EdTech",Starts Jul 17,Flexible schedule,Learn at your own pace
Governmental Accounting and Reporting I,4.8 out of 5 stars,9 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/governmental-accounting-and-reporting-1,8 modules,"Financial Statements, Depreciation, Accrual Accounting, Fund Accounting, Non-Profit Accounting, Budgeting, General Ledger, Accountability, Reconciliation, Governmental Accounting, Accounting, Cash Flows, Generally Accepted Accounting Principles (GAAP), Financial Reporting, Revenue Recognition","Course Introduction and Module 1: Introduction and Principles of Governmental and Nonprofit Accounting | Module 2: Accounting and Financial Reporting for Governmental Entities | Module 3: Government-Wide Statement of Activities and Introduction to Governmental Fund Financial Statements | Module 4: Accounting for Governmental Operating Activities in the General Fund | Module 5: General Fund Financial Statements, Accounting for Special Revenue Fund and Permanent Fund, Accounting for Internal and External Transactions | Module 6: General Capital Assets and Capital Projects Fund Accounting for General Long-Term Liabilities and Debt Service | Module 7: Accounting for the Business-Type Activities of State and Local Governments | Module 8: Statement of Cash Flow for Proprietary Funds and Component Unit Reporting Requirements","Jenny Ulla, University of Illinois Urbana-Champaign",Starts Jul 17,Flexible schedule,Learn at your own pace
Innovation & Entrepreneurship Mindset,4.7 out of 5 stars,54 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/innovationfia,,"Ideation, New Product Development, Entrepreneurship, Presentations, Product Development, Project Risk Management, Value Propositions, Organizational Strategy, Business Strategies, Entrepreneurial Finance, Corporate Strategy, Corporate Sustainability",Introduction to Strategy | Strategic Management | Innovation Management | Entrepreneurship,"Edson Ito, Matheus Graciani, FundaÃ§Ã£o Instituto de AdministraÃ§Ã£o",Started Jul 14,3 months,at 10 hours. a week
Strategy and Innovation for Agile Organizations,4.5 out of 5 stars,28 reviews,Intermediate · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/strategy-innovation-agile-organizations,,"Customer Insights, Technology Strategies, Operational Efficiency, Business Strategies, Business Technologies, Agile Product Development, New Product Development, Market Trend, Business Strategy, Customer Analysis, Innovation, Customer experience strategy (CX)",Agile Strategy for Competitive Advantage | Customer-Centric Innovation | Digital Transformation for Agile Organizations,"Duke Corporate Education, Duke University",Starts Jul 17,1 month,at 2 hours. a week
Cash Flow Management,4.7 out of 5 stars,35 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cash-flow-management,3 modules,"Cash Management, Operational Efficiency, Business Metrics, Working Capital, Inventory Management System, Cash Flows, Accounts Payable, Return On Investment, Accounts Receivable, Strategic Decision-Making, Financial Analysis, Financial Statements",Course Overview | Return on Invested Capital (ROIC) and Free Cash Flow (FCF) | Cash Cycle,"Joseph Perfetti, Duke University",Starts Jul 17,3 hours to complete,
Game Design and Development 3: 3D Shooter,4.8 out of 5 stars,64 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/game-design-and-development-3,4 modules,"Augmented and Virtual Reality (AR/VR), Video Game Development, Music, Unity Engine, 3D Modeling, Software Design, Prototyping, Computer Graphics, Multimedia, Game Design, Animations",Your Third Step into Game Design and Development | Game Assets | Level Design and Game Balancing | Making Your Game Better,"Brian Winn, Michigan State University",Starts Jul 17,14 hours to complete,
Artificial Intelligence Ethics in Action,4.6 out of 5 stars,291 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-ethics-analysis,4 modules,"Predictive Modeling, Analysis, Analytical Skills, Large Language Modeling, Natural Language Processing, Data Ethics, Game Theory, Artificial Intelligence, Ethical Standards And Conduct, Generative AI, OpenAI, Machine Learning",Introduction | Project 1 - OpenAI: GPT-3 Analysis | Project 2 - Alleghany Screening Analysis | Project 3 - Game Theory Algorithm Design,Brent Summers,Starts Jul 17,5 hours to complete,
Generative Pre-trained Transformers (GPT),4.4 out of 5 stars,33 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt,3 modules,"Artificial Intelligence, Natural Language Processing, Artificial Neural Networks, Data Ethics, Prompt Engineering, Risk Management Framework, Generative AI, Large Language Modeling, Deep Learning, ChatGPT, PyTorch (Machine Learning Library), Tensorflow",Language Modeling | Transformers and GPT | Applications and Implications,"Mary Ellen Foster, Sean MacAvaney, Jake Lever, University of Glasgow",Starts Jul 17,12 hours to complete,
Software Requirements Prioritization: Risk Analysis,4.6 out of 5 stars,113 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/software-requirements-prioritization,4 modules,"Risk Management Framework, Security Requirements Analysis, Verification And Validation, Software Visualization, Scalability, Requirements Analysis","Risk Analysis, Assessment and Prioritization | Dealing with Risk | Controlling Risk | Incorporating Risk Management into Your Process","Kristen Walcott-Justice, University of Colorado System",Starts Jul 17,18 hours to complete,
Física: Dimensión y Movimiento,4.6 out of 5 stars,210 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/fisica-dimension-movimiento,5 modules,"Applied Mathematics, Mechanics, Systems Of Measurement, Graphing, Geometry, Physics, Scientific Methods, Algebra, Arithmetic, Calculus, Mathematical Modeling","Recursos de apoyo: Herramientas y conceptos bÃ¡sicos | AnÃ¡lisis dimensional, Cifras significativas e IntroducciÃ³n al movimiento | Velocidad instantÃ¡nea y derivada | Teorema del valor promedio e integrales | InterpretaciÃ³n de grÃ¡ficas","Dr. Genaro Zavala EnrÃ­quez, Ing. Rodolfo FernÃ¡ndez de Lara Hadad, Ing. JosÃ© Rodrigo  SalmÃ³n Folgueras, TecnolÃ³gico de Monterrey",Starts Jul 17,,
"Two Speed IT: How Companies Can Surf the Digital Wave, a BCG Perspective",4.3 out of 5 stars,151 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/2-speed-it,7 modules,"IT Management, Financial Management, Business Analysis, Digital Transformation, Product Strategy, Information Technology, Product Marketing, Operational Efficiency, Business Transformation, Expectation Management, Workforce Management, Company, Product, and Service Knowledge, Profit and Loss (P&L) Management",Introduction | IT and the CIO in the Digital World | Steer the Balance Sheet | Market and Sell Products | Run the Factories | Manage Human Resources | Transform or Disappear,"Antoine GourÃ©vitch, Vanessa Lyon, Eric Baudson",Starts Jul 17,Flexible schedule,Learn at your own pace
Introduction to Data Science and scikit-learn in Python,3.7 out of 5 stars,50 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-science-and-scikit-learn-in-python,4 modules,"Pandas (Python Package), Predictive Modeling, Data Manipulation, Feature Engineering, Python Programming, Exploratory Data Analysis, Data Processing, Machine Learning, Data Analysis, Data Science, Statistical Hypothesis Testing, Classification And Regression Tree (CART), Statistical Methods, NumPy, Computer Programming, Regression Analysis, Data Structures, Scikit Learn (Machine Learning Library)","Introduction to Python Programming for Hypothesis Testing | Creating a Hypothesis: Numpy, Pandas, and Scikit-Learn | Scikit-Learn Revisited: ML for Hypothesis Testing | Using Classification to Predict the Presence of Heart Disease","Sabrina Moore, Rajvir Dua, Neelesh Tiruviluamala",Starts Jul 17,13 hours to complete,
Electrodynamics: In-depth Solutions for Maxwell’s Equations,4.8 out of 5 stars,115 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/electrodynamics-solutions-maxwells-equations,6 modules,"Basic Electrical Systems, Linear Algebra, Electronic Components, Applied Mathematics, Physics, Electrical Engineering, Electronics, Electrical Systems, Advanced Mathematics, Engineering Analysis, Integral Calculus, Differential Equations, Mathematical Modeling",The Laws of Induction | The Maxwell Equations | Maxwell's Equations in Free Space | Maxwell's Equations with Currents and Charges | Introduction to Alternating Circuits | Final Project,"Seungbum Hong, Korea Advanced Institute of Science and Technology(KAIST)",Starts Jul 17,19 hours to complete,
3.- El Cálculo - Modelo Cúbico,4.7 out of 5 stars,233 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/calculo-3,4 modules,"Mathematical Modeling, Derivatives, Mathematical Theory & Analysis, Mathematics Education, Calculus, Graphing, Algebra, Applied Mathematics, Graphical Tools",Concebimos un movimiento diferente | Ecuaciones y funciones cÃºbicas | La derivada cuadrÃ¡tica y la funciÃ³n cÃºbica | Aplicaciones con cÃºbicas,"Dra. Patricia Salinas MartÃ­nez, TecnolÃ³gico de Monterrey, Proceso para obtener el certificado de Coursera, Proceso para solicitar la acreditaciÃ³n",Starts Jul 17,Flexible schedule,Learn at your own pace
An Introduction to Fixed Income Securities,4.4 out of 5 stars,25 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/an-introduction-to-fixed-income-securities,1 module,"Financial Market, Investments, Wealth Management, Securities (Finance), Risk Analysis, Credit Risk, Finance, Risk Management, Market Dynamics, Portfolio Management, Investment Banking, Financial Analysis",An Introduction to Fixed Income Securities,"Arkadi Avanesyan, Coursera Instructor Network",Starts Jul 17,1 hour to complete,
Física: Dimensión y Movimiento,4.6 out of 5 stars,210 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/fisica-dimension-movimiento,5 modules,"Applied Mathematics, Mechanics, Systems Of Measurement, Graphing, Geometry, Physics, Scientific Methods, Algebra, Arithmetic, Calculus, Mathematical Modeling","Recursos de apoyo: Herramientas y conceptos bÃ¡sicos | AnÃ¡lisis dimensional, Cifras significativas e IntroducciÃ³n al movimiento | Velocidad instantÃ¡nea y derivada | Teorema del valor promedio e integrales | InterpretaciÃ³n de grÃ¡ficas","Dr. Genaro Zavala EnrÃ­quez, Ing. Rodolfo FernÃ¡ndez de Lara Hadad, Ing. JosÃ© Rodrigo  SalmÃ³n Folgueras, TecnolÃ³gico de Monterrey",Starts Jul 17,Flexible schedule,Learn at your own pace
用 Python 做商管程式設計（二）(Programming for Business Computing in Python (2)),4.6 out of 5 stars,261 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/pbc2,4 modules,"Debugging, Programming Principles, File Management, Data Structures, Financial Data, Scripting, Data Analysis, Data Visualization Software, Data Manipulation, Data Processing, Financial Analysis, Python Programming",å½æ¸ (Functions and Fruitful Functions) | å­ä¸² (Strings) | è³æçµæ§ (Data Structure)ãæªæ¡è®å¯«ãèä¾å¤èç | ç¨ Python åæè²¡éè³æ,National Taiwan University,Starts Jul 17,9 hours to complete,
Kit básico (para evitar los errores más frecuentes) de finanzas,4.6 out of 5 stars,143 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/finanzas-basicas,6 modules,"Consumer Behaviour, Finance, Empowerment, Asset Protection, Decision Making, Psychology, Behavioral Economics, Financial Planning, Loans, Budgeting, Risk Management",Bienvenidos y bienvenidas | El empoderamiento financiero se inicia con un presupuesto | Â¿Es necesario endeudarse? | El ciclo vital condiciona la planificaciÃ³n financiera | La protecciÃ³n personal y del patrimonio | El abuso financiero,"Jordi Celma, GlÃ²ria CallicÃ³, Universitat AutÃ²noma de Barcelona",Starts Jul 17,Flexible schedule,Approx. 13 hours.Learn at your own pace
GenAI in Business: Discover the Possibilities,4.6 out of 5 stars,38 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/discover-the-possibilities,3 modules,"ChatGPT, Digital Transformation, Innovation, Generative AI, Business Process Management, Prompt Engineering, Automation, Large Language Modeling, Solution Design, Business Process Automation, Business Strategy, Business Transformation, Technology Strategies",Introduction | GenAI in Action: Maizey Case Study | GenAI Concepts,"Andrew Wu, University of Michigan",Starts Jul 17,3 hours to complete,
Church Administration: Finance,4.9 out of 5 stars,30 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/divinity-church-admin-finance,,"Prioritization, Budgeting, Organizational Strategy, Financial Analysis, Ethical Standards And Conduct, Business Metrics, Leadership and Management, Leadership, Organizational Skills, Tax, Asset Management, Time Management",Church Administration Theology and Time Management | Strategic Management for Churches | Financial Management for Churches,"Rae Cho, Russell Elmayan, Duke University",Starts Jul 17,,
Current Gen 3D Game Prop Production,4.8 out of 5 stars,48 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/3d-game-prop-production,6 modules,"Animation and Game Design, Video Game Development, Baking, Design Research, 3D Modeling, Computer Graphics, Prototyping",Week 1: Blocking-In Model | Week 2: Mid-Poly Block-In Model | Week 3: High-Poly Model | Week 4: Low-Poly Model | Week 5: PBR Texturing | Week 6: Final Project and Presentation,"Andrew Dennis, Michigan State University, Wow, this seems like too much work!",Starts Jul 17,14 hours to complete,
Arctic Meltdown,4.7 out of 5 stars,52 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/arctic-climate-environment-geographies,,"Governance, Energy and Utilities, Environment, Socioeconomics, Cultural Diversity, Geographic Information Systems, Environmental Monitoring, Physical Science, International Relations, Social Studies, Environmental Science, Environmental Issue",Intro to the Arctic | Polar Peril | The North Awakens,"Mark C. Serreze, University of Colorado Boulder",Starts Jul 17,1 month,at 10 hours. a week
Structure: Building the Frame for Business Growth,4.8 out of 5 stars,158 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/business-structure,4 modules,"Income Statement, Business Planning, Balance Sheet, Organizational Structure, Intellectual Property, Financial Statement Analysis, Regulation and Legal Compliance, Financial Statements, Recruitment Strategies, Business Strategies, Team Management, Cash Flows",Company Structure & The Foundation: Financial Statements and Projections | The Frame: Forming the Legal Entity | The Features: Intellectual Property | The Finish: Building the Team,"Ken Szymusiak, Forrest S. Carter, David Wheeler, Michigan State University",Starts Jul 17,Flexible schedule,Learn at your own pace
Current Gen 3D Game Prop Production,4.8 out of 5 stars,48 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/3d-game-prop-production,6 modules,"3D Modeling, Design Research, Video Game Development, Baking, Prototyping, Animation and Game Design, Computer Graphics",Week 1: Blocking-In Model | Week 2: Mid-Poly Block-In Model | Week 3: High-Poly Model | Week 4: Low-Poly Model | Week 5: PBR Texturing | Week 6: Final Project and Presentation,"Andrew Dennis, Michigan State University, Wow, this seems like too much work!",Starts Jul 17,14 hours to complete,
Arctic Meltdown,4.7 out of 5 stars,52 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/arctic-climate-environment-geographies,,"Governance, Energy and Utilities, Environment, Socioeconomics, Cultural Diversity, Geographic Information Systems, Environmental Monitoring, Physical Science, International Relations, Social Studies, Environmental Science, Environmental Issue",Intro to the Arctic | Polar Peril | The North Awakens,"Mark C. Serreze, University of Colorado Boulder",Starts Jul 17,1 month,at 10 hours. a week
Technology Entrepreneurship,4.4 out of 5 stars,27 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/technology-entrepreneurship,,"Growth Strategies, Ideation, Entrepreneurship, Product Development, Design Thinking, Performance Measurement, Market Research, Value Propositions, New Product Development, Entrepreneurial Finance, Leadership and Management, Financial Statements","Getting Started with Technology Startups | Creating a Technology Startup Company | Forming, Funding, and Launching a Technology Startup Company","John E. Thomas, University of Colorado Boulder",Starts Jul 17,4 months,at 7 hours. a week
Capstone: Build a Winning Investment Portfolio,4.4 out of 5 stars,66 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/investment-portfolio-management-capstone,6 modules,"Asset Management, Financial Analysis, Financial Market, Forecasting, Wealth Management, Investments, Performance Analysis, Equities, Simulation and Simulation Software, Decision Making, Peer Review, Portfolio Management, Risk Analysis, Market Trend",Developing Asset Allocation Strategies | Developing a Macro View / Tactical Portfolio Shifts | Behavioral Finance | Styles of Investing | Performance Evaluation | Sim Portfolio Evaluation (Peer Graded),"Jill Foote, Rice University",Starts Jul 17,Flexible schedule,Learn at your own pace
Prediction Models with Sports Data,4.5 out of 5 stars,39 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/prediction-models-sports-data,5 modules,"Predictive Modeling, Predictive Analytics, Probability, Python Programming, Performance Analysis, Data Analysis, Market Data, Analytics, Ethical Standards And Conduct, Probability & Statistics, Forecasting, Regression Analysis, Data Processing, Data Manipulation",Week 1 | Week 2 | Week 3 | Week 4 | Week 5,"Youngho Park, Stefan Szymanski, University of Michigan",Starts Jul 17,33 hours to complete,
Spacecraft Dynamics Capstone: Mars Mission,4.6 out of 5 stars,49 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/capstone-mars-mission,5 modules,"Numerical Analysis, Matlab, Control Systems, Torque (Physics), Mathematical Modeling, Visualization (Computer Graphics), Engineering Calculations, Simulations, Engineering Analysis",Introduction to the Mission | Orbits | Reference Frame Orientation | Attitude Evaluation and Simulator | Complete the Mission,"Hanspeter Schaub, University of Colorado Boulder",Starts Jul 17,43 hours to complete,
Global Systemic Risk,4.7 out of 5 stars,399 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/global-systemic-risk,6 modules,"International Relations, Complex Problem Solving, Risk Analysis, Public Health, Governance, Supply Chain, Network Analysis, World History, Systems Thinking, Financial Systems, Epidemiology, Economics","Week 1: Introduction, What is Globalization, Debating Globalization | Week 2: Systems and Networks | Week 3: Risk and GSR | Week 4: Trade and Finance | Week 5: COVID-19 and Governance | Week 6: Collapse","Miguel A. Centeno, Princeton University",Starts Jul 17,20 hours to complete,
Single-Phase Pipe Hydraulics and Pipe Sizing,4.4 out of 5 stars,41 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/single-phase-pipe-hydraulics-pipe-sizing,4 modules,"Hydraulics, Mathematical Modeling, Mechanical Engineering, Engineering Analysis, Chemical Engineering, Engineering Calculations, Process Analysis, Process Flow Diagrams","Single-phase: Flow Regimes and Pressure Drop | Single-phase Pressure Drop through Piping Components | Single-phase Pressure Drop through Piping Networks | Transient Analysis, Water and Steam Hammer, Gravity","Subject Matter Expert, L&T EduTech",Starts Jul 17,11 hours to complete,
Intermediate DAX & Time Intelligence,4.9 out of 5 stars,35 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/intermediate-dax-and-time-intelligence,10 modules,"Pivot Tables And Charts, Data Analysis Expressions (DAX), Data Analysis Software, Data Transformation, Power BI, Excel Formulas, Microsoft Excel, Data Manipulation, Time Series Analysis and Forecasting, Data Modeling, Business Intelligence",Getting Started | Introduction to DAX | DAX Scalar Functions | Week 1 Challenge | DAX Table Functions | Data Modeling & Context | Week 2 Challenge | Date & Time Intelligence | Course Summary | Week 3 Challenge,"CFI (Corporate Finance Institute), Corporate Finance Institute",Starts Jul 17,5 hours to complete,
Overview of Automotive SPICE,4.5 out of 5 stars,68 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/automotive-spice,4 modules,"Systems Engineering, Quality Control, Requirements Analysis, Verification And Validation, Software Engineering, Systems Development Life Cycle, Software Quality Assurance, Process Driven Development, Configuration Management, Risk Management Framework, Quality Assurance, Software Development, Process Management, Software Development Life Cycle",Introduction to ASPICE | ASPICE Process Areas and Capability Levels | Implementing ASPICE in Software Development | ASPICE Assessment and Certification,,Starts Jul 17,5 hours to complete,
