課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Tools of the Trade: Linux and SQL,4.8 out of 5 stars,5.5K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/linux-and-sql,4 modules,"User Accounts, File Systems, Database Management, Bash (Scripting Language), Command-Line Interface, Unix, Linux, Relational Databases, Authorization (Computing), SQL, Operating Systems, Authentications, Linux Commands",Introduction to operating systems | The Linux operating system | Linux commands in the Bash shell | Databases and SQL,,Starts Jul 19,Flexible schedule,Approx. 23 hours.Learn at your own pace
SQL Fundamentals for Data Analysts,4.8 out of 5 stars,41 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/sql-fundamentals-for-data-analysts,7 modules,"Data Manipulation, Data Analysis, Databases, Data Transformation, Data Warehousing, Relational Databases, SQL, Business Intelligence, Query Languages",Getting Started | Basic SQL Queries | Manipulating Values with Functions | SQL Theory | Working with Multiple Tables | Advanced Functions and Queries | Qualified Assessment,"CFI (Corporate Finance Institute), Corporate Finance Institute",Starts Jul 19,5 hours to complete,
The Structured Query Language (SQL),4.7 out of 5 stars,1K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/the-structured-query-language-sql,6 modules,"Data Access, Database Application, Data Modeling, Data Analysis, Relational Databases, SQL, Data Science, Database Design, Data Manipulation, Database Management, Query Languages, Database Theory, Database Administration","Introduction to SQL - Structured Query Language | The Basic SELECT Statement | Group Functions, SubTotals, and Subqueries | Getting Data from Multiple Tables | DDL and DML | Advanced SQL Commands","Alan Paradise, University of Colorado Boulder",Started Jul 8,Flexible schedule,Approx. 27 hours.Learn at your own pace
Intro to SQL,4.4 out of 5 stars,10 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/intro-to-sql,2 modules,"Scripting, Stored Procedure, Data Manipulation, IT Automation, Query Languages, Database Management Systems, Data Synthesis, SQL, Relational Databases, Data Access, Database Management","SQL Basics & Data Selection | Sorting, Aggregation & Data Manipulation",Gregor Thomson,Starts Jul 19,2 hours to complete,
Introduction to SQL for BigQuery and Cloud SQL,4.5 out of 5 stars,102 reviews,Beginner · Project · Less Than 2 Hours,https://www.coursera.org/projects/googlecloud-introduction-to-sql-for-bigquery-and-cloud-sql-dmxlm,,"SQL, Database Development, Google Cloud Platform, Database Management, Query Languages, Data Warehousing, Data Import/Export",,"Google Cloud Training, Google Cloud",,1 hour,Learn at your own pace
SQL Foundations,4.3 out of 5 stars,7 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/sql-foundations,4 modules,"Microsoft SQL Servers, SQL, Query Languages, Data Manipulation, Data Transformation, Data Presentation, Data Access, Databases, Transact-SQL, Generative AI, Relational Databases, Database Management Systems",Module 1: Introduction to SQL and Course Overview | Module 2: Retrieve Data from a Database with SQL Queries | Module 3: Data Transformations with Aliases and Filtering | Module 4: Data Encapsulation and Exploring AI,,Starts Jul 19,Flexible schedule,Learn at your own pace
Microsoft Azure SQL,4.6 out of 5 stars,256 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/microsoft-azure-sql,2 modules,"Database Systems, NoSQL, Databases, Microsoft Azure, PostgreSQL, Relational Databases, SQL, Data Storage Technologies, Database Management, Data Security, Cloud Services, Data Management, MySQL","Relational Data Services in Microsoft Azure | Explore Provisioning, Deploying, and Querying Relational Data in Microsoft Azure",,Starts Jul 19,6 hours to complete,
Advanced Relational Database and SQL,4.5 out of 5 stars,389 reviews,Advanced · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/advanced-rdb-sql,,"Database Administration, Query Languages, Data Science, Stored Procedure, Database Development, Relational Databases, SQL, Data Presentation",,"Harrison Kong, Coursera Project Network",,1.5 hours,Learn at your own pace
Data Analysis Using SQL,4.5 out of 5 stars,44 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/data-analysis-sql,5 modules,"Database Design, Data Transformation, Databases, Data Manipulation, Database Management, Query Languages, Data Integrity, Data Analysis, Data Cleansing, SQL, Relational Databases, MySQL Workbench",Introduction to Data Analysis using SQL | Data Analysis with SQL on a Single Table | Advanced functions on Single Tables in SQL | Analyzing Multiple Tables in SQL | CRUD Operations in SQL,"Analytics Vidhya, Fractal Analytics",Starts Jul 19,17 hours to complete,
Microsoft Power BI Data Analyst,4.6 out of 5 stars,7.7K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst,,"Database Design, Power BI, Microsoft Power Platform, SQL, Microsoft Excel, Data Collection, Data Quality, Data Storage, Statistical Visualization, Data Manipulation, Statistical Reporting, Data Integration","Preparing  Data for Analysis with Microsoft Excel | Harnessing the Power of Data with Power BI | Extract, Transform and Load Data in Power BI | Data Modeling in Power BI | Data Analysis and Visualization with Power BI | Creative Designing in Power BI | Deploy and Maintain Power BI Assets and Capstone project | Microsoft PL-300 Exam Preparation and Practice",,Starts Jul 19,Flexible schedule,"5 months, 10 hours. a weekLearn at your own pace"
Data Science Fundamentals with Python and SQL,4.6 out of 5 stars,72K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,,"Probability Distribution, Data Analysis Software, Descriptive Statistics, Dashboard, SQL, Data Structures, Jupyter, Computer Programming Tools, Databases, Statistics, Data Science, Regression Analysis","Tools for Data Science | Python for Data Science, AI & Development | Python Project for Data Science | Statistics for Data Science with Python | Databases and SQL for Data Science with Python","Murtaza Haider, Romeo Kienzler, Joseph Santarcangelo, Rav Ahuja, Hima Vasudevan, Azim Hirjani, Aije Egwaikhide, Svetlana Levitan",Starts Jul 19,Flexible schedule,"2 months, 10 hours. a weekLearn at your own pace"
Data Analysis with Spreadsheets and SQL,4.6 out of 5 stars,242 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/data-analysis-with-spreadsheets-and-sql,5 modules,"Spreadsheet Software, Dashboard, SQL, Data Cleansing, Descriptive Statistics, Pivot Tables And Charts, Data-Driven Decision-Making, Data Visualization Software, Tableau Software, Google Sheets, Data Analysis, Data Manipulation, Exploratory Data Analysis, Data Visualization, Statistical Analysis, Correlation Analysis, Data Storytelling",Working with Data in Spreadsheets | Data Analysis with Spreadsheets | Extracting Data with SQL | Data Visualization | Creating Dashboards,Brandon Larkin,Starts Jul 19,Flexible schedule,Approx. 26 hours.Learn at your own pace
SQL for Data Science with R,4.4 out of 5 stars,177 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/sql-data-science-r,6 modules,"Databases, Query Languages, R Programming, Data Modeling, Database Management, Data Access, SQL, Data Analysis, Database Design, Exploratory Data Analysis, Data Science, Data Manipulation, Relational Databases",Getting Started with SQL | Introduction to Relational Databases and Tables | Intermediate SQL | Getting Started with Databases using R | Working with Database Objects using R | Course Project,Rav Ahuja,Starts Jul 19,Flexible schedule,Approx. 27 hours.Learn at your own pace
Manipulating Data with SQL,4.6 out of 5 stars,195 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/manipulating-data-with-sql,,"Data Manipulation, Data Integrity, Data Management, Debugging, Database Design, Relational Databases, SQL, Database Management Systems, Databases",,"Judy Richardson, Coursera Project Network",,50 minutes,Learn at your own pace
Microsoft Azure SQL,4.6 out of 5 stars,256 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/microsoft-azure-sql,2 modules,"Database Systems, NoSQL, Databases, Microsoft Azure, PostgreSQL, Relational Databases, SQL, Data Storage Technologies, Database Management, Data Security, Cloud Services, Data Management, MySQL","Relational Data Services in Microsoft Azure | Explore Provisioning, Deploying, and Querying Relational Data in Microsoft Azure",,Starts Jul 19,6 hours to complete,
IBM Data Engineering,4.6 out of 5 stars,59K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-data-engineer,,"Apache Hadoop, Database Design, IBM Cognos Analytics, Generative AI, Extract, Transform, Load, SQL, Database Administration, Linux Commands, Jupyter, Data Science, Professional Networking, NoSQL","Introduction to Data Engineering | Python for Data Science, AI & Development | Python Project for Data Engineering | Introduction to Relational Databases (RDBMS) | Databases and SQL for Data Science with Python | Hands-on Introduction to Linux Commands and Shell Scripting | Relational Database Administration (DBA) | ETL and Data Pipelines with Shell, Airflow and Kafka | Data Warehouse Fundamentals | BI Dashboards with IBM Cognos Analytics and Google Looker | Introduction to NoSQL Databases | Introduction to Big Data with Spark and Hadoop | Machine Learning with Apache Spark | Data Engineering Capstone Project | Generative AI: Elevate your Data Engineering Career | Data Engineering Career Guide and Interview Preparation","IBM Skills Network Team, Muhammad Yahya, Abhishek Gagneja, Shubhra Das, Romeo Kienzler, Joseph Santarcangelo, Rav Ahuja, Hima Vasudevan, Sandip Saha Joy, Priya Kapoor, Steve Ryan, Lavanya Thiruvali Sunderarajan, Aije Egwaikhide, Yan Luo, Ramesh Sannareddy, Sabrina Spillner, Jeff Grossman, Sam Prokopchuk",Starts Jul 19,Flexible schedule,"6 months, 10 hours. a weekLearn at your own pace"
Introduction to Data Analytics,4.8 out of 5 stars,19K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-data-analytics,5 modules,"Data Science, Microsoft Excel, Data Lakes, Apache Spark, Data Visualization, Big Data, Data Visualization Software, Data Cleansing, Apache Hive, Relational Databases, Data Analysis, Data Warehousing, Apache Hadoop, Statistical Analysis",What is Data Analytics | The Data Ecosystem | Gathering and Wrangling Data | Mining & Visualizing Data and Communicating Results | Career Opportunities and Data Analysis in Action,Rav Ahuja,Starts Jul 19,,
DeepLearning.AI Data Analytics,4.7 out of 5 stars,126 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/data-analytics,,"Tableau Software, Descriptive Statistics, Dashboard, Extract, Transform, Load, Statistics, Web Scraping, Pandas (Python Package), Data Validation, LinkedIn, Probability & Statistics, Data Presentation, Time Series Analysis and Forecasting",Data Analytics Foundations | Applied Statistics for Data Analytics | Python for Data Analytics | Data I/O and Preprocessing with Python and SQL | Data Storytelling,Sean Barnes,Starts Jul 19,4 months,at 5 hours. a week
