課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Computer Science: Programming with a Purpose,4.7 out of 5 stars,1.3K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/cs-programming-java,10 modules,"Debugging, Object Oriented Programming (OOP), Algorithms, Java, Programming Principles, Program Development, Data Structures, Computer Science, Performance Tuning, Computer Programming, Java Programming, Animations, Computational Thinking",BASIC PROGRAMMING CONCEPTS | CONDITIONALS AND LOOPS | ARRAYS | INPUT AND OUTPUT | FUNCTIONS AND LIBRARIES | RECURSION | PERFORMANCE | ABSTRACT DATA TYPES | CREATING DATA TYPES | PROGRAMMING LANGUAGES,"Robert Sedgewick, Kevin Wayne, Princeton University",Starts Jul 19,Flexible schedule,Approx. 88 hours.Learn at your own pace
Introduction to Computer Science and Programming,4.2 out of 5 stars,1.5K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/introduction-computer-science-programming,,"Development Environment, Web Applications, Arithmetic, Computer Networking, General Mathematics, Theoretical Computer Science, Computer Graphics, Cybersecurity, Javascript, Debugging, Operating Systems, Systems Of Measurement",Introduction to Computer Programming | How Computers Work | Mathematics for Computer Science,"Dr Simon Katan, Prof Marco Gillies, Dr Matthew Yee-King, Dr Edward Anstead, Omar Karakchi, University of London, Goldsmiths, University of London",Starts Jul 19,1 month,at 10 hours. a week
"Computer Science:  Algorithms, Theory, and Machines",4.7 out of 5 stars,714 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/cs-algorithms-theory-machines,11 modules,"Computer Hardware, Theoretical Computer Science, Computer Architecture, Algorithms, Java Programming, Data Structures, Computer Science, Computational Logic, Computational Thinking, Programming Principles",INFORMATION ABOUT LECTURES 1â10 | SORTING AND SEARCHING | STACKS AND QUEUES | SYMBOL TABLES | INTRODUCTION TO THE THEORY OF COMPUTING | TURING MACHINES | INTRACTABILITY | A COMPUTING MACHINE | VON NEUMANN MACHINES | COMBINATIONAL CIRCUITS | CENTRAL PROCESSING UNIT,"Robert Sedgewick, Kevin Wayne, Princeton University",Starts Jul 19,Flexible schedule,Approx. 20 hours.Learn at your own pace
Computational Thinking for Problem Solving,4.7 out of 5 stars,1.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/computational-thinking-problem-solving,4 modules,"Computational Thinking, Pseudocode, Computer Programming, Analysis, Debugging, Computer Hardware, Data Structures, Python Programming, Algorithms, Problem Solving",Pillars of Computational Thinking | Expressing and Analyzing Algorithms | Fundamental Operations of a Modern Computer | Applied Computational Thinking Using Python,"Susan Davidson, University of Pennsylvania",Starts Jul 19,Flexible schedule,Approx. 18 hours.Learn at your own pace
Fundamentals of Computing,4.8 out of 5 stars,4.1K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/computer-fundamentals,,"Combinatorics, Interactive Design, Event-Driven Programming, Object Oriented Programming (OOP), Theoretical Computer Science, Data Structures, Application Development, Probability, Big Data, Graph Theory, Computer Science, Programming Principles",An Introduction to Interactive Programming in Python (Part 1) | An Introduction to Interactive Programming in Python (Part 2) | Principles of Computing (Part 1) | Principles of Computing (Part 2) | Algorithmic Thinking (Part 1) | Algorithmic Thinking (Part 2) | The Fundamentals of Computing Capstone Exam,"Luay Nakhleh, Joe Warren, John Greiner, Scott Rixner, Stephen Wong, Rice University",Starts Jul 19,2 months,at 10 hours. a week
Meta Full-Stack Developer,4.7 out of 5 stars,24K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/meta-full-stack-developer,,"Database Design, HTML and CSS, Jest (JavaScript Testing Framework), Unix Commands, React.js, Object Oriented Programming (OOP), Mobile Development, SQL, Responsive Web Design, API Design, Linux Commands, Version Control",Introduction to Front-End Development | Programming with JavaScript | Version Control | HTML and CSS in depth | React Basics | Advanced React | Programming in Python | Introduction to Databases for Back-End Development | Django Web Framework | APIs,Taught by Meta Staff,Starts Jul 19,8 months,at 10 hours. a week
Accelerated Computer Science Fundamentals,4.7 out of 5 stars,3.5K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/cs-fundamentals,,"Development Environment, Object Oriented Design, Database Theory, Object Oriented Programming (OOP), Theoretical Computer Science, Data Structures, Debugging, Graph Theory, Data Storage, C++ (Programming Language), Software Engineering, Database Systems",Object-Oriented Data Structures in C++ | Ordered Data Structures | Unordered Data Structures,"Wade Fagen-Ulmschneider, University of Illinois Urbana-Champaign",Starts Jul 19,2 months,at 10 hours. a week
Algorithms,4.8 out of 5 stars,6K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/algorithms,,"Theoretical Computer Science, Data Structures, Probability, Design Strategies, Mathematical Theory & Analysis, Operations Research, Graph Theory, Analysis, Network Model, Computational Thinking, Network Routing, Network Analysis","Divide and Conquer, Sorting and Searching, and Randomized Algorithms | Graph Search, Shortest Paths, and Data Structures | Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming | Shortest Paths Revisited, NP-Complete Problems and What To Do About Them","Tim Roughgarden, Stanford University",Starts Jul 19,1 month,at 10 hours. a week
Introduction to Software Engineering,4.7 out of 5 stars,3.6K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-software-engineering,6 modules,"Software Architecture, Software Design Patterns, Integrated Development Environments, Unified Modeling Language, Development Environment, Python Programming, Programming Principles, Systems Development, Software Design, Software Documentation, Engineering Software, Software Engineering, Program Development, Application Development, Software Development Life Cycle, Software Development Methodologies, Software Development Tools, Agile Methodology","The Software Development Lifecycle | Introduction to Software Development | Basics of Programming | Software Architecture, Design, and Patterns | Job Opportunities and Skillsets in Software Engineering | Final Quiz and Final Project","Rav Ahuja, Bethany Hudnutt",Starts Jul 19,Flexible schedule,Approx. 14 hours.Learn at your own pace
Learn to Program: The Fundamentals,4.7 out of 5 stars,6.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/learn-to-program,7 modules,"Debugging, Software Documentation, File Management, Programming Principles, Python Programming, Integrated Development Environments, Program Development, Computer Programming, Data Structures","Python, Variables, and Functions | Strings and Designing Functions | Booleans, Import, Namespaces, and if Statements | For Loops and Fancy String Manipulation | While Loops, Lists, and Mutability | For Loops Over Indices, Parallel and Nested Lists and Strings, and Files | Tuples and Dictionaries","Jennifer Campbell, Paul Gries, University of Toronto",Starts Jul 19,,
Meta Web Development Fundamentals,4.7 out of 5 stars,16K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/meta-web-development-fundamentals,,"Database Design, HTML and CSS, Communication, Front-End Web Development, Unit Testing, Object Oriented Programming (OOP), SQL, Responsive Web Design, Database Administration, Debugging, Databases, Database Management Systems",Introduction to Front-End Development | HTML and CSS in depth | Programming in Python | Introduction to Databases for Back-End Development | Django Web Framework,Taught by Meta Staff,Starts Jul 19,4 months,at 10 hours. a week
Data Structures and Algorithms,4.6 out of 5 stars,17K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-structures-algorithms,,"Software Testing, Theoretical Computer Science, Data Structures, Debugging, Operations Research, Graph Theory, Data Storage, Network Model, Programming Principles, Computational Thinking, Epidemiology, Test Engineering",Algorithmic Toolbox | Data Structures | Algorithms on Graphs | Algorithms on Strings | Advanced Algorithms and Complexity | Genome Assembly Programming Challenge,"Michael Levin, Daniel M Kane, Pavel  Pevzner, Neil Rhodes, Alexander S. Kulikov, University of California San Diego",Starts Jul 19,5 months,at 10 hours. a week
Introduction to Software Engineering,4.7 out of 5 stars,3.6K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-software-engineering,6 modules,"Software Architecture, Software Design Patterns, Integrated Development Environments, Unified Modeling Language, Development Environment, Python Programming, Programming Principles, Systems Development, Software Design, Software Documentation, Engineering Software, Software Engineering, Program Development, Application Development, Software Development Life Cycle, Software Development Methodologies, Software Development Tools, Agile Methodology","The Software Development Lifecycle | Introduction to Software Development | Basics of Programming | Software Architecture, Design, and Patterns | Job Opportunities and Skillsets in Software Engineering | Final Quiz and Final Project","Rav Ahuja, Bethany Hudnutt",Starts Jul 19,Flexible schedule,Approx. 14 hours.Learn at your own pace
Programming Fundamentals,4.7 out of 5 stars,6.9K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/programming-fundamentals,4 modules,"Algorithms, Debugging, Problem Solving, Pseudocode, Data Structures, Programming Principles, Computational Thinking, Software Testing, Computer Programming",Introduction | Reading Code | Types | Project,"Andrew D. Hilton, Genevieve M. Lipp, Anne Bracy, Duke University",Starts Jul 19,Flexible schedule,Approx. 18 hours.Learn at your own pace
Foundations of Data Structures and Algorithms,4.6 out of 5 stars,838 reviews,Advanced · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/boulder-data-structures-algorithms,,"Combinatorics, Applied Mathematics, Theoretical Computer Science, Advanced Mathematics, Data Structures, Public Key Cryptography Standards (PKCS), Design Strategies, Operations Research, Graph Theory, Cryptography, Encryption, Computer Science","Algorithms for Searching, Sorting, and Indexing | Trees and Graphs: Basics | Dynamic Programming, Greedy Algorithms | Approximation Algorithms and Linear Programming | Advanced Data Structures, RSA and Quantum Algorithms","Sriram Sankaranarayanan, University of Colorado Boulder",Starts Jul 19,6 months,at 10 hours. a week
Google Cybersecurity,4.8 out of 5 stars,54K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-cybersecurity,,"Computer Security Incident Management, Intrusion Detection and Prevention, Cyber Attacks, Bash (Scripting Language), Threat Management, Network Security, SQL, Vulnerability Assessments, Cybersecurity, Debugging, Linux, Vulnerability Management","Foundations of Cybersecurity | Play It Safe: Manage Security Risks | Connect and Protect: Networks and Network Security | Tools of the Trade: Linux and SQL | Assets, Threats, and Vulnerabilities | Sound the Alarm: Detection and Response | Automate Cybersecurity Tasks with Python | Put It to Work: Prepare for Cybersecurity Jobs | Accelerate Your Job Search with AI",,Starts Jul 19,Flexible schedule,"6 months, 7 hours. a weekLearn at your own pace"
Coding for Everyone: C and C++,4.5 out of 5 stars,9.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/coding-for-everyone,,"Game Design, Command-Line Interface, Object Oriented Programming (OOP), Data Structures, Debugging, Graph Theory, Artificial Intelligence, Integrated Development Environments, C++ (Programming Language), C (Programming Language), Computer Science, Programming Principles","C for Everyone: Programming Fundamentals | C for Everyone: Structured Programming | C++ For C Programmers, Part A | C++ For C Programmers, Part B","Ira Pohl, University of California, Santa Cruz",Starts Jul 19,1 month,at 10 hours. a week
Computer Communications,4.6 out of 5 stars,3.3K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/computer-communications,,"Routing Protocols, TCP/IP, Computer Networking, Digital Communications, Network Security, Telecommunications, System Programming, Network Performance Management, Network Planning And Design, Software-Defined Networking, Network Infrastructure, Data Integrity",Fundamentals of Network Communication | Peer-to-Peer Protocols and Local Area Networks | Packet Switching Networks and Algorithms | TCP/IP and Advanced Topics,"Xiaobo Zhou, University of Colorado System",Starts Jul 19,2 months,at 10 hours. a week
Python for Everybody,4.8 out of 5 stars,278K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/python,,"Database Design, SQL, Data Structures, Data Collection, Databases, Database Management, Web Scraping, Programming Principles, Computer Programming, Web Services, Data Visualization, Relational Databases","Programming for Everybody (Getting Started with Python) | Python Data Structures | Using Python to Access Web Data | Using Databases with Python | Capstone: Retrieving, Processing, and Visualizing Data with Python","Charles Russell Severance, University of Michigan",Starts Jul 19,Flexible schedule,"2 months, 10 hours. a weekLearn at your own pace"
Meta Front-End Developer,4.7 out of 5 stars,23K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/meta-front-end-developer,,"Usability Testing, HTML and CSS, Jest (JavaScript Testing Framework), Unix Commands, Persona (User Experience), Front-End Web Development, React.js, UI/UX Research, Mobile Development, Responsive Web Design, Data Structures, Javascript",Introduction to Front-End Development | Programming with JavaScript | Version Control | HTML and CSS in depth | React Basics | Advanced React | Principles of UX/UI Design | Front-End Developer Capstone | Coding Interview Preparation,Taught by Meta Staff,Starts Jul 19,Flexible schedule,"7 months, 6 hours. a weekLearn at your own pace"
Cloud Computing,4.3 out of 5 stars,2.1K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cloud-computing,,"Apache Hadoop, Computer Networking, Cloud Applications, Big Data, Cloud Computing, Cloud Platforms, Data Storage, Software-Defined Networking, Network Infrastructure, NoSQL, Distributed Computing, Infrastructure As A Service (IaaS)","Cloud Computing Concepts, Part 1 | Cloud Computing Concepts: Part 2 | Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure | Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud | Cloud Networking | Cloud Computing Project","Reza Farivar, Ankit Singla, Indranil Gupta, P. Brighten Godfrey, Roy H. Campbell, University of Illinois Urbana-Champaign",Starts Jul 19,3 months,at 10 hours. a week
Introduction to Computer Programming,4.1 out of 5 stars,907 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-computer-programming,3 modules,"User Interface (UI), Computer Programming, Computer Graphics, Data Management, Javascript, Debugging, Human Computer Interaction, Development Environment, Program Development, Interactive Design, Animations","Your development environment | Drawing in 2D | Variables, objects and interaction","Dr Edward Anstead, Dr Simon Katan, University of London, Goldsmiths, University of London",Starts Jul 19,Flexible schedule,Approx. 21 hours.Learn at your own pace
"C, Go, and C++: A Comprehensive Introduction to Programming",4.5 out of 5 stars,9.4K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/c-go-c-plus-plus,,"Object Oriented Design, Command-Line Interface, Software Testing, Unit Testing, Object Oriented Programming (OOP), Data Structures, Debugging, Graph Theory, Integrated Development Environments, C++ (Programming Language), C (Programming Language), Go (Programming Language)","C for Everyone: Programming Fundamentals | C for Everyone: Structured Programming | GO Programming for Everyone: Part 1 | GO Programming for Everyone: Part 2 | C++ For C Programmers, Part A | C++ For C Programmers, Part B","Ira Pohl, University of California, Santa Cruz",Starts Jul 19,2 months,at 10 hours. a week
IBM AI Developer,4.6 out of 5 stars,72K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,,"Software Development Life Cycle, Development Environment, ChatGPT, Generative AI, Prompt Engineering, Machine Learning, Unit Testing, Responsive Web Design, Software Development Tools, Jupyter, Data Science, Cascading Style Sheets (CSS)","Introduction to Software Engineering | Introduction to Artificial Intelligence (AI) | Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Introduction to HTML, CSS, & JavaScript | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Building Generative AI-Powered Applications with Python | Generative AI:Â Elevate your Software Development Career | Software Developer Career Guide and Interview Preparation","IBM Skills Network Team, Michelle Saltoun, Sina Nazeri, Abhishek Gagneja, Joseph Santarcangelo, Rav Ahuja, Antonio Cangiano, Upkar Lidder, Ramesh Sannareddy, Bethany Hudnutt, Ramanujam Srinivasan",Starts Jul 19,Flexible schedule,"6 months, 4 hours. a weekLearn at your own pace"
"C, Go, and C++: A Comprehensive Introduction to Programming",4.5 out of 5 stars,9.4K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/c-go-c-plus-plus,,"Object Oriented Design, Command-Line Interface, Software Testing, Unit Testing, Object Oriented Programming (OOP), Data Structures, Debugging, Graph Theory, Integrated Development Environments, C++ (Programming Language), C (Programming Language), Go (Programming Language)","C for Everyone: Programming Fundamentals | C for Everyone: Structured Programming | GO Programming for Everyone: Part 1 | GO Programming for Everyone: Part 2 | C++ For C Programmers, Part A | C++ For C Programmers, Part B","Ira Pohl, University of California, Santa Cruz",Starts Jul 19,2 months,at 10 hours. a week
Cloud Computing,4.3 out of 5 stars,2.1K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cloud-computing,,"Apache Hadoop, Computer Networking, Cloud Applications, Big Data, Cloud Computing, Cloud Platforms, Data Storage, Software-Defined Networking, Network Infrastructure, NoSQL, Distributed Computing, Infrastructure As A Service (IaaS)","Cloud Computing Concepts, Part 1 | Cloud Computing Concepts: Part 2 | Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure | Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud | Cloud Networking | Cloud Computing Project","Reza Farivar, Ankit Singla, Indranil Gupta, P. Brighten Godfrey, Roy H. Campbell, University of Illinois Urbana-Champaign",Starts Jul 19,3 months,at 10 hours. a week
An Introduction to Logic for Computer Science,4.7 out of 5 stars,27 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/an-introduction-to-logic-in-computer-science,2 modules,"Artificial Intelligence, Logical Reasoning, Algorithms, Deductive Reasoning, Computational Logic, Cryptography, Graph Theory, Computational Thinking, Theoretical Computer Science",Week 1: Propositional logic | Week 2: Modelling with logic,"Sam Wilson, University of Leeds",Starts Jul 19,7 hours to complete,
Google UX Design,4.8 out of 5 stars,92K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-ux-design,,"Web Content Accessibility Guidelines, Usability, Usability Testing, Cross Platform Development, Presentations, Persona (User Experience), UI/UX Research, Mobile Development, Wireframing, Responsive Web Design, Applicant Tracking Systems, User Research","Foundations of User Experience (UX) Design | Start the UX Design Process: Empathize, Define, and Ideate | Build Wireframes and Low-Fidelity Prototypes | Conduct UX Research and Test Early Concepts | Create High-Fidelity Designs and Prototypes in Figma | Build Dynamic User Interfaces (UI) for Websites | Design a User Experience for Social Good & Prepare for Jobs | Accelerate Your Job Search with AI",,Starts Jul 19,Flexible schedule,"6 months, 10 hours. a weekLearn at your own pace"
Bachelor of Science in Computer Science,N/A,N/A,Degree · 1 - 4 Years,https://www.coursera.org/degrees/bachelor-of-science-computer-science-bits,,,,,,,
Statistical Methods for Computer Science,N/A,N/A,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/statistical-methods-for-computer-science,,"Combinatorics, Probability Distribution, R Programming, Applied Mathematics, Probability, Statistical Methods, Statistics, Graph Theory, Data Science, Statistical Modeling, Regression Analysis, Bayesian Statistics",Foundations of Probability and Random Variables | Advanced Probability and Statistical Methods | Computational and Graphical Models in Probability,"Ian McCulloh, Tony Johnson, Johns Hopkins University",Starts Jul 19,Flexible schedule,Learn at your own pace
Object Oriented Programming in Java,4.6 out of 5 stars,15K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/object-oriented-programming,,"Performance Tuning, Software Testing, Event-Driven Programming, Unit Testing, Object Oriented Programming (OOP), Data Structures, Debugging, Interactive Data Visualization, Cryptography, Encryption, Software Engineering, Java Programming","Java Programming: Solving Problems with Software | Java Programming: Arrays, Lists, and Structured Data | Object Oriented Programming in Java | Data Structures and Performance","Leo Porter, Andrew D. Hilton, Robert Duvall, Christine Alvarado, Mia Minnes, Susan H. Rodger, Owen Astrachan, University of California San Diego, Duke University",Starts Jul 19,6 months,at 10 hours. a week
Mathematics for Machine Learning and Data Science,4.6 out of 5 stars,2.8K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science,,"Probability Distribution, Applied Mathematics, Sampling (Statistics), Descriptive Statistics, Machine Learning Methods, Machine Learning, Probability, Statistical Machine Learning, Jupyter, Bayesian Statistics, Mathematical Modeling, Probability & Statistics",Linear Algebra for Machine Learning and Data Science | Calculus for Machine Learning and Data Science | Probability & Statistics for Machine Learning & Data Science,Luis Serrano,Starts Jul 19,3 months,at 5 hours. a week
C for Everyone: Programming Fundamentals,4.5 out of 5 stars,6.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/c-for-everyone,6 modules,"Debugging, Computational Thinking, Integrated Development Environments, Program Development, C (Programming Language), Algorithms, Data Structures, Programming Principles, Computer Science, Computer Programming","Introduction | Lexical Elements and Data Types | Flow of Control and Simple Functions | Advanced Functions, Recursion, Arrays, and Pointers | Arrays and pointers | Final Exam","Ira Pohl, University of California, Santa Cruz",Starts Jul 19,Flexible schedule,Approx. 15 hours.Learn at your own pace
"HTML, CSS, and Javascript for Web Developers",4.7 out of 5 stars,17K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/html-css-javascript-for-web-developers,,"Browser Compatibility, Usability, HTML and CSS, Cross Platform Development, Scripting, Web Applications, Front-End Web Development, Web Design and Development, Event-Driven Programming, Object Oriented Programming (OOP), Responsive Web Design, Javascript","HTML, CSS, and Javascript for Web Developers | Introduction to CSS3 | Coding the Static Restaurant Site | Introduction to Javascript and Ajax: Building Web Apps","Yaakov Chaikin, Johns Hopkins University",Starts Jul 19,1 month,at 10 hours. a week
Python 3 Programming,4.8 out of 5 stars,23K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/python-3-programming,,"Object Oriented Design, Data Import/Export, Unit Testing, Object Oriented Programming (OOP), Data Structures, Jupyter, Debugging, Image Analysis, Maintainability, Data Manipulation, Web Scraping, Programming Principles","Python Basics | Python Functions, Files, and Dictionaries | Data Collection and Processing with Python | Python Classes and Inheritance | Python Project: Software Engineering and Image Manipulation","Steve Oney, Paul Resnick, Christopher Brooks, University of Michigan",Starts Jul 19,3 months,at 10 hours. a week
Introductory C Programming,4.6 out of 5 stars,7.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/c-programming,,"Development Environment, Command-Line Interface, Software Testing, Data Structures, Debugging, Operating Systems, System Programming, Maintainability, C (Programming Language), Software Engineering, Programming Principles, Computational Thinking","Programming Fundamentals | Writing, Running, and Fixing Code in C | Pointers, Arrays, and Recursion | Interacting with the System and Managing Memory","Andrew D. Hilton, Anne Bracy, Genevieve M. Lipp, Duke University",Starts Jul 19,5 months,at 10 hours. a week
IBM DevOps and Software Engineering,4.6 out of 5 stars,61K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/devops-and-software-engineering,,"Software Development Life Cycle, Kubernetes, Application Development, DevOps, CI/CD, Open Web Application Security Project (OWASP), Continuous Integration, Linux Commands, Jupyter, Test Driven Development (TDD), Jenkins, Application Deployment","Introduction to DevOps | Introduction to Cloud Computing | Introduction to Agile Development and Scrum | Introduction to Software Engineering | Getting Started with Git and GitHub | Hands-on Introduction to Linux Commands and Shell Scripting | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless | Introduction to Test and Behavior Driven Development | Continuous Integration and Continuous Delivery (CI/CD) | Application Security for Developers and DevOps Professionals | Monitoring and Observability forÂ Development and DevOps | DevOps Capstone Project","John Rofrano, Abhishek Gagneja, Joseph Santarcangelo, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Alex Parker, Ramesh Sannareddy, Sam Prokopchuk, Bethany Hudnutt, Ramanujam Srinivasan",Starts Jul 19,Flexible schedule,"6 months, 10 hours. a weekLearn at your own pace"
IBM Full-Stack JavaScript Developer,4.6 out of 5 stars,7.7K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-full-stack-javascript-developer,,"Cloud-Native Computing, Software Development Life Cycle, Kubernetes, Development Environment, Server Side, CI/CD, Javascript, React Redux, Cascading Style Sheets (CSS), NoSQL, Application Deployment, Software Architecture","Introduction to Software Engineering | Introduction to HTML, CSS, & JavaScript | Getting Started with Git and GitHub | JavaScript Programming Essentials | Developing Front-End Apps with React | Developing Back-End Apps with Node.js and Express | Get Started with Cloud Native, DevOps, Agile, and NoSQL | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless | Node.js & MongoDB: Developing Back-end Database Applications | JavaScript Full Stack Capstone Project | Software Developer Career Guide and Interview Preparation","IBM Skills Network Team, Michelle Saltoun, Sachin Jambur, Muhammad Yahya, Richa Arora, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Alex Parker, Bethany Hudnutt, Ramanujam Srinivasan",Starts Jul 19,4 months,at 10 hours. a week
Computer Vision Basics,4.2 out of 5 stars,1.8K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/computer-vision-basics,4 modules,"Matlab, Computer Vision, Visualization (Computer Graphics), Calculus, Computer Programming, Data Processing, Digital Design, Artificial Intelligence, Computer Graphics, Probability & Statistics, Algorithms, Image Analysis","Computer Vision Overview | Color, Light, & Image Formation | Low-, Mid- & High-Level Vision | Mathematics for Computer Vision","Radhakrishna Dasari, Junsong Yuan, University at Buffalo, The State University of New York",Starts Jul 19,Flexible schedule,Approx. 12 hours.Learn at your own pace
计算机组成 Computer Organization,4.8 out of 5 stars,482 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/jisuanji-zucheng,11 modules,"Peripheral Devices, Computer Systems, Computer Architecture, Hardware Architecture, Data Storage Technologies, Data Storage, Systems Architecture, Computer Hardware, Microarchitecture",è¯¾ç¨ä»ç»ââæ¬¢è¿éä¿®è®¡ç®æºç»æ | ç¬¬ä¸è®²  è®¡ç®æºåºæ¬ç»æ | ç¬¬äºè®² æä»¤ç³»ç»ä½ç³»ç»æ | ç¬¬ä¸è®²  ç®æ¯é»è¾åå | ç¬¬åè®² ä¹æ³å¨åé¤æ³å¨ | ç¬¬äºè®² åå¨æå¤çå¨ | ç¬¬å­è®² æµæ°´çº¿å¤çå¨ | ç¬¬ä¸è®² å­å¨å±æ¬¡ç»æ | ç¬¬å«è®² ä¸­æ­åå¼å¸¸ | ç¬¬ä¹è®² è¾å¥è¾åºè®¾å¤ | ææ«èè¯,"éä¿æï¼Lu Junlinï¼, Peking University",Starts Jul 19,Flexible schedule,Learn at your own pace
Computer Hardware and Software,4.5 out of 5 stars,178 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/computer-hardware-software,3 modules,"General Networking, Operating Systems, System Software, Information Technology, Computer Hardware, Hardware Architecture, Data Storage, Network Protocols, Computer Networking, Software Systems, Computer Systems, File Systems, Network Security",Hardware | Software | Networking and the Internet,"Tim Carrington, University of California, Irvine",Starts Jul 19,Flexible schedule,Approx. 11 hours.Learn at your own pace
IBM iOS and Android Mobile App Developer,4.6 out of 5 stars,6.5K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-ios-android-mobile-app-developer-pc,,"Software Development Life Cycle, Development Environment, Android (Operating System), React Native, Android Development, Prompt Engineering, React.js, Mobile Development, AI Personalization, React Redux, User Centered Design, Apple Xcode","Introduction to Mobile App Development | Introduction to Software Engineering | Get Started with Android App Development | Designing User Interfaces and Experiences (UI/UX) | Getting Started with Git and GitHub | Introduction to HTML, CSS, & JavaScript | Get Started with iOS App Development | Flutter and Dart: Developing iOS, Android, and Mobile Apps | Developing Front-End Apps with React | React Native: Developing Android and iOS Apps | Mobile App Notifications, Databases, & Publishing | Mobile App Development Capstone ProjectÂ | Generative AI:Â Elevate your Software Development Career | Generative AI:  Turbocharge Mobile App Development","IBM Skills Network Team, Michelle Saltoun, Muhammad Yahya, Corey Leong, Richa Arora, Skill-Up EdTech Team, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Rashi Kapoor, Bethany Hudnutt, Ramanujam Srinivasan, SkillUp EdTech",Starts Jul 19,5 months,at 10 hours. a week
