課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Introduction to DevOps,4.8 out of 5 stars,3.8K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/intro-to-devops,6 modules,"Performance Metric, Team Oriented, Test Driven Development (TDD), Cross-Functional Collaboration, Microservices, Culture Transformation, Scrum (Software Development), CI/CD, Accountability, Cloud-Native Computing, DevOps, Agile Methodology, Behavior-Driven Development",Overview of DevOps | Thinking DevOps | Working DevOps | Organizing for DevOps | Measuring DevOps | Case Studies and Final Exam,John Rofrano,Starts Jul 19,Flexible schedule,Approx. 9 hours.Learn at your own pace
IBM DevOps and Software Engineering,4.6 out of 5 stars,61K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/devops-and-software-engineering,,"Software Development Life Cycle, Kubernetes, Application Development, DevOps, CI/CD, Open Web Application Security Project (OWASP), Continuous Integration, Linux Commands, Jupyter, Test Driven Development (TDD), Jenkins, Application Deployment","Introduction to DevOps | Introduction to Cloud Computing | Introduction to Agile Development and Scrum | Introduction to Software Engineering | Getting Started with Git and GitHub | Hands-on Introduction to Linux Commands and Shell Scripting | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless | Introduction to Test and Behavior Driven Development | Continuous Integration and Continuous Delivery (CI/CD) | Application Security for Developers and DevOps Professionals | Monitoring and Observability forÂ Development and DevOps | DevOps Capstone Project","John Rofrano, Abhishek Gagneja, Joseph Santarcangelo, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Alex Parker, Ramesh Sannareddy, Sam Prokopchuk, Bethany Hudnutt, Ramanujam Srinivasan",Starts Jul 19,Flexible schedule,"6 months, 10 hours. a weekLearn at your own pace"
DevOps Mastery,4.6 out of 5 stars,179 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/devops-mastery,,"Containerization, Kubernetes, Terraform, Command-Line Interface, Linux Administration, DevOps, CI/CD, Continuous Integration, Systems Administration, Version Control, Microservices, Infrastructure as Code (IaC)",DevOps Prerequisite Course | Git Basics for DevOps | Jenkins for Beginners | Docker Basics for DevOps | Kubernetes Basics for DevOps | Ansible for the Absolute Beginners | Terraform for the Absolute Beginner with Hands-on Labs | Python for the Absolute Beginner,"Lydia Halie, Vijin Palazhi, Michael Levan, Mumshad Mannambeth",Starts Jul 19,3 months,at 10 hours. a week
Amazon DevOps Guru Getting Started,4.4 out of 5 stars,26 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/amazon-devops-guru-getting-started,1 module,"Amazon Web Services, Devops Tools, Application Deployment, DevOps, Amazon CloudWatch",Amazon DevOps Guru Getting Started,"AWS Instructor, Amazon Web Services",Starts Jul 19,1 hour to complete,
"Azure Data Engineering: Cosmos DB, SQL & Analytics",N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/azure-data-engineering-cosmos-db-sql--analytics,1 module,"Cloud Computing Architecture, Scalability, Performance Tuning, Data Processing, Azure Synapse Analytics, Process Optimization, Cloud-Native Computing, SQL, Query Languages, NoSQL, Microsoft Azure, Transact-SQL, Analytics, Business Intelligence, Dashboard, Data Modeling, System Monitoring, Data Storage, Data Architecture","Azure Data Engineering: Cosmos DB, SQL & Analytics","Christopher Klaus, Coursera Instructor Network",Starts Jul 19,Flexible schedule,Learn at your own pace
IBM Applied DevOps Engineering,4.7 out of 5 stars,7.3K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering,,"Containerization, Kubernetes, Cloud Applications, DevOps, Code Coverage, CI/CD, Open Web Application Security Project (OWASP), Continuous Integration, OpenShift, System Monitoring, Test Driven Development (TDD), Behavior-Driven Development","Introduction to DevOps | Introduction to Agile Development and Scrum | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless | Introduction to Test and Behavior Driven Development | Continuous Integration and Continuous Delivery (CI/CD) | Application Security for Developers and DevOps Professionals | Monitoring and Observability forÂ Development and DevOps | DevOps Capstone Project","John Rofrano, Upkar Lidder, Alex Parker, Ramanujam Srinivasan",Starts Jul 19,3 months,at 10 hours. a week
"DevOps, Cloud, and Agile Foundations",4.7 out of 5 stars,13K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations,,"Cloud-Native Computing, Kanban Principles, Performance Metric, Workflow Management, Agile Project Management, DevOps, Cloud Computing, CI/CD, Test Driven Development (TDD), Cloud Platforms, Scrum (Software Development), Sprint Planning",Introduction to DevOps | Introduction to Cloud Computing | Introduction to Agile Development and Scrum,"John Rofrano, Rav Ahuja",Starts Jul 19,1 month,at 10 hours. a week
DevSecOps,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mq-csa-devsecops,6 modules,"DevOps, API Design, Containerization, Git (Version Control System), Kubernetes, Cybersecurity, Security Engineering, Web Applications, Microsoft Azure, Hardening, IT Security Architecture, DevSecOps, Cloud-Native Computing, Azure DevOps, Software Architecture, Infrastructure as Code (IaC), Software Design, Software Engineering, Secure Coding, Role-Based Access Control (RBAC)",Development and Operations with Security | Secure Software Development | Application Aspects of DevSecOps | DevSecOps in Pipelines | DevSecOps in Cloud Environment (based on Azure) | Threats and Attacks,"Matt Bushby, Macquarie University",Starts Jul 19,Flexible schedule,Learn at your own pace
DevOps and AI on AWS,4.6 out of 5 stars,16 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/devops-ai-aws,,"Containerization, AWS CloudFormation, Generative AI, Cloud Applications, Prompt Engineering, Unit Testing, DevSecOps, DevOps, CI/CD, Continuous Integration, Infrastructure as Code (IaC), Application Deployment",DevOps and AI on AWS: Upgrading Apps with Generative AI | DevOps and AI on AWS: CI/CD for Generative AI Applications | DevOps and AI on AWS: AIOps,"Russell Sayers, Morgan Willis, Rafael Lopes, Amazon Web Services",Starts Jul 19,1 month,at 10 hours. a week
DevOps Complete Course,4.3 out of 5 stars,15 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-devops-complete-course,,"Containerization, Kubernetes, Artifactory, Software Development Tools, Build Tools, DevOps, CI/CD, Continuous Integration, Version Control, Infrastructure as Code (IaC), Ansible, Application Deployment",Foundations of DevOps and Git | Advanced Git and GitHub Practices | Build Automation and Continuous Integration | Advanced DevOps Tools and Practices,Packt - Course Instructors,Starts Jul 19,2 months,at 10 hours. a week
"Python for Data Science, AI & Development",4.6 out of 5 stars,42K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/python-for-applied-data-science-ai,5 modules,"Data Structures, Python Programming, Restful API, Data Import/Export, NumPy, File Management, Programming Principles, Object Oriented Programming (OOP), Jupyter, Computer Programming, Data Analysis, Web Scraping, Application Programming Interface (API), Data Manipulation, Pandas (Python Package)",Python Basics | Python Data Structures | Python Programming Fundamentals | Working with Data in Python | APIs and Data Collection,Joseph Santarcangelo,Starts Jul 19,Flexible schedule,Approx. 25 hours.Learn at your own pace
AWS: Content Delivery and Networking,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/aws-content-delivery-and-networking,2 modules,"Computer Networking, Network Routing, Cloud Infrastructure, Network Architecture, Load Balancing, Amazon Web Services, Cloud Computing Architecture, Virtual Private Networks (VPN), Data Migration, Hybrid Cloud Computing, Network Security",Content Delivery in AWS | Networking in AWS,Whizlabs Instructor,Starts Jul 19,Flexible schedule,Learn at your own pace
Jenkins training for Beginners,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/jenkins-training-for-beginners,2 modules,"Git (Version Control System), Continuous Integration, DevOps, Role-Based Access Control (RBAC), Continuous Deployment, System Configuration, Application Deployment, Software Configuration Management, Software Installation, CI/CD, User Accounts, Jenkins",Introduction to Jenkins | Jenkins for Source Code Management and Deployment,Priyanka Mehta,Starts Jul 19,Flexible schedule,Learn at your own pace
AWS: Management and Governance,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/aws-management-and-governance,2 modules,"Amazon Elastic Compute Cloud, Configuration Management, System Monitoring, Amazon S3, AWS Identity and Access Management (IAM), Performance Tuning, Multi-Tenant Cloud Environments, Security Controls, Infrastructure as Code (IaC), Cloud Management, Amazon CloudWatch, AWS CloudFormation",Basics: Management and Governance in AWS | Advanced: Management and Governance in AWS,Whizlabs Instructor,Starts Jul 19,Flexible schedule,Learn at your own pace
Getting Started with Azure DevOps Boards,4.5 out of 5 stars,614 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/getting-started-azure-devops-boards,,"Issue Tracking, Project Management, Agile Software Development, DevOps, Azure DevOps, Kanban Principles, Backlogs, Sprint Planning",,"Mohammed Al Mousa, Coursera Project Network",,2,Learn at your own pace
AWS Generative AI for Developers,N/A,N/A,Intermediate · Professional Certificate · 1 - 3 Months,https://www.coursera.org/professional-certificates/aws-generative-ai-developers,,"Automation, Unstructured Data, Performance Tuning, Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Prompt Engineering, Generative AI Agents, Application Development, AI Personalization, Applied Machine Learning, Artificial Intelligence, Data Ethics","Getting Started with AWS Generative AI for Developers | Generative AI Applications with Amazon Bedrock | Amazon Bedrock Customization, Optimization & Automation","Alex G., Russell Sayers, Morgan Willis, Amazon Web Services",Starts Jul 19,Flexible schedule,Learn at your own pace
Continuous Integration and Continuous Delivery (CI/CD),4.7 out of 5 stars,223 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/continuous-integration-and-continuous-delivery-ci-cd,5 modules,"OpenShift, Automation, Continuous Integration, Devops Tools, IT Automation, Infrastructure as Code (IaC), YAML, GitHub, Application Deployment, Containerization, DevOps, Continuous Delivery, Kubernetes, CI/CD, Git (Version Control System), Jenkins",Introduction to CI/CD | Continuous Integration (CI) | Continuous Delivery (CD) | DevOps and GitOps with OpenShiftÂ | Final Exam and Final Project,"John Rofrano, Upkar Lidder",Starts Jul 19,,
Real-World Applications & Model Deployment in Java,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/real-world-applications--model-deployment-in-java,3 modules,"CI/CD, Data Ethics, Reinforcement Learning, Jenkins, Machine Learning, Spring Framework, Java, Deep Learning, Continuous Monitoring, Application Deployment, MLOps (Machine Learning Operations), Restful API, Artificial Intelligence, Spring Boot, Applied Machine Learning",Enterprise Applications of Machine Learning | Advanced Topics and Emerging Trends | Optional Extension or Workshops,Board Infinity,Starts Jul 19,Flexible schedule,Learn at your own pace
Securing Services: Hashicorp Consul & Vault Mastery,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/securing-services-hashicorp-consul--vault-mastery,1 module,"System Monitoring, Configuration Management, Application Security, Security Controls, Cloud-Native Computing, Software-Defined Networking, Security Engineering, IT Service Management, Microservices, Service Management, Identity and Access Management, Scalability, Kubernetes",Securing Services: Hashicorp Consul & Vault Mastery,"Scott Cosentino, Coursera Instructor Network",Starts Jul 19,Flexible schedule,Learn at your own pace
Docker training for Beginners,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/docker-training-for-beginners,2 modules,"Windows PowerShell, Containerization, Microservices, YAML, CI/CD, Application Deployment, Docker (Software), Kubernetes, DevOps, Network Architecture, Linux Commands, Command-Line Interface, Virtual Machines",Docker Fundamentals | Hands-on Docker and Advanced Comparisons,Priyanka Mehta,Starts Jul 19,Flexible schedule,Learn at your own pace
Preparing for Google Cloud Certification: Cloud DevOps Engineer,4.7 out of 5 stars,54K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud,,"Containerization, Kubernetes, Safety Culture, Prompt Engineering, Event Monitoring, CI/CD, System Monitoring, Cloud Management, Application Performance Management, Virtual Machines, Application Deployment, Cloud Security",Google Cloud Fundamentals: Core Infrastructure | Developing a Google SRE Culture | Reliable Google Cloud Infrastructure: Design and Process | Logging and Monitoring in Google Cloud | Getting Started with Google Kubernetes Engine,"Google Cloud Training, Google Cloud",Starts Jul 19,1 month,at 10 hours. a week
"DevOps, DataOps, MLOps",4.1 out of 5 stars,174 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/devops-dataops-mlops-duke,5 modules,"Applied Machine Learning, Rust (Programming Language), Big Data, CI/CD, Command-Line Interface, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Python Programming, DevOps, Generative AI Agents, Data Ethics, GitHub, Cloud Solutions, Docker (Software), MLOps (Machine Learning Operations), Serverless Computing, Containerization, Application Frameworks","Introduction to MLOps | Essential Math and Data Science | Operations Pipelines:  DevOps, DataOps, MLOps | End to End MLOps and AIOps | Rust for MLOps: The Practical Transition from Python to Rust","Noah Gift, Alfredo Deza, Duke University",Starts Jul 19,Flexible schedule,Approx. 44 hours.Learn at your own pace
Continuous Delivery & DevOps,4.6 out of 5 stars,1.6K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/uva-darden-continous-delivery-devops,4 modules,"Software Testing, DevOps, Continuous Delivery, Continuous Integration, System Testing, Process Improvement, Continuous Deployment, Information Technology Operations, CI/CD, Quality Improvement, Team Performance Management, IT Infrastructure, Test Automation, Continuous Improvement Process, Unit Testing, Team Oriented",The Importance of Velocity & The Jobs of Delivery | Your Testing Stack | Infrastructure and The Jobs of Ops | Delivering Continuously,"Alex Cowan, University of Virginia",Starts Jul 19,Flexible schedule,Approx. 8 hours.Learn at your own pace
DevOps Prerequisite Course,4.7 out of 5 stars,76 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/devops-prerequisite-course,4 modules,"General Networking, Unix, Network Troubleshooting, Devops Tools, Software Installation, Network Administration, Node.JS, Application Development, Linux, Systems Administration, Package and Software Management, Linux Commands, DevOps, TCP/IP, Java, Application Servers, Command-Line Interface, Linux Administration, Development Environment",Introduction | Linux Basics | Networking | Application Basics,Mumshad Mannambeth,Starts Jul 19,14 hours to complete,
Microsoft Azure Developer Associate (AZ-204) Exam Prep,4.6 out of 5 stars,268 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/azure-developer-associate,,"Data Security, Development Environment, Microsoft Azure, C# (Programming Language), Cloud Applications, Event-Driven Programming, Cloud Computing, CI/CD, Cloud Management, Data Storage, Virtual Machines, Application Deployment",Create Serverless Applications | Connect Your Services with Microsoft Azure Service Bus | Data Storage in Microsoft Azure for Associate Developers | Deploy a website with Azure Virtual Machines | Manage Resources in Azure | Deploy a website to Azure with Azure App Service | Secure your Cloud Data | Prepare for AZ-204: Developing Solutions for Microsoft Azure,,Starts Jul 19,2 months,at 10 hours. a week
Introduction to Microsoft Azure Cloud Services,4.6 out of 5 stars,2.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/microsoft-azure-cloud-services,4 modules,"Cloud Storage, Virtual Machines, Virtual Private Networks (VPN), Virtualization, Cloud Services, Cloud Infrastructure, Scalability, Microsoft Azure, Public Cloud, General Networking, Cloud Platforms, Cloud Computing, Database Management Systems","Introduction to Azure Fundamentals | Microsoft Azure Fundamental Concepts & Architectural Components | Microsoft Azure Database, Analytics, & Compute Services | Microsoft Azure Storage & Networking Services",,Starts Jul 19,Flexible schedule,Approx. 9 hours.Learn at your own pace
Monitoring and Observability for Development and DevOps,4.5 out of 5 stars,88 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/monitoring-and-observability-for-development-and-devops,5 modules,"Interactive Data Visualization, Grafana, System Monitoring, Microservices, Kubernetes, Application Performance Management, DevOps, Prometheus (Software), Docker (Software), Continuous Monitoring, Real Time Data",â¯Introduction to Monitoring for Applications | Monitoring Systems and Techniques | Methodologies and Tools in Logging | Observability and Concepts | Final Project and Assessment,"John Rofrano, Ramanujam Srinivasan",Starts Jul 19,16 hours to complete,
"Master DevOps: CI/CD, Automation & Monitoring",N/A,N/A,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/master-devops-ci-cd-automation-monitoring,,"AWS CloudFormation, Cloud-Native Computing, Continuous Deployment, Kubernetes, Ansible, Terraform, Software Development Life Cycle, Prometheus (Software), CI/CD, Grafana, Version Control, Git (Version Control System)",DevOps Essentials and Version Control with Git | Continuous Integration and Continuous Deployment | Infrastructure as Code and Monitoring | Containerization and Orchestration,,Starts Jul 19,Flexible schedule,Learn at your own pace
Introduction to Cloud Computing,4.6 out of 5 stars,7.4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-cloud,6 modules,"Cloud Computing, Cloud Services, Infrastructure As A Service (IaaS), DevOps, Microservices, Cloud-Native Computing, Emerging Technologies, Serverless Computing, Cloud Security, Cloud Computing Architecture, Virtual Machines, Cloud Platforms, Software As A Service, Hybrid Cloud Computing, Cloud Storage","Overview of Cloud Computing | Cloud Computing Models | Components of Cloud Computing | Emergent Trends and Practices | Cloud Security, Monitoring, Case Studies,  Jobs | Final Project and Assignment",Rav Ahuja,Starts Jul 19,Flexible schedule,Approx. 12 hours.Learn at your own pace
Python Scripting for DevOps,4 out of 5 stars,201 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/python-scripting-devops,,"Containerization, Integration Testing, Scripting, Software Testing, Unit Testing, Data Structures, Test Automation, DevOps, CI/CD, Programming Principles, Pandas (Python Package), Package and Software Management","Introduction to Python Scripting for DevOps | Python Scripting: Dates, Classes and Collections | Python Scripting: Files, Inheritance, and Databases | DevOps and Build Automation with Python",Aspen Olmsted,Starts Jul 19,1 month,at 10 hours. a week
Introduction to Software Engineering,4.7 out of 5 stars,3.6K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-software-engineering,6 modules,"Software Architecture, Software Design Patterns, Integrated Development Environments, Unified Modeling Language, Development Environment, Python Programming, Programming Principles, Systems Development, Software Design, Software Documentation, Engineering Software, Software Engineering, Program Development, Application Development, Software Development Life Cycle, Software Development Methodologies, Software Development Tools, Agile Methodology","The Software Development Lifecycle | Introduction to Software Development | Basics of Programming | Software Architecture, Design, and Patterns | Job Opportunities and Skillsets in Software Engineering | Final Quiz and Final Project","Rav Ahuja, Bethany Hudnutt",Starts Jul 19,Flexible schedule,Approx. 14 hours.Learn at your own pace
AWS Cloud Technology Consultant,4.8 out of 5 stars,6.7K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/aws-cloud-technology-consultant,,"Software Development Life Cycle, AWS CloudFormation, Data Management, Extract, Transform, Load, Amazon S3, AWS Identity and Access Management (IAM), DevOps, Teamwork, Cloud Computing, CI/CD, IT Automation, Cloud Management",Introduction to Information Technology and AWS Cloud | AWS Cloud Technical Essentials | Providing Technical Support for AWS Workloads | Developing Applications in Python on AWS | Skills for Working as an AWS Cloud Consultant | DevOps on AWS and Project Management | Automation in the AWS Cloud | Data Analytics and Databases on AWS | Capstone: Following the AWS Well Architected Framework,"Alex G., Russell Sayers, Morgan Willis, Seph Robinson, Rafael Lopes, Oksana Hoeckele, Amazon Web Services",Starts Jul 19,Flexible schedule,"4 months, 10 hours. a weekLearn at your own pace"
DevOps Essentials and Version Control with Git,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/devops-essentials-and-version-control-with-git,3 modules,"DevOps, File Management, Software Development, Version Control, Software Development Methodologies, Systems Development Life Cycle, Linux Administration, Git (Version Control System), Software Development Life Cycle",Introduction to DevOps and Linux | Version Control with Git | Course Wrap-Up and Assessment,,Starts Jul 19,Flexible schedule,Learn at your own pace
Application Security for Developers and DevOps Professionals,4.7 out of 5 stars,226 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/application-security-for-developers-devops,4 modules,"Secure Coding, Development Environment, Continuous Monitoring, Vulnerability Assessments, Security Testing, Threat Modeling, Software Development Life Cycle, DevSecOps, Application Performance Management, Application Security, Data Security, Vulnerability Scanning, Open Web Application Security Project (OWASP), System Monitoring","Introduction to Security for Application Development | Security Testing and Mitigation Strategiesâ¯ | OWASP Application Security Risks | Security Best Practicesâ¯, Final Project, and Assessment",John Rofrano,Starts Jul 19,Flexible schedule,Approx. 17 hours.Learn at your own pace
IBM Full-Stack JavaScript Developer,4.6 out of 5 stars,7.7K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-full-stack-javascript-developer,,"Cloud-Native Computing, Software Development Life Cycle, Kubernetes, Development Environment, Server Side, CI/CD, Javascript, React Redux, Cascading Style Sheets (CSS), NoSQL, Application Deployment, Software Architecture","Introduction to Software Engineering | Introduction to HTML, CSS, & JavaScript | Getting Started with Git and GitHub | JavaScript Programming Essentials | Developing Front-End Apps with React | Developing Back-End Apps with Node.js and Express | Get Started with Cloud Native, DevOps, Agile, and NoSQL | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless | Node.js & MongoDB: Developing Back-end Database Applications | JavaScript Full Stack Capstone Project | Software Developer Career Guide and Interview Preparation","IBM Skills Network Team, Michelle Saltoun, Sachin Jambur, Muhammad Yahya, Richa Arora, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Alex Parker, Bethany Hudnutt, Ramanujam Srinivasan",Starts Jul 19,4 months,at 10 hours. a week
DevOps: Introduction to Developer Operations,3.6 out of 5 stars,58 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/codio-devops,,"Automation, Network Monitoring, Containerization, Kubernetes, Terraform, Software Development Tools, CI/CD, Continuous Integration, System Monitoring, Application Performance Management, YAML, Infrastructure as Code (IaC)",Mastering Ansible Automation | CI/CD for Software Developers | Container Creation and Orchestration Basics | Introduction to Terraform | Performance Monitoring For Application Developers,"Mohit Chandarana, Evan Fingerman, Dmitrii Suchkov, Max Kraev, Patrick Ester, Chalece DeLaCoudray",Starts Jul 19,,
Continuous Delivery and Managing Builds with Azure DevOps,4.6 out of 5 stars,7 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/continuous-delivery-managing-builds-azure-devops,,"Azure DevOps, Continuous Integration, CI/CD, Devops Tools, Continuous Delivery, Continuous Deployment, Git (Version Control System)",,"Daniel GreguriÄ, Coursera Project Network",,Hands-on learning,Learn more
IBM IT Scrum Master,4.8 out of 5 stars,9.7K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-it-scrum-master,,"Software Development Life Cycle, Computer Hardware, Development Environment, Communication, Kanban Principles, Software Development Tools, DevOps, Software Architecture, Software Engineering, Scrum (Software Development), Risk Management, Sprint Planning",Introduction to Scrum Master Profession | Information Technology (IT) Fundamentals for Everyone | Introduction to Software Engineering | Introduction to DevOps | Introduction to Agile Development and Scrum | Working as a Scrum Master | Scrum Master Capstone | Practice Exam for Certified Scrum Master (CSM) Certification,"John Rofrano, IBM Skills Network Team, Daniel C. Yeomans, Matt Versdahl, Skill-Up EdTech Team, Rav Ahuja, Bethany Hudnutt, SkillUp EdTech",Starts Jul 19,3 months,at 10 hours. a week
Introduction to DevOps and Git for Beginners,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-devops-and-git,2 modules,"Version Control, Software Development Tools, Software Development, Development Environment, Command-Line Interface, Git (Version Control System), DevOps","Introduction to DevOps, Git, and Version Control | Git Client for Windows",Priyanka Mehta,Starts Jul 19,Flexible schedule,Learn at your own pace
IBM Back-end JavaScript Developer,4.6 out of 5 stars,7.2K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/backend-javascript-developer,,"Cloud-Native Computing, Software Development Life Cycle, Containerization, Kubernetes, Development Environment, Server Side, Javascript, OpenShift, Cascading Style Sheets (CSS), NoSQL, Application Deployment, Software Architecture","Introduction to Software Engineering | Introduction to HTML, CSS, & JavaScript | Getting Started with Git and GitHub | JavaScript Programming Essentials | Developing Back-End Apps with Node.js and Express | Get Started with Cloud Native, DevOps, Agile, and NoSQL | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless | Node.js & MongoDB: Developing Back-end Database Applications | JavaScript Back-end Capstone Project | Software Developer Career Guide and Interview Preparation","IBM Skills Network Team, Michelle Saltoun, Sachin Jambur, Muhammad Yahya, Richa Arora, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Alex Parker, Bethany Hudnutt, Ramanujam Srinivasan",Starts Jul 19,,
Deploying Microservices to Kubernetes using Azure DevOps,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/deploying-microservices-to-kubernetes-using-azure-devops,3 modules,"Node.JS, Application Deployment, Cloud Development, Debugging, Scripting, DevOps, Git (Version Control System), Microservices, Microsoft Azure, YAML, Version Control, Docker (Software), Software Testing, Containerization, Azure DevOps, Kubernetes, CI/CD",Introduction to Kubernetes in Azure DevOps | Kubernetes in Azure DevOps- Features | NodeJS Demo App and Test Plans,Whizlabs Instructor,Starts Jul 19,Flexible schedule,Learn at your own pace
Continuous Integration and Continuous Deployment,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/continuous-integration-and-continuous-deployment,4 modules,"Ansible, Application Deployment, Configuration Management, Software Development Tools, Version Control, Continuous Deployment, Infrastructure as Code (IaC), Jenkins",Build Automation with Maven and Gradle | Continuous Integration and Deployment using Jenkins | Configuration Management with Ansible | Course Wrap-Up and Assessment,,Starts Jul 19,Flexible schedule,Learn at your own pace
Deployment and DevOps,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/deployment-and-devops,5 modules,"Cloud Applications, Cloud Security, Microsoft Copilot, CI/CD, Continuous Deployment, System Monitoring, Automation, Application Deployment, Microsoft Azure, DevOps, Debugging, Cloud Services, Scripting, Application Performance Management, Continuous Integration",Deploying Applications to Azure | Setting Up CI/CD Pipelines With GitHub Actions and Azure DevOps | Application Monitoring and Maintenance | Using Copilot for Automating Deployment Scripts and CI/CD Pipelines | Final Project,,Starts Jul 19,Flexible schedule,Learn at your own pace
Exam Prep: AWS Certified DevOps Engineer - Professional,4.3 out of 5 stars,26 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/exam-prep-dop-c02-aws-certified-devops-engineer--professional,,"Cloud-Native Computing, Software Development Life Cycle, Containerization, AWS CloudFormation, Kubernetes, Disaster Recovery, API Gateway, DevOps, CI/CD, Cloud Management, Infrastructure as Code (IaC), Configuration Management","Getting Started with AWS DevOps | AWS: CI/CD Pipelines and Deployment Strategies | AWS: Configuration Management and Infrastructure as Code | AWS: Containerization | AWS: Monitoring, Logging and Governance | AWS: Resilient Solutions and Security Controls",Whizlabs Instructor,Starts Jul 19,3 months,at 7 hours. a week
AWS Certified DevOps Engineer - Professional,N/A,N/A,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-aws-certified-devops-engineer-professional-5agv7,5 modules,"Amazon Web Services, Infrastructure as Code (IaC), Continuous Delivery, CI/CD, System Monitoring, Application Deployment, DevOps, Amazon CloudWatch, AWS CloudFormation, Continuous Integration, Serverless Computing, Containerization, Cloud Development, IT Automation, Amazon Elastic Compute Cloud, Application Lifecycle Management, Cloud Applications, Event Monitoring, Cloud Security, AWS Identity and Access Management (IAM)",Application Lifecycle Management | Automation | Serverless Development | Monitoring and Logging | Compliance,Packt - Course Instructors,Starts Jul 19,Flexible schedule,Learn at your own pace
